OBJECTID,SiteID,Basin,Latitude,Longitude,JurisdictionName,SubjurisdictionName,MonitoringCycle,SampleDate,SamplingDesign,SampleTime_UTC,SampleDepth_m,TempInField_degC,Salinity_PSU,AragSatState,pCO2_uatm,pH_calculated,pH_measured,TA_umolperkg,DIC_umolperkg,Comments,x,y
1,GUA-1593,Pacific,13.57233611,144.82333001,Guam,Guam,2014,3/25/2014,Random,1:46:00 AM,13.7,27.92,34.5341,3.74043289245008,371.723358877644,8.06090829039044,,2262.8,1934.1,,144.82333001,13.57233611
2,GUA-1376,Pacific,13.24282212,144.71452335,Guam,Guam,2014,3/26/2014,Random,1:07:00 AM,11.9,27.9687,34.6569,3.8519429796817,357.94640460413,8.07460845872763,,2269.2,1930,,144.71452335,13.24282212
3,GUA-1601,Pacific,13.36006139,144.63743415,Guam,Guam,2014,3/26/2014,Random,11:54:00 PM,13.7,27.9273,34.6004,3.78353080536748,366.292000033536,8.06626086303977,,2265.7,1932.8,,144.63743415,13.3600613900001
4,GUA-1421,Pacific,13.4065605,144.78561848,Guam,Guam,2014,3/27/2014,Random,11:48:00 PM,15.2,28.0222,34.6928,3.76425932063293,372.590944395274,8.06031890791341,,2268.1,1937.1,,144.78561848,13.4065605000001
5,GUA-1422,Pacific,13.31136983,144.77396521,Guam,Guam,2014,3/28/2014,Random,1:29:00 AM,13.7,28.0419,34.6782,3.89027267199025,360.91157740578,8.0743051837324,,2286.3,1944.5,,144.77396521,13.31136983
6,GUA-1435,Pacific,13.45442536,144.84086202,Guam,Guam,2014,3/29/2014,Random,12:51:00 AM,15.8,28.106,34.7095,3.73446514255668,378.332154246656,8.05453440348512,,2266.5,1938.3,,144.84086202,13.4544253600001
7,GUA-1472,Pacific,13.60560413,144.91601508,Guam,Guam,2014,3/30/2014,Random,1:02:00 AM,15.2,28.069,34.6462,3.84584470028507,360.896923006924,8.07174294561061,,2269.6,1931.2,,144.91601508,13.6056041300001
8,GUA-1503,Pacific,13.47107258,144.69134915,Guam,Guam,2014,4/4/2014,Random,2:59:00 AM,15.8,27.9778,34.7621,3.61924478460541,396.335071894744,8.03841003157601,,2267.2,1949.5,,144.69134915,13.47107258
9,GUA-2193,Pacific,13.33668209,144.64161202,Guam,Guam,2017,5/5/2017,Random,1:49:00 AM,6.1,29.3131,34.1367,3.69918623696372,394.464790832269,8.03644617851287,,2238.7,1918,,144.64161202,13.3366820900001
10,GUA-2166,Pacific,13.36865528,144.64200245,Guam,Guam,2017,5/5/2017,Random,4:17:00 AM,13.1,29.4079,34.1495,3.83730448283333,374.368582377885,8.0549091936951,,2243.6,1909.9,,144.64200245,13.36865528
11,GUA-2140,Pacific,13.618708,144.833644,Guam,Guam,2017,5/8/2017,Random,3:05:00 AM,12.5,29.3174,34.1994,3.7415892118505,389.970649156169,8.04105349840865,,2245.6,1920.7,,144.833644,13.618708
12,GUA-1906,Pacific,13.525638,144.930614,Guam,Guam,2017,5/9/2017,Random,1:30:00 AM,14.6,29.1317,34.1907,3.70608011593867,393.0008175001,8.03879193576083,,2246.9,1925,,144.930614,13.5256380000001
13,GUA-2304,Pacific,13.611253,144.907794,Guam,Guam,2017,5/9/2017,Random,4:50:00 AM,13.1,29.2537,34.1964,3.7068709572924,395.719274672984,8.03636779849557,,2247.4,1925.8,,144.907794,13.611253
14,MAI-1587,Pacific,20.71970028,-156.45817604,Main Hawaiian Islands,Maui,2013,8/2/2013,Random,9:29:00 PM,14.3,26.6216,35.2311,3.54185403456105,403.988520220819,8.03820959535091,,2307.9,1995.2,,-156.45817604,20.71970028
15,MAI-1449,Pacific,20.73105164,-156.45834158,Main Hawaiian Islands,Maui,2013,8/2/2013,Random,11:45:00 PM,4.3,27.1729,35.19,3.48077613944769,426.484142363876,8.01862530023967,,2304.3,1999.3,,-156.45834158,20.73105164
16,HAW-1402,Pacific,20.24049958,-155.75784917,Main Hawaiian Islands,Hawaii,2013,8/3/2013,Random,8:51:00 PM,19.5,24.9211,35.0856,3.41813386058094,393.338426505864,8.05000637954039,,2311.5,2007.7,,-155.75784917,20.2404995800001
17,HAW-1411,Pacific,20.23514229,-155.75178922,Main Hawaiian Islands,Hawaii,2013,8/3/2013,Random,10:18:00 PM,12.2,25.0474,35.059,3.43645287329945,392.159042399826,8.05099978647553,,2309.4,2004.4,,-155.75178922,20.2351422900001
18,HAW-1468,Pacific,20.24428267,-155.89005483,Main Hawaiian Islands,Hawaii,2013,8/4/2013,Random,12:35:00 AM,7.3,25.4234,35.1491,3.58221790194359,377.388154261425,8.06511274166122,,2316.1,1998,,-155.89005483,20.2442826700001
19,HAW-1566,Pacific,19.16065933,-155.91548335,Main Hawaiian Islands,Hawaii,2013,8/4/2013,Random,9:01:00 PM,13.4,26.5976,35.0905,3.52521566377404,403.146351604428,8.03841110736665,,2301.1,1990.3,,-155.91548335,19.16065933
20,HAW-1643,Pacific,19.74481596,-155.05385815,Main Hawaiian Islands,Hawaii,2013,8/5/2013,Random,8:14:00 PM,13.4,25.5029,34.8469,3.31863258709981,412.638156706148,8.02973600972761,,2287.2,1994.4,,-155.05385815,19.74481596
21,HAW-1748,Pacific,19.7366633,-155.01567632,Main Hawaiian Islands,Hawaii,2013,8/5/2013,Random,11:01:00 PM,5.5,25.644,34.724,3.46663701151999,369.440599228335,8.06268464746161,,2247.2,1938.4,,-155.01567632,19.7366633
22,HAW-1759,Pacific,19.49005,-154.814167,Main Hawaiian Islands,Hawaii,2013,8/6/2013,Random,9:39:00 PM,21.3,25.7108,34.8455,3.39215907469199,411.799797906907,8.03329818082947,,2307.4,2008.6,,-154.814167,19.4900500000001
23,HAW-1648,Pacific,19.408233,-154.901467,Main Hawaiian Islands,Hawaii,2013,8/6/2013,Random,10:50:00 PM,13.7,25.8481,34.8938,3.4946899484163,393.482965002967,8.04840290214892,,2302.3,1993.5,,-154.901467,19.408233
24,HAW-1693,Pacific,19.07674391,-155.55323107,Main Hawaiian Islands,Hawaii,2013,8/7/2013,Random,9:07:00 PM,13.7,25.8868,34.834,2.96927962950846,470.888390847191,7.97398458888971,,2236.7,1976.2,,-155.55323107,19.0767439100001
25,HAW-1733,Pacific,18.96680854,-155.61355932,Main Hawaiian Islands,Hawaii,2013,8/8/2013,Random,12:19:00 AM,4.6,25.941,34.8943,3.67305496161883,355.591988307534,8.08053134491354,,2280.4,1953.6,,-155.61355932,18.96680854
26,HAW-1766,Pacific,18.92598792,-155.68287866,Main Hawaiian Islands,Hawaii,2013,8/8/2013,Random,1:05:00 AM,4.6,26.2815,35.0199,3.65079238571012,375.742982352795,8.0640888301432,,2302.3,1979.3,,-155.68287866,18.9259879200001
27,HAW-1540,Pacific,20.00323883,-155.83318278,Main Hawaiian Islands,Hawaii,2013,8/8/2013,Random,9:22:00 PM,15.2,26.2176,35.1813,3.51544389448214,400.918320090168,8.04156990740184,,2308.9,1998.1,,-155.83318278,20.00323883
28,HAW-1579,Pacific,19.9609699,-155.85951621,Main Hawaiian Islands,Hawaii,2013,8/8/2013,Random,11:31:00 PM,4.6,26.8524,35.1489,3.51462906911834,412.2944846482,8.03071905309181,,2303.2,1994.2,,-155.85951621,19.9609699000001
29,HAW-1619,Pacific,19.9272578,-155.88949081,Main Hawaiian Islands,Hawaii,2013,8/9/2013,Random,1:22:00 AM,3.7,27.0631,35.0536,3.69467336124529,367.994800214483,8.06500838169907,,2268.7,1941,,-155.88949081,19.9272578000001
30,MAI-1488,Pacific,20.86447427,-156.139108,Main Hawaiian Islands,Maui,2013,8/9/2013,Random,8:48:00 PM,12.2,25.2133,35.3103,3.46027999154955,394.910164851314,8.04867358412064,,2316.1,2008.5,,-156.139108,20.8644742700001
31,MAI-1571,Pacific,20.8948471,-156.1964341,Main Hawaiian Islands,Maui,2013,8/9/2013,Random,10:58:00 PM,3,25.6106,35.2647,3.50126373821787,395.032317249479,8.04833299517,,2313.9,2003.7,,-156.1964341,20.8948471
32,MAI-1502,Pacific,20.93434112,-156.25404661,Main Hawaiian Islands,Maui,2013,8/10/2013,Random,12:43:00 AM,4.6,25.7533,35.2534,3.54932393217622,390.927264939211,8.05249899345448,,2317.9,2003.6,,-156.25404661,20.93434112
33,MAI-1443,Pacific,20.80088295,-156.61150075,Main Hawaiian Islands,Maui,2013,8/10/2013,Random,8:55:00 PM,13.7,26.3899,35.2471,3.37990980643391,431.146682238792,8.01565135696794,,2309.2,2011.8,,-156.61150075,20.8008829500001
34,MOL-1461,Pacific,21.08327664,-157.13171904,Main Hawaiian Islands,Molokai,2013,8/11/2013,Random,9:49:00 PM,13.7,26.6791,35.2998,3.31091850585642,443.393170007075,8.00263520997428,,2292.5,2001.4,,-157.13171904,21.0832766400001
35,MOL-1456,Pacific,21.0864077,-157.08039992,Main Hawaiian Islands,Molokai,2013,8/12/2013,Random,12:08:00 AM,2.4,27.7838,35.2135,3.0877635322508,480.387844245063,7.96191494418821,,2219.5,1949.3,,-157.08039992,21.0864077000001
36,NII-1193,Pacific,21.88318346,-160.0907622,Main Hawaiian Islands,Niihau and Lehua,2013,8/14/2013,Random,7:36:00 PM,3,27.1954,35.3045,3.57571069393194,407.475607499466,8.03372652310238,,2301.2,1986.3,,-160.0907622,21.8831834600001
37,NII-1215,Pacific,21.88881895,-160.08479638,Main Hawaiian Islands,Niihau and Lehua,2013,8/14/2013,Random,8:36:00 PM,11.3,27.3866,35.3172,3.63901740836662,407.463379562691,8.03595446925272,,2318.6,1998.7,,-160.08479638,21.88881895
38,NII-1303,Pacific,21.85115118,-160.16327664,Main Hawaiian Islands,Niihau and Lehua,2013,8/14/2013,Random,10:13:00 PM,12.5,27.4433,35.3365,3.6542840318443,403.987241354425,8.03819263650013,,2315.1,1993.4,,-160.16327664,21.85115118
39,KAU-1363,Pacific,22.16860997,-159.70003995,Main Hawaiian Islands,Kauai,2013,8/15/2013,Random,10:18:00 PM,12.5,26.9333,35.3674,3.56529404881208,410.071207533027,8.03343527219343,,2315.3,2001,,-159.70003995,22.16860997
40,KAU-1366,Pacific,22.07905672,-159.76887072,Main Hawaiian Islands,Kauai,2013,8/16/2013,Random,1:14:00 AM,4.9,27.6029,35.3954,3.58150917513521,425.602194893424,8.0210819020253,,2322.6,2009,,-159.76887072,22.07905672
41,NII-1225,Pacific,22.00823567,-160.09766537,Main Hawaiian Islands,Niihau and Lehua,2013,8/16/2013,Random,7:48:00 PM,12.2,27.2514,35.293,3.54788717377993,419.10075896303,8.0254939808208,,2313,2001.5,,-160.09766537,22.00823567
42,NII-1227,Pacific,22.00152445,-160.10421306,Main Hawaiian Islands,Niihau and Lehua,2013,8/16/2013,Random,8:12:00 PM,10.7,27.5015,35.4071,3.63752651566489,409.677128145121,8.03348225506355,,2315.9,1996.1,,-160.10421306,22.00152445
43,KAU-1263,Pacific,21.91231996,-159.65220996,Main Hawaiian Islands,Kauai,2013,8/17/2013,Random,8:02:00 PM,16.8,26.5961,35.3734,3.63350150799587,396.52282118932,8.04742041151896,,2328,2006.9,,-159.65220996,21.91231996
44,KAU-1291,Pacific,21.95329992,-159.69986997,Main Hawaiian Islands,Kauai,2013,8/17/2013,Random,10:46:00 PM,6.4,26.8288,35.3851,3.66948725676733,395.075242078866,8.04857110844984,,2326.4,2002.7,,-159.69986997,21.9532999200001
45,OAH-1537,Pacific,21.61967394,-158.09921639,Main Hawaiian Islands,Oahu,2013,8/18/2013,Random,9:42:00 PM,13.4,26.0643,35.2315,3.56634357565112,393.141770946883,8.04995837413384,,2317.4,2001.8,,-158.09921639,21.61967394
46,OAH-1558,Pacific,21.59353137,-158.11090319,Main Hawaiian Islands,Oahu,2013,8/18/2013,Random,11:51:00 PM,2.4,26.4802,35.242,3.65841551711275,380.185797198953,8.05955423195964,,2305,1981,,-158.11090319,21.5935313700001
47,MOL-1509,Pacific,21.1398783,-157.29340989,Main Hawaiian Islands,Molokai,2013,8/19/2013,Random,10:07:00 PM,9.1,26.3721,35.2617,3.37727888521291,429.079248229486,8.01663562238969,,2303.7,2006.4,,-157.29340989,21.1398783000001
48,MOL-1516,Pacific,21.10545809,-157.30902161,Main Hawaiian Islands,Molokai,2013,8/20/2013,Random,12:23:00 AM,6.1,26.4166,35.2561,3.53103802766202,404.500830343798,8.03881466090774,,2311.6,2000.1,,-157.30902161,21.1054580900001
49,MOL-1435,Pacific,21.17481482,-156.82138989,Main Hawaiian Islands,Molokai,2013,8/20/2013,Random,8:34:00 PM,14,25.5253,35.3126,3.49969054085109,397.449854044739,8.04731128056648,,2324.1,2013.7,,-156.82138989,21.17481482
50,MOL-1444,Pacific,21.17254358,-156.92809705,Main Hawaiian Islands,Molokai,2013,8/20/2013,Random,11:03:00 PM,14,25.527,35.3016,3.49394918956192,397.076644089698,8.04719010097152,,2321,2011.1,,-156.92809705,21.17254358
51,LAN-1248,Pacific,20.90296749,-156.87286441,Main Hawaiian Islands,Lanai,2013,8/21/2013,Random,8:25:00 PM,10.7,26.127,35.2415,3.31670636921396,429.326083612487,8.01455525580329,,2290.6,1998,,-156.87286441,20.90296749
52,LAN-1269,Pacific,20.76166964,-156.83340283,Main Hawaiian Islands,Lanai,2013,8/22/2013,Random,9:13:00 PM,12.5,26.4177,35.0805,3.57550940318481,393.394493781227,8.04824133908327,,2307.6,1991.9,,-156.83340283,20.76166964
53,LAN-1272,Pacific,20.74299484,-156.87635933,Main Hawaiian Islands,Lanai,2013,8/22/2013,Random,11:40:00 PM,4.6,27.0229,35.0967,3.5990724584819,396.429427502295,8.0432834819702,,2295.7,1978.7,,-156.87635933,20.7429948400001
54,OAH-1419,Pacific,21.68849431,-157.92737111,Main Hawaiian Islands,Oahu,2013,10/18/2013,Random,7:58:00 PM,20.1,26.1482,35.2215,3.62638854538619,384.763714927509,8.05759201137809,,2320.7,1999.2,,-157.92737111,21.6884943100001
55,OAH-1458,Pacific,21.62753155,-157.90404386,Main Hawaiian Islands,Oahu,2013,10/18/2013,Random,9:24:00 PM,13.4,26.3274,35.212,3.67280381752647,376.586483325056,8.06371679539841,,2311.1,1985.4,,-157.90404386,21.6275315500001
56,OAH-1485,Pacific,21.54665876,-157.83937127,Main Hawaiian Islands,Oahu,2013,10/18/2013,Random,11:39:00 PM,4.6,26.839,35.1585,3.49474118496489,402.77647263656,8.03462355399257,,2276.5,1967.8,,-157.83937127,21.5466587600001
57,OAH-1380,Pacific,21.34690451,-157.66963824,Main Hawaiian Islands,Oahu,2013,10/23/2013,Random,8:15:00 PM,21.3,26.3867,35.2133,3.63012132625735,386.470796932922,8.05503241346933,,2315.9,1994.3,,-157.66963824,21.3469045100001
58,OAH-1407,Pacific,21.38044747,-157.68640959,Main Hawaiian Islands,Oahu,2013,10/23/2013,Random,10:10:00 PM,12.2,26.6148,35.2071,3.55564208099517,395.722463142253,8.04370487603821,,2295.9,1981.3,,-157.68640959,21.38044747
59,OAH-1435,Pacific,21.37314012,-157.70030159,Main Hawaiian Islands,Oahu,2013,10/24/2013,Random,12:35:00 AM,3.4,27.3076,35.2943,3.35453354198987,425.323927751235,8.00972090161877,,2246.4,1950.1,,-157.70030159,21.3731401200001
60,OAH-1466,Pacific,21.47722995,-157.7798,Main Hawaiian Islands,Oahu,2013,10/28/2013,Random,9:01:00 PM,13.7,26.5933,35.2611,3.62329422921364,388.759849892069,8.05160069038926,,2307.5,1986.7,,-157.7798,21.47722995
61,OAH-1494,Pacific,21.46194999,-157.76700997,Main Hawaiian Islands,Oahu,2013,10/28/2013,Random,11:31:00 PM,4.6,26.7781,35.1305,3.29564680823852,426.656661255868,8.00996601749797,,2248.8,1957.9,,-157.76700997,21.4619499900001
62,OAH-1564,Pacific,21.27501997,-157.85021997,Main Hawaiian Islands,Oahu,2013,10/29/2013,Random,6:44:00 PM,21.3,26.5466,35.25,3.61925746420038,393.387126393583,8.04915309382606,,2319.3,1999.2,,-157.85021997,21.2750199700001
63,OAH-1602,Pacific,21.29589996,-157.90496998,Main Hawaiian Islands,Oahu,2013,10/29/2013,Random,8:17:00 PM,4.6,27.4524,35.1954,3.43356801720457,445.814465112936,8.00382552406759,,2311.8,2012.3,,-157.90496998,21.29589996
64,OAH-1594,Pacific,21.29738993,-157.87453998,Main Hawaiian Islands,Oahu,2013,10/29/2013,Random,9:39:00 PM,4,27.4596,35.1009,3.791862292355,381.656612001551,8.05945978955749,,2317.1,1983.8,,-157.87453998,21.2973899300001
65,KAH-419,Pacific,20.512691,-156.543043,Main Hawaiian Islands,Kahoolawe,2016,7/14/2016,Random,8:18:00 PM,15.5,27.1592,34.7308,3.57815783233506,395.871897305502,8.04270817356005,,2285,1970.7,,-156.543043,20.5126910000001
66,KAH-362,Pacific,20.513054,-156.609834,Main Hawaiian Islands,Kahoolawe,2016,7/14/2016,Random,8:18:00 PM,11.6,27.2046,34.7568,3.56279756902361,399.740492361829,8.03921881528551,,2284.6,1971.9,,-156.609834,20.5130540000001
67,MAI-2104,Pacific,20.829501,-156.085791,Main Hawaiian Islands,Maui,2016,7/14/2016,Random,9:26:00 PM,9.1,25.9596,34.8908,3.41857872309821,405.709705220013,8.03615542368605,,2292.5,1991.1,,-156.085791,20.8295010000001
68,MAI-2109,Pacific,20.940412,-156.262727,Main Hawaiian Islands,Maui,2016,7/15/2016,Random,1:04:00 AM,11.6,26.2265,34.8087,3.50420633226432,392.064828258284,8.04721283860347,,2287,1977.7,,-156.262727,20.940412
69,KAH-363,Pacific,20.554502,-156.679278,Main Hawaiian Islands,Kahoolawe,2016,7/15/2016,Random,10:40:00 PM,13.7,26.8566,34.726,3.48066726351722,408.35621595641,8.03234926764047,,2286.1,1980.7,,-156.679278,20.5545020000001
70,MAI-2297,Pacific,20.971127,-156.686907,Main Hawaiian Islands,Maui,2016,7/16/2016,Random,9:25:00 PM,14.9,27.0556,34.7928,3.50384402049697,409.995310118278,8.03108549031152,,2289.8,1982.5,,-156.686907,20.971127
71,MOL-2099,Pacific,21.18461,-157.2626,Main Hawaiian Islands,Molokai,2016,7/17/2016,Random,8:05:00 PM,8.8,26.3564,34.8749,3.50815958043776,396.947588676574,8.04350374072826,,2292.4,1983.2,,-157.2626,21.1846100000001
72,MOL-1953,Pacific,21.172764,-156.823491,Main Hawaiian Islands,Molokai,2016,7/19/2016,Random,9:43:00 PM,16.8,25.8336,34.8591,3.38081434096157,408.086926314857,8.03353547627252,,2289.6,1991.2,,-156.823491,21.172764
73,LAN-1618,Pacific,20.926277,-156.93241,Main Hawaiian Islands,Lanai,2016,7/19/2016,Random,10:04:00 PM,14.9,25.8503,34.9304,3.35846992906304,413.710197089243,8.0287086697026,,2290.7,1994.4,,-156.93241,20.926277
74,MOL-2036,Pacific,21.032252,-156.87974,Main Hawaiian Islands,Molokai,2016,7/20/2016,Random,9:09:00 PM,16.8,25.7065,34.9281,3.28770388295355,418.189359004962,8.02285694308585,,2277.8,1987.3,,-156.87974,21.032252
75,LAN-1701,Pacific,20.784081,-156.817433,Main Hawaiian Islands,Lanai,2016,7/21/2016,Random,9:09:00 PM,15.2,27.2455,34.8586,3.63791722376609,395.901379046725,8.04510183373921,,2302.7,1983.5,,-156.817433,20.7840810000001
76,LAN-1679,Pacific,20.731761,-156.955265,Main Hawaiian Islands,Lanai,2016,7/22/2016,Random,1:04:00 AM,14.9,27.0163,34.8598,3.58941268000888,394.970776488246,8.04445812907281,,2292.7,1976.9,,-156.955265,20.731761
77,KAU-1732,Pacific,21.88535,-159.506691,Main Hawaiian Islands,Kauai,2016,7/23/2016,Random,9:50:00 PM,10.7,26.092,34.9461,3.50235050261452,395.692963547809,8.04557902095261,,2298.5,1989.3,,-159.506691,21.8853500000001
78,KAU-1764,Pacific,21.932888,-159.669374,Main Hawaiian Islands,Kauai,2016,7/24/2016,Random,12:41:00 AM,9.1,26.7809,34.8561,3.55094773028605,400.147780333603,8.04117468369126,,2297.7,1985.7,,-159.669374,21.932888
79,KAU-1848,Pacific,22.16623,-159.686983,Main Hawaiian Islands,Kauai,2016,7/26/2016,Random,10:03:00 PM,9.1,26.4091,34.8666,3.43392350156527,411.256442760718,8.03079531741767,,2291,1989.1,,-159.686983,22.16623
80,KAU-1851,Pacific,22.077089,-159.776726,Main Hawaiian Islands,Kauai,2016,7/27/2016,Random,12:24:00 AM,14.3,26.7119,34.9123,3.49033699791329,411.116777517139,8.03182883095243,,2300.8,1994.2,,-159.776726,22.0770890000001
81,KAU-1766,Pacific,22.084633,-159.301022,Main Hawaiian Islands,Kauai,2016,7/27/2016,Random,8:33:00 PM,12.8,26.4633,34.9356,3.51875216540749,398.797594553879,8.04204221259361,,2296.3,1986.1,,-159.301022,22.0846330000001
82,KAU-1763,Pacific,21.985232,-159.330911,Main Hawaiian Islands,Kauai,2016,7/27/2016,Random,10:26:00 PM,10.7,26.5873,34.8694,3.63846788350921,378.268201799697,8.06010829415148,,2292.6,1971.2,,-159.330911,21.9852320000001
83,NII-1726,Pacific,21.96689,-160.13106,Main Hawaiian Islands,Niihau and Lehua,2016,7/28/2016,Random,9:02:00 PM,13.7,26.6367,34.9346,3.56107646114983,394.236795875442,8.04578779061275,,2295.8,1981.8,,-160.13106,21.96689
84,NII-1719,Pacific,21.868448,-160.236256,Main Hawaiian Islands,Niihau and Lehua,2016,7/28/2016,Random,11:26:00 PM,11.6,26.7602,34.926,3.6039753336093,391.104450971972,8.04920887252798,,2299.9,1982.4,,-160.236256,21.8684480000001
85,HAW-3261,Pacific,19.084555,-155.542754,Main Hawaiian Islands,Hawaii,2016,8/7/2016,Random,9:46:00 PM,13.7,27.1045,34.6138,3.55993562682019,393.324284438688,8.04392762979551,,2275.5,1962.8,,-155.542754,19.084555
86,HAW-3326,Pacific,19.733069,-156.056793,Main Hawaiian Islands,Hawaii,2016,8/10/2016,Random,6:40:00 PM,14,27.455,34.7007,3.48619553735325,417.882021120858,8.02313250938809,,2282.3,1977.6,,-156.056793,19.733069
87,HAW-3042,Pacific,19.547316,-155.961846,Main Hawaiian Islands,Hawaii,2016,8/10/2016,Random,9:58:00 PM,11.3,27.9932,34.6742,3.64639044266416,395.99234419968,8.04050159216684,,2275.4,1956.3,,-155.961846,19.547316
88,HAW-3057,Pacific,19.383975,-155.903355,Main Hawaiian Islands,Hawaii,2016,8/11/2016,Random,8:25:00 PM,11.9,27.5189,34.7074,3.77764084705652,375.682301910767,8.06316996814861,,2300.3,1968.8,,-155.903355,19.3839750000001
89,HAW-3321,Pacific,19.15241,-155.916147,Main Hawaiian Islands,Hawaii,2016,8/12/2016,Random,1:40:00 AM,10.7,27.4078,34.7153,3.60742689987552,392.81221030951,8.04431587545848,,2278.5,1961.8,,-155.916147,19.15241
90,LAN-1681,Pacific,20.817519,-156.801951,Main Hawaiian Islands,Lanai,2016,8/12/2016,Random,9:40:00 PM,10.7,26.8189,34.7536,3.56425654079414,393.088439472231,8.04597295006843,,2287.3,1973.8,,-156.801951,20.8175190000001
91,MAI-2192,Pacific,20.800105,-156.597827,Main Hawaiian Islands,Maui,2016,8/13/2016,Random,9:30:00 PM,11.3,27.3281,34.7191,3.49075551578562,412.778397507653,8.02701604999181,,2278.5,1972.9,,-156.597827,20.800105
92,MAI-2196,Pacific,20.803887,-156.617064,Main Hawaiian Islands,Maui,2016,8/13/2016,Random,11:03:00 PM,4,27.671,34.7513,3.41420475438787,401.203591539474,8.02561451771271,,2210.1,1908.7,,-156.617064,20.803887
93,HAW-3079,Pacific,19.874839,-155.92038,Main Hawaiian Islands,Hawaii,2016,8/14/2016,Random,11:00:00 PM,10.7,27.577,34.6897,3.62852023217976,387.265264063809,8.0474582566351,,2267.8,1948.9,,-155.92038,19.8748390000001
94,HAW-3077,Pacific,20.134476,-155.893488,Main Hawaiian Islands,Hawaii,2016,8/15/2016,Random,10:30:00 PM,9.4,28.1413,34.7935,3.70595021205209,394.334590120499,8.04328820520035,,2286.8,1962.6,,-155.893488,20.1344760000001
95,HAW-3075,Pacific,20.065278,-155.854389,Main Hawaiian Islands,Hawaii,2016,8/16/2016,Random,12:30:00 AM,11.6,27.9895,34.7471,3.61465086888387,403.4161284871,8.03428681854459,,2278.8,1962.6,,-155.854389,20.065278
96,OAH-2846,Pacific,21.261747,-157.745815,Main Hawaiian Islands,Oahu,2016,8/17/2016,Random,9:45:00 PM,15.2,27.2966,34.8934,3.6337987430835,395.760485633624,8.04437146882781,,2299.1,1979.9,,-157.745815,21.2617470000001
97,OAH-2858,Pacific,21.371947,-158.146716,Main Hawaiian Islands,Oahu,2016,8/18/2016,Random,10:50:00 PM,13.7,27.2911,34.9063,3.55791931700963,408.639461155986,8.0328310181635,,2297,1985,,-158.146716,21.371947
98,OAH-2605,Pacific,21.564816,-158.267199,Main Hawaiian Islands,Oahu,2016,8/19/2016,Random,9:30:00 PM,13.1,27.3117,34.9152,3.60475878011501,400.398457952485,8.03990420191,,2296.7,1980.2,,-158.267199,21.564816
99,OAH-2781,Pacific,21.645858,-158.06688,Main Hawaiian Islands,Oahu,2016,8/20/2016,Random,9:00:00 PM,10.7,26.8173,34.8239,3.49805510854323,409.201895602648,8.03289612777534,,2295.1,1988.2,,-158.06688,21.645858
100,OAH-2766,Pacific,21.676826,-158.047605,Main Hawaiian Islands,Oahu,2016,8/20/2016,Random,11:30:00 PM,8.5,26.8633,34.8323,3.59130017646377,393.054162536921,8.04697113181675,,2294.8,1979,,-158.047605,21.6768260000001
101,KAH-03,Pacific,20.60047994,-156.56041992,Main Hawaiian Islands,Kahoolawe,2016,8/21/2016,Random,7:22:00 PM,10.7,27.2475,34.7452,3.09763019102157,484.422328960805,7.96683599964118,,2258,1989.3,,-156.56041992,20.6004799400001
102,KAH-678,Pacific,20.52530995,-156.70992994,Main Hawaiian Islands,Kahoolawe,2016,8/21/2016,Random,11:19:00 PM,10.7,27.4367,34.7724,3.64728767833001,391.289146860289,8.04708117811441,,2288.7,1968.6,,-156.70992994,20.5253099500001
103,OAH-2521,Pacific,21.387369,-157.690627,Main Hawaiian Islands,Oahu,2016,8/22/2016,Random,11:18:00 PM,11,27.3619,34.826,3.48325704179906,418.016476185977,8.02310043400509,,2284.1,1979.2,,-157.690627,21.387369
104,OAH-2538,Pacific,21.330579,-157.660273,Main Hawaiian Islands,Oahu,2016,8/23/2016,Random,1:30:00 AM,15.2,27.3312,34.845,3.54746958109156,407.009403516669,8.0329957454884,,2288.5,1977.3,,-157.660273,21.3305790000001
105,OAH-2687,Pacific,21.531464,-157.820371,Main Hawaiian Islands,Oahu,2016,8/23/2016,Random,8:20:00 PM,13.1,26.8042,34.8249,3.49036306077639,402.808561706662,8.03592268676984,,2279.9,1972.7,,-157.820371,21.531464
106,MAI-2515,Pacific,20.97821,-156.686978,Main Hawaiian Islands,Maui,2019,4/21/2019,Random,8:58:00 PM,1,29.33055407,34.6115622222222,3.44894175494576,466.819797620312,7.9825368152567,,2279,1983,,-156.686978,20.97821
107,MAI-2527,Pacific,20.913075,-156.696699,Main Hawaiian Islands,Maui,2019,4/21/2019,Random,10:46:00 PM,1,29.35336556,34.5447308243728,3.48142059292125,456.482759418598,7.98953624770235,,2272.2,1973,,-156.696699,20.913075
108,MAI-2537,Pacific,20.876917,-156.685199,Main Hawaiian Islands,Maui,2019,4/22/2019,Random,12:37:00 AM,1,27.68529225,34.4830656370657,3.41264943941105,430.166360568175,8.01142167902671,,2266.9,1970.4,,-156.685199,20.876917
109,MAI-4283,Pacific,20.881026,-156.690877,Main Hawaiian Islands,Maui,2019,4/22/2019,Random,1:17:00 AM,1,27.74601181,34.4744010752688,3.28383386235586,447.155640955008,7.99421831931821,,2245.7,1960.6,,-156.690877,20.8810260000001
110,MAI-2381,Pacific,20.971841,-156.687863,Main Hawaiian Islands,Maui,2019,4/22/2019,Random,7:31:00 PM,1,27.7507203,34.5579783783784,3.41653484597657,437.353721071087,8.00724094598511,,2279.1,1982.8,,-156.687863,20.971841
