SiteID,basin,loc1,loc2,loc3,Latitude,Longitude,JurisdictionName,SubjurisdictionName,MonitoringCycle,SampleDate,SamplingDesign,SampleTime_UTC,SampleDepth_m,TempInField_degC,Salinity_PSU,AragSatState,pCO2_uatm,pH_calculated,pH_measured,TA_umolperkg,DIC_umolperkg,Comments,x,y
WPT089,atlantic,florida,dryTortugas,dryTortugas-west,24.59439,-82.9127,Florida,Dry Tortugas,2014,6/6/14,Random,12:15,0,27.3,31.3,3.68,437.9,8.2085,,2393.06375,2066.5,,-82.9127,24.59439
WPT094,atlantic,florida,dryTortugas,dryTortugas-west,24.62311,-82.90161,Florida,Dry Tortugas,2014,6/6/14,Random,13:54,0,27.6,31.6,3.74,431.4,8.232,,2386.23734,2054.2,,-82.90161,24.62311
WPT098,atlantic,florida,dryTortugas,dryTortugas-west,24.66194,-82.85196,Florida,Dry Tortugas,2014,6/6/14,Random,15:52,0,27.5,31.8,3.59,455.6,8.25,,2379.731157,2064.1,,-82.85196,24.66194
WPT093,atlantic,florida,dryTortugas,dryTortugas-west,24.61348,-82.9023,Florida,Dry Tortugas,2014,6/6/14,Random,17:15,0,27.7,31.3,3.65,442.2,8.2505,,2379.861716,2058.6,,-82.9023,24.61348
WPT104,atlantic,florida,dryTortugas,dryTortugas-west,24.67166,-82.823,Florida,Dry Tortugas,2014,6/6/14,Random,19:33,0,27.8,32.2,3.62,449,8.245,,2371.657501,2053,,-82.823,24.67166
Ft.Jefferson Nside,atlantic,florida,dryTortugas,dryTortugas-west,24.62843,-82.87109,Florida,Dry Tortugas,2014,6/6/14,Random,23:50,0,29.1,32.5,4.23,364.6,8.3165,,2360.558007,1985.2,,-82.87109,24.62843
Ft.Jefferson Ferry Dock,atlantic,florida,dryTortugas,dryTortugas-west,24.62734,-82.87212,Florida,Dry Tortugas,2014,6/7/14,Random,0:04,0,29,32.3,4.77,289.5,8.3975,,2356.614689,1928.6,,-82.87212,24.62734
WPT128,atlantic,florida,dryTortugas,dryTortugas-west,24.62956,-82.96563,Florida,Dry Tortugas,2014,6/8/14,Random,12:04,0,27.5,31.9,3.75,421.8,8.195,,2378.790165,2047.6,,-82.96563,24.62956
WPT134,atlantic,florida,dryTortugas,dryTortugas-west,24.64082,-82.96691,Florida,Dry Tortugas,2014,6/8/14,Random,16:13,0,28.3,32,3.76,440.2,8.199,,2383.475386,2053.5,,-82.96691,24.64082
WPT139,atlantic,florida,dryTortugas,dryTortugas-west,24.67026,-82.92754,Florida,Dry Tortugas,2014,6/8/14,Random,17:08,0,29.8,32.1,3.74,480.4,8.1755,,2389.112586,2064.1,,-82.92754,24.67026
WPT145,atlantic,florida,dryTortugas,dryTortugas-west,24.65858,-82.93819,Florida,Dry Tortugas,2014,6/8/14,Random,20:43,0,30.2,32.7,3.8,475.9,8.194,,2386.244844,2056.4,,-82.93819,24.65858
WPT168,atlantic,florida,dryTortugas,dryTortugas-west,24.6179,-82.86545,Florida,Dry Tortugas,2014,6/9/14,Random,18:20,0,29.9,32.6,3.58,509.5,8.161,,2375.092959,2064.6,,-82.86545,24.6179
WPT174,atlantic,florida,dryTortugas,dryTortugas-west,24.634513,-82.857874,Florida,Dry Tortugas,2014,6/9/14,Random,20:25,0,29,32.4,3.73,462.2,8.186,,2383.493055,2057.7,,-82.857874,24.634513
WPT161,atlantic,florida,dryTortugas,dryTortugas-west,24.5928,-82.88509,Florida,Dry Tortugas,2014,6/9/14,Random,,0,28.9,32.8,3.74,453.3,8.17,,2376.917048,2049.9,,-82.88509,24.5928
2312,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/13/16,Random,19:47,0,26.8,36.16103647,3.561641872,452.4797808,8.008384032,,2396.258467,2082.4,,-82.87045,24.61123
2329,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/13/16,Random,20:29,0,25.7,36.17579415,3.592422529,422.9540623,8.034279541,,2398.309335,2080.5,,-82.87045,24.61123
2360,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/13/16,Random,18:26,0,26.7,36.02644746,3.55613117,449.2634015,8.012638694,,2395.312017,2084.4,,-82.87045,24.61123
2678,atlantic,florida,dryTortugas,dryTortugas-west,24.5566,-82.93233,Florida,Dry Tortugas,2016,5/13/16,Random,18:59,0,25.7,36.13125345,3.537980053,435.1070564,8.022934216,,2399.017881,2084.5,,-82.93233,24.5566
2678,atlantic,florida,dryTortugas,dryTortugas-west,24.5566,-82.93233,Florida,Dry Tortugas,2018,6/8/18,Random,18:59,0,27.9,36.32512845,3.753413232,432.7545284,8.021846827,,2385.082172,2084.5,,-82.93233,24.5566
2295,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/14/16,Random,17:55,0,26.5,36.2373633,3.542714974,446.359565,8.01206192,,2389.24128,2075.8,,-82.87045,24.61123
2370,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/14/16,Random,20:25,0,27.8,36.12732333,3.575097416,472.1580048,7.99208727,,2395.266253,2081.8,,-82.87045,24.61123
2373,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/14/16,Random,14:54,0,26.2,36.24391309,3.665946639,424.4917145,8.032640929,,2406.541417,2081.4,,-82.87045,24.61123
2665,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/14/16,Random,13:00,0,25.8,36.23343342,3.613159875,424.7177746,8.032368791,,2403.693091,2082.7,,-82.87045,24.61123
2138,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/15/16,Random,21:31,0,26,36.2543927,3.673988252,417.0329962,8.037011377,,2400.896156,2072.3,,-82.87045,24.61123
2147,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/15/16,Random,15:17,0,25.4,36.12077312,3.365418846,454.2188997,8.004255428,,2378.806408,2078.7,,-82.87045,24.61123
2212,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/15/16,Random,12:57,0,25.9,36.14304374,3.50962624,442.3034164,8.016497687,,2393.982739,2082.8,,-82.87045,24.61123
2065,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/16/16,Random,12:05,0,25.8,36.25701259,2.938875889,557.1343366,7.926778234,,2357.293214,2099,,-82.87045,24.61123
2128,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/16/16,Random,15:00,0,25.7,36.20461402,3.587196282,424.856481,8.029670842,,2395.626202,2074.2,,-82.87045,24.61123
2254,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/16/16,Random,17:50,0,25.9,36.25046285,3.548886665,430.5997126,8.0225788,,2383.152388,2064.8,,-82.87045,24.61123
2103,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/17/16,Random,13:55,0,26.1,36.20068406,3.73976602,409.5460221,8.045873072,,2408.44596,2076.4,,-82.87045,24.61123
2218,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/17/16,Random,19:34,0,26.1,36.20199405,3.65664467,423.8841435,8.031343996,,2403.637921,2076.7,,-82.87045,24.61123
2098,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/18/16,Random,12:12,0,26.3,35.59887119,3.555355576,423.8797906,8.026676986,,2359.313958,2043.7,,-82.87045,24.61123
2249,atlantic,florida,dryTortugas,dryTortugas-west,24.60695,-82.96989,Florida,Dry Tortugas,2016,5/18/16,Random,17:40,0,26.5,35.851847,3.56934516,428.372491,8.024893971,,2366.921246,2052.1,,-82.96989,24.60695
2249,atlantic,florida,dryTortugas,dryTortugas-west,24.60695,-82.96989,Florida,Dry Tortugas,2018,6/10/18,Random,17:40,0,28.2,36.34215701,3.815439752,426.566822,8.026213768,,2383.127661,2052.1,,-82.96989,24.60695
2237,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/19/16,Random,14:35,0,26.4,36.10112235,3.64967317,426.8487132,8.029719891,,2397.41168,2074.6,,-82.87045,24.61123
2057,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/20/16,Random,18:28,0,27.1,36.05099205,3.735469173,415.7209755,8.033069026,,2374.939,2041.1,,-82.87045,24.61123
2530,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/20/16,Random,12:15,0,26.2,36.23605334,3.739933946,400.5140199,8.047451522,,2381.91564,2045.1,,-82.87045,24.61123
2006,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/21/16,Random,12:10,0,28.1,36.66959785,3.770373476,404.5369743,8.033512631,,2323.619469,2026.5,,-82.87045,24.61123
2701,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,5/21/16,Random,12:10,0,28,36.71508621,3.765526427,404.9149748,8.034134489,,2327.026187,1989.6,,-82.87045,24.61123
2140,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/1/16,Random,19:16,0,27.7,36.69247422,4.154898707,371.294529,8.073512913,,2404.665462,2028.6,,-82.87045,24.61123
2215,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/1/16,Random,17:13,0,27.7,36.66104303,4.012805491,395.5626206,8.054219023,,2409.015575,2050.5,,-82.87045,24.61123
2294,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/2/16,Random,19:46,0,28.8,36.59817899,3.933187291,424.5095938,8.023642304,,2391.779774,2038.3,,-82.87045,24.61123
2309,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/2/16,Random,18:22,0,28.6,36.52352507,4.082854708,396.8721634,8.048507879,,2397.719451,2030.5,,-82.87045,24.61123
2695,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/2/16,Random,12:22,0,28.3,36.50815624,4.108039055,389.1688319,8.056672983,,2402.861596,2033.3,,-82.87045,24.61123
2268,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/3/16,Random,12:20,0,28.7,36.60638548,3.739087888,449.2203842,8.001754591,,2372.488251,2037.8,,-82.87045,24.61123
2307,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/3/16,Random,16:29,0,28.8,36.52911227,4.158892755,391.9313558,8.056425692,,2407.639475,2038.5,,-82.87045,24.61123
2322,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/3/16,Random,19:45,0,28.7,36.55661668,4.114355621,396.7997928,8.049791019,,2404.772992,2035.7,,-82.87045,24.61123
2286,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/4/16,Random,15:30,0,28.4,36.57888184,3.888687322,419.2379285,8.028174919,,2382.651833,2034.1,,-82.87045,24.61123
2317,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/4/16,Random,20:40,0,27.9,36.55102951,3.828495229,424.2757539,8.024327969,,2389.981495,2044.2,,-82.87045,24.61123
2679,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/4/16,Random,12:05,0,27.4,36.61389521,4.017597027,389.4099767,8.057792207,,2408.006191,2044.5,,-82.87045,24.61123
2090,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/8/16,Random,12:47,0,27.1,36.45576511,3.740901716,419.5307056,8.027409421,,2380.618742,2040.7,,-82.87045,24.61123
2209,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/8/16,Random,19:33,0,27.6,36.55006805,3.710993452,430.9000458,8.017396994,,2372.381644,2038,,-82.87045,24.61123
2231,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/9/16,Random,20:49,0,27.6,36.40337245,3.962883738,395.9708257,8.049691094,,2394.001077,2035.5,,-82.87045,24.61123
2548,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/9/16,Random,12:25,0,26,36.46982471,3.781743458,391.0984767,8.052896742,,2382.008404,2035.1,,-82.87045,24.61123
2636,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/9/16,Random,17:35,0,27.6,36.44135728,3.885741153,406.9399691,8.039488782,,2388.871233,2037.7,,-82.87045,24.61123
2020,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/10/16,Random,12:08,0,27.6,36.25797478,3.37599831,483.8934813,7.971343247,,2339.781312,2036.5,,-82.87045,24.61123
2033,atlantic,florida,dryTortugas,dryTortugas-west,24.61123,-82.87045,Florida,Dry Tortugas,2016,6/10/16,Random,14:20,0,27.6,36.30871396,3.695378063,427.6025735,8.017826306,,2359.609098,2025.5,,-82.87045,24.61123
2247,atlantic,florida,dryTortugas,dryTortugas-west,24.58952,-82.92848,Florida,Dry Tortugas,2018,6/2/18,Random,21:24,0,27.1,36.34608665,3.707745447,421.0808544,8.031056112,,2378.185111,2050.3,,-82.92848,24.58952
2133,atlantic,florida,dryTortugas,dryTortugas-west,24.698918,-82.875439,Florida,Dry Tortugas,2018,6/6/18,Random,18:18,0,28,36.39586141,3.762303908,434.2995333,8.02057054,,2386.939775,2056.1,,-82.875439,24.698918
2169,atlantic,florida,dryTortugas,dryTortugas-west,24.66549,-82.78839,Florida,Dry Tortugas,2018,6/7/18,Random,17:36,0,28.6,36.32512845,3.801403661,438.0021809,8.016722819,,2383.680568,2050.6,,-82.78839,24.66549
2238,atlantic,florida,dryTortugas,dryTortugas-west,24.63817,-82.79831,Florida,Dry Tortugas,2018,6/7/18,Random,19:00,0,28.6,36.30678982,3.806412588,434.7620048,8.018689694,,2379.257576,2045.5,,-82.79831,24.63817
2200,atlantic,florida,dryTortugas,dryTortugas-west,24.70239,-82.7713,Florida,Dry Tortugas,2018,6/7/18,Random,14:16,0,28.2,36.39062203,3.83498098,425.0458039,8.027917879,,2387.128276,2049.7,,-82.7713,24.70239
2856,atlantic,florida,dryTortugas,dryTortugas-west,24.60684,-82.87324,Florida,Dry Tortugas,2018,6/8/18,Random,20:41,0,28.8,36.35132617,3.815488544,436.7328629,8.016552577,,2377.854737,2043.3,,-82.87324,24.60684
2164,atlantic,florida,dryTortugas,dryTortugas-west,24.57037,-82.91476,Florida,Dry Tortugas,2018,6/8/18,Random,16:03,0,28.2,36.33953724,3.755627096,439.2782622,8.016416169,,2385.970497,2056.4,,-82.91476,24.57037
2277,atlantic,florida,dryTortugas,dryTortugas-west,24.64274,-82.89685,Florida,Dry Tortugas,2018,6/10/18,Random,21:00,0,28.4,36.36835448,3.790883207,432.4767915,8.020221546,,2377.176559,2044,,-82.89685,24.64274
2815,atlantic,florida,dryTortugas,dryTortugas-west,24.60771,-82.94864,Florida,Dry Tortugas,2018,6/10/18,Random,18:32,0,28.4,36.34870641,3.871026225,420.705448,8.030830034,,2383.374048,2042.9,,-82.94864,24.60771
2168,atlantic,florida,dryTortugas,dryTortugas-west,24.70561,-82.79294,Florida,Dry Tortugas,2018,7/12/18,Random,20:11,0,30.1,36.4089598,3.917631301,456.1052506,8.002849212,,2397.304144,2057,,-82.79294,24.70561
2190,atlantic,florida,dryTortugas,dryTortugas-west,24.72407,-82.79554,Florida,Dry Tortugas,2018,7/12/18,Random,16:59,0,30,36.46921117,4.001566743,439.8327475,8.015875103,,2400.653893,2051.9,,-82.79554,24.72407
2194,atlantic,florida,dryTortugas,dryTortugas-west,24.73176,-82.78242,Florida,Dry Tortugas,2018,7/12/18,Random,13:00,0,29.7,36.60149509,4.019470975,429.2797479,8.023899735,,2398.636098,2046.6,,-82.78242,24.73176
2193,atlantic,florida,dryTortugas,dryTortugas-west,24.72127,-82.81911,Florida,Dry Tortugas,2018,7/15/18,Random,16:00,0,29.8,36.584469,3.811168,470.9584958,7.99153083,,2397.739096,2066.1,,-82.81911,24.72127
2285,atlantic,florida,dryTortugas,dryTortugas-west,24.68712,-82.90653,Florida,Dry Tortugas,2018,7/15/18,Random,21:23,0,30.1,36.66043032,3.889698806,465.8085957,7.995810393,,2404.294224,2065.8,,-82.90653,24.68712
2297,atlantic,florida,dryTortugas,dryTortugas-west,24.70951,-82.86896,Florida,Dry Tortugas,2018,7/15/18,Random,18:18,0,31.1,36.62114038,3.929757982,480.1245799,7.984049418,,2402.607952,2062.8,,-82.86896,24.70951
2300,atlantic,florida,dryTortugas,dryTortugas-west,24.72063,-82.86874,Florida,Dry Tortugas,2018,7/16/18,Random,20:39,0,31,36.64864343,3.976896904,466.8377596,7.993390353,,2399.781422,2054.9,,-82.86874,24.72063
2160,atlantic,florida,dryTortugas,dryTortugas-west,24.64494,-82.96844,Florida,Dry Tortugas,2018,7/16/18,Random,13:48,0,30.1,36.58970781,4.023857656,439.9531325,8.015829063,,2404.261121,2053.2,,-82.96844,24.64494
2287,atlantic,florida,dryTortugas,dryTortugas-west,24.67692,-82.91532,Florida,Dry Tortugas,2018,7/18/18,Random,16:20,0,30.5,36.69317127,4.036781909,453.3183427,8.006635791,,2417.210231,2066.2,,-82.91532,24.67692
2860,atlantic,florida,dryTortugas,dryTortugas-west,24.63127,-82.937,Florida,Dry Tortugas,2018,7/18/18,Random,21:08,0,31,36.6525724,4.07547291,447.0976695,8.008074931,,2398.205181,2043.8,,-82.937,24.63127
2301,atlantic,florida,dryTortugas,dryTortugas-west,24.65643,-82.9502,Florida,Dry Tortugas,2018,7/18/18,Random,12:27,0,30.4,36.63292746,4.064996786,442.9376805,8.014149469,,2411.889384,2057.9,,-82.9502,24.65643
2206,atlantic,florida,dryTortugas,dryTortugas-west,24.59418,-82.921391,Florida,Dry Tortugas,2018,7/20/18,Random,19:56,0,30.7,36.53077025,3.960438128,464.4488744,7.996295728,,2402.527721,2059.3,,-82.921391,24.59418
2232,atlantic,florida,dryTortugas,dryTortugas-west,24.58544,-82.97955,Florida,Dry Tortugas,2018,7/20/18,Random,12:59,0,30.6,36.55565524,3.847389157,483.1989946,7.982078696,,2399.365,2066.4,,-82.97955,24.58544
2344,atlantic,florida,dryTortugas,dryTortugas-west,24.56602,-82.9565,Florida,Dry Tortugas,2022,6/2/22,Random,12:08:00 PM,0,27.9,36.59171425,3.32546432,525.0534283,7.952592741,8.008485079,2382.864127,2093.639767,,-82.9565,24.56602
2377,atlantic,florida,dryTortugas,dryTortugas-west,24.61697,-82.98614,Florida,Dry Tortugas,2022,6/21/22,Random,12:03:00 PM,0,29.2,36.44929875,3.736817059,461.1216583,7.996495735,7.998669001,2375.531853,2049.295801,,-82.98614,24.61697
2381,atlantic,florida,dryTortugas,dryTortugas-west,24.57402,-82.99295,Florida,Dry Tortugas,2022,6/21/22,Random,3:01:00 PM,0,29.4,36.41131378,3.651066867,484.4786164,7.979298722,7.986937646,2377.028381,2059.864539,,-82.99295,24.57402
2733,atlantic,florida,dryTortugas,dryTortugas-west,24.55,-82.93385,Florida,Dry Tortugas,2022,6/21/22,Random,5:50:00 PM,0,29.3,36.40345472,3.707254597,472.4401673,7.988888723,7.99691423,2381.104506,2058.536672,,-82.93385,24.55
2252,atlantic,florida,dryTortugas,dryTortugas-west,24.57127,-82.9222,Florida,Dry Tortugas,2022,6/21/22,Random,7:56:00 PM,0,29.8,36.45453799,3.681374916,488.9422021,7.975818509,7.987036533,2378.957175,2059.744479,,-82.9222,24.57127
2254,atlantic,florida,dryTortugas,dryTortugas-west,24.58628,-82.90125,Florida,Dry Tortugas,2022,6/21/22,Random,9:13:00 PM,0,29.6,36.39559563,3.725163035,479.6236899,7.984340834,7.985990424,2387.928854,2064.815533,,-82.90125,24.58628
2715,atlantic,florida,dryTortugas,dryTortugas-west,24.65524,-82.9346,Florida,Dry Tortugas,2022,6/22/22,Random,4:28:48 AM,0,29.5,36.37856747,3.828083045,452.9979271,8.003504517,7.995731463,2381.671256,2048.060042,,-82.9346,24.65524
2584,atlantic,florida,dryTortugas,dryTortugas-west,24.631,-82.94254,Florida,Dry Tortugas,2022,6/22/22,Random,1:22:00 PM,0,29.2,36.53181504,3.524850794,506.4810161,7.963146927,7.996052353,2374.7506,2068.712681,,-82.94254,24.631
2221,atlantic,florida,dryTortugas,dryTortugas-west,24.63343,-82.93683,Florida,Dry Tortugas,2022,6/22/22,Random,2:39:00 PM,0,29.2,36.29735404,3.735605242,457.7941567,7.998546162,7.989179994,2369.474313,2043.69241,,-82.93683,24.63343
2586,atlantic,florida,dryTortugas,dryTortugas-west,24.64968,-82.92384,Florida,Dry Tortugas,2022,6/22/22,Random,4:02:00 PM,0,29,36.37463787,3.544010472,493.0872469,7.972268303,7.977158973,2368.362,2060.295705,,-82.92384,24.64968
2333,atlantic,florida,dryTortugas,dryTortugas-west,24.59056,-82.97964,Florida,Dry Tortugas,2022,6/25/22,Random,6:07:00 PM,0,30,36.41096572,3.757352983,477.2319228,7.984107699,7.98778118,2378.247024,2052.337727,,-82.97964,24.59056
2675,atlantic,florida,dryTortugas,dryTortugas-west,24.60653,-82.96391,Florida,Dry Tortugas,2022,6/25/22,Random,8:28:00 PM,0,30.1,36.52395651,3.838300384,462.0411696,7.994574873,7.991509783,2375.882108,2041.712901,,-82.96391,24.60653
2779,atlantic,florida,dryTortugas,dryTortugas-west,24.62109,-82.82928,Florida,Dry Tortugas,2022,9/7/22,Random,12:18:00 PM,0,30.6,35.40467346,3.481216913,559.4079304,7.932082796,8.003227802,2388.722719,2095.890165,,-82.82928,24.62109
2258,atlantic,florida,dryTortugas,dryTortugas-west,24.64274,-82.7896,Florida,Dry Tortugas,2022,9/7/22,Random,2:02:00 PM,0,30.8,35.33818856,3.418237887,573.7419662,7.921308251,7.9809439,2377.274192,2090.55687,,-82.7896,24.64274
2161,atlantic,florida,dryTortugas,dryTortugas-west,24.68863,-82.78101,Florida,Dry Tortugas,2022,9/7/22,Random,3:58:00 PM,0,31,35.48626201,3.627006897,540.5169982,7.94498127,8.004666988,2397.306689,2091.721231,,-82.78101,24.68863
2180,atlantic,florida,dryTortugas,dryTortugas-west,24.66952,-82.78892,Florida,Dry Tortugas,2022,9/7/22,Random,4:19:00 PM,0,31,35.48233101,3.859957148,484.8267395,7.982124874,7.989513403,2390.106498,2062.021888,,-82.78892,24.66952
2163,atlantic,florida,dryTortugas,dryTortugas-west,24.6342619,-82.8230526,Florida,Dry Tortugas,2022,9/7/22,Random,7:14:00 PM,0,31.3,35.34832593,3.675371748,530.2005674,7.950209999,8.001512107,2386.192907,2076.716959,,-82.8230526,24.6342619
2592,atlantic,florida,dryTortugas,dryTortugas-west,24.64627,-82.84071,Florida,Dry Tortugas,2022,9/7/22,Random,7:37:00 PM,0,31.5,35.32211719,3.781393642,509.9132017,7.963378874,7.995619687,2383.408299,2064.367656,,-82.84071,24.64627
2165,atlantic,florida,dryTortugas,dryTortugas-west,24.62873,-82.88821,Florida,Dry Tortugas,2022,9/9/22,Random,1:49:00 PM,0,30.8,35.33260073,3.522540905,553.2988975,7.935735428,7.999928122,2386.798525,2090.699137,,-82.88821,24.62873
2680,atlantic,florida,dryTortugas,dryTortugas-west,24.63959,-82.85938,Florida,Dry Tortugas,2022,9/9/22,Random,3:14:00 PM,0,31,35.32901547,3.872671287,477.9897994,7.986519706,7.998962596,2383.16681,2054.16989,,-82.85938,24.63959
2176,atlantic,florida,dryTortugas,dryTortugas-west,24.62802,-82.8579,Florida,Dry Tortugas,2022,9/9/22,Random,6:39:00 PM,0,31,35.32080674,3.64165379,528.7516154,7.951279389,8.017993744,2384.317747,2077.293335,,-82.8579,24.62802
2250,atlantic,florida,dryTortugas,dryTortugas-west,24.67288,-82.88944,Florida,Dry Tortugas,2022,9/9/22,Random,7:28:00 PM,0,30.9,35.28577031,3.565490063,541.3972391,7.942484152,8.013897002,2380.193193,2080.063123,,-82.88944,24.67288
2234,atlantic,florida,dryTortugas,dryTortugas-west,24.69632,-82.88631,Florida,Dry Tortugas,2022,9/9/22,Random,8:53:00 PM,0,30.8,35.30377085,3.748421504,504.6008296,7.969350687,8.012767713,2392.978333,2075.92568,,-82.88631,24.69632
2235,atlantic,florida,dryTortugas,dryTortugas-west,24.69962,-82.87296,Florida,Dry Tortugas,2022,9/10/22,Random,1:57:00 PM,0,30.7,35.29494361,3.740158714,502.9935369,7.970387379,7.993406696,2391.542644,2074.972714,,-82.87296,24.69962
2312,atlantic,florida,dryTortugas,dryTortugas-west,24.69877,-82.8896,Florida,Dry Tortugas,2022,9/10/22,Random,3:03:00 PM,0,30.6,35.33391117,3.702578047,509.9610097,7.96584207,7.998536672,2393.601858,2080.291293,,-82.8896,24.69877
2800,atlantic,florida,dryTortugas,dryTortugas-west,24.62733,-82.91266,Florida,Dry Tortugas,2022,9/10/22,Random,7:13:00 PM,0,31,35.34659565,3.727222675,512.7405486,7.962898739,8.002353578,2389.895836,2074.979845,,-82.91266,24.62733
2651,atlantic,florida,dryTortugas,dryTortugas-west,24.629,-82.89417,Florida,Dry Tortugas,2022,9/10/22,Random,9:27:00 PM,0,30.9,35.34605116,3.845925966,487.7527511,7.981346536,8.014507171,2395.15026,2069.075478,,-82.89417,24.629
2787,atlantic,florida,dryTortugas,dryTortugas-west,24.64475,-82.96635,Florida,Dry Tortugas,2022,9/11/22,Random,12:16:00 PM,0,30.4,35.2867348,3.873399594,468.8515918,7.995647648,8.028043895,2393.30145,2063.50938,,-82.96635,24.64475
2794,atlantic,florida,dryTortugas,dryTortugas-west,24.65898,-82.93837,Florida,Dry Tortugas,2022,9/11/22,Random,1:10:00 PM,0,30.6,35.3945365,3.640765307,518.8118637,7.958212493,7.990518897,2384.711235,2076.477366,,-82.93837,24.65898
2796,atlantic,florida,dryTortugas,dryTortugas-west,24.65616,-82.94608,Florida,Dry Tortugas,2022,9/11/22,Random,2:14:00 PM,0,30.6,35.36570754,3.457144597,561.5901813,7.929882867,7.981758379,2382.724822,2092.007093,,-82.94608,24.65616
2772,atlantic,florida,dryTortugas,dryTortugas-west,24.6568,-82.93429,Florida,Dry Tortugas,2022,9/11/22,Random,3:25:00 PM,0,30.6,35.29066621,3.379217568,582.2125906,7.917395833,7.968457692,2383.798783,2100.901557,,-82.93429,24.6568
2285,atlantic,florida,dryTortugas,dryTortugas-west,24.60109,-82.94847,Florida,Dry Tortugas,2021,6/2/21,Random,6:55:00 PM,0,27.8,36.3301018,3.63196798,457.618708,8.00330783,8.01752886,2390.4032,2072.48607,,-82.94847,24.60109
2358,atlantic,florida,dryTortugas,dryTortugas-west,24.66692,-82.92779,Florida,Dry Tortugas,2021,6/7/21,Random,1:52:00 PM,0,27.7,36.2213769,3.73573611,435.894928,8.0211619,8.02378527,2392.79824,2065.19716,,-82.92779,24.66692
