SiteID,basin,loc1,loc2,loc3,Latitude,Longitude,JurisdictionName,SubjurisdictionName,MonitoringCycle,SampleDate,SamplingDesign,SampleTime_UTC,SampleDepth_m,TempInField_degC,Salinity_PSU,AragSatState,pCO2_uatm,pH_calculated,pH_measured,TA_umolperkg,DIC_umolperkg,Comments,x,y
27,atlantic,caribbean,puertoRico,puertoRico-south,17.94229915,-66.02437831,Puerto Rico,Puerto Rico,2014,7/15/14,Random,21:22,0,29.5,33.6,4.457313975,321.5037353,8.112521264,,2321.726011,1924.5,,-66.02437831,17.94229915
11,atlantic,caribbean,puertoRico,puertoRico-south,17.87837702,-66.15746297,Puerto Rico,Puerto Rico,2014,7/16/14,Random,14:24,0,28.5,33.5,3.889295789,408.4653863,8.038730384,,2362.136484,2020.3,,-66.15746297,17.87837702
26,atlantic,caribbean,puertoRico,puertoRico-south,17.93613927,-66.06456975,Puerto Rico,Puerto Rico,2014,7/17/14,Random,15:30,0,29,33.4,3.116149961,583.3091909,7.908970121,,2343.133395,2076.2,,-66.06456975,17.93613927
3061,atlantic,caribbean,puertoRico,puertoRico-south,17.911683,-66.1151863,Puerto Rico,Puerto Rico,2016,6/21/16,Random,16:33,0,,36.36311502,,,,,2390.39845,2032.8,,-66.1151863,17.911683
3090,atlantic,caribbean,puertoRico,puertoRico-south,17.9258,-66.12947,Puerto Rico,Puerto Rico,2016,6/23/16,Random,17:54,0,,36.2373633,,,,,2349.959336,2001.5,,-66.12947,17.9258
3104,atlantic,caribbean,puertoRico,puertoRico-south,17.94692,-66.0881,Puerto Rico,Puerto Rico,2016,6/23/16,Random,16:39,0,,36.21116392,,,,,2353.861046,2010.3,,-66.0881,17.94692
3118,atlantic,caribbean,puertoRico,puertoRico-south,17.91538,-66.03196,Puerto Rico,Puerto Rico,2016,7/27/16,Random,13:02,0,29.6,36.04575168,3.869766575,429.1091855,8.018563371,,2350.505557,2012.3,,-66.03196,17.91538
3098,atlantic,caribbean,puertoRico,puertoRico-south,17.89435,-66.52607,Puerto Rico,Puerto Rico,2016,10/13/16,Random,17:37,0,30.5,35.0720369,4.162420151,369.8849439,8.063696815,,2298.132546,1935.6,,-66.52607,17.89435
3110,atlantic,caribbean,puertoRico,puertoRico-south,17.88532,-66.46055,Puerto Rico,Puerto Rico,2016,10/13/16,Random,13:13,0,29.4,34.96209872,3.789670073,408.3580611,8.030629318,,2293.107228,1963.6,,-66.46055,17.88532
3111,atlantic,caribbean,puertoRico,puertoRico-south,17.88831,-66.46075,Puerto Rico,Puerto Rico,2016,10/13/16,Random,13:25,0,29.4,34.97812374,3.822232476,405.9609932,8.033698583,,2299.952775,1967.7,,-66.46075,17.88831
3113,atlantic,caribbean,puertoRico,puertoRico-south,17.9041,-66.49759,Puerto Rico,Puerto Rico,2016,10/13/16,Random,14:53,0,29.8,35.03823195,3.719069793,435.407625,8.00927226,,2303.424779,1981.9,,-66.49759,17.9041
3117,atlantic,caribbean,puertoRico,puertoRico-south,17.87724,-66.54003,Puerto Rico,Puerto Rico,2016,10/13/16,Random,18:33,0,30,35.06190336,3.756640239,429.1454116,8.012987376,,2296.864369,1971.7,,-66.54003,17.87724
6058,atlantic,caribbean,puertoRico,puertoRico-south,17.8996,-66.4896,Puerto Rico,Puerto Rico,2021,9/30/21,Random,1:59:00 PM,0,30.8,34.56680076,3.354342565,514.5926416,7.943959056,7.978743108,2261.274029,1976.977931,,-66.4896,17.8996
6091,atlantic,caribbean,puertoRico,puertoRico-south,17.9226,-66.4813,Puerto Rico,Puerto Rico,2021,9/30/21,Random,2:53:00 PM,0,30.9,34.53402598,3.430673926,496.4588765,7.955981792,7.99504801,2256.996392,1965.507172,,-66.4813,17.9226
6007,atlantic,caribbean,puertoRico,puertoRico-south,17.8865,-66.3057,Puerto Rico,Puerto Rico,2021,12/24/21,Random,3:09:00 PM,0,27.9,34.57763325,3.341677502,457.4830571,7.991416997,8.020901405,2280.756937,1992.092235,,-66.3057,17.8865
6016,atlantic,caribbean,puertoRico,puertoRico-south,17.8708,-66.1623,Puerto Rico,Puerto Rico,2021,12/24/21,Random,4:50:00 PM,0,27.5,34.59502058,3.648716265,388.9039589,8.048818643,8.050545737,2280.350742,1961.036067,,-66.1623,17.8708
6102,atlantic,caribbean,puertoRico,puertoRico-south,17.9268,-66.1341,Puerto Rico,Puerto Rico,2021,12/24/21,Random,5:58:00 PM,0,27.1,34.51932765,3.155400514,462.7801625,7.982948273,7.985119093,2249.063647,1975.152109,,-66.1341,17.9268
6566,atlantic,caribbean,puertoRico,puertoRico-south,17.91859,-66.12184,Puerto Rico,Puerto Rico,2023,11/14/23,Random,5:10:00 PM,0,29,34.9814259,3.84424157,394.042734,8.04397315,8.03482443,2297.94028,1962.8416,,-66.12184,17.91859
6567,atlantic,caribbean,puertoRico,puertoRico-south,17.918995,-66.125689,Puerto Rico,Puerto Rico,2023,11/14/23,Random,5:45:00 PM,0,29,35.0446011,3.81962592,396.955353,8.04072216,8.02161366,2294.85297,1961.61931,,-66.125689,17.918995
6395,atlantic,caribbean,puertoRico,puertoRico-south,17.92096,-66.12747,Puerto Rico,Puerto Rico,2023,11/14/23,Random,6:45:00 PM,0,29.1,34.9722788,3.74493528,409.185854,8.02935494,8.02866515,2288.78915,1962.90971,,-66.12747,17.92096
6301,atlantic,caribbean,puertoRico,puertoRico-south,17.86274,-66.15728,Puerto Rico,Puerto Rico,2023,11/15/23,Random,2:37:00 PM,0,29,35.1307061,3.85042222,396.545281,8.04234235,8.0124621,2304.68506,1968.72843,,-66.15728,17.86274
6348,atlantic,caribbean,puertoRico,puertoRico-south,17.88788,-66.17308,Puerto Rico,Puerto Rico,2023,11/15/23,Random,3:40:00 PM,0,29,35.0235851,3.7303281,415.188701,8.02591866,8.02005417,2299.38134,1975.09588,,-66.17308,17.88788
6406,atlantic,caribbean,puertoRico,puertoRico-south,17.927355,-66.267051,Puerto Rico,Puerto Rico,2023,11/15/23,Random,4:36:00 PM,0,29.1,34.8307328,3.58920577,440.373115,8.0047624,7.99328742,2292.41488,1982.33025,,-66.267051,17.927355
6334,atlantic,caribbean,puertoRico,puertoRico-south,17.88428,-66.46528,Puerto Rico,Puerto Rico,2023,11/16/23,Random,5:20:00 PM,0,29.1,34.8227694,3.54518222,437.478441,8.00354743,7.93516719,2270.3087,1963.12938,,-66.46528,17.88428
6349,atlantic,caribbean,puertoRico,puertoRico-south,17.89307,-66.48378,Puerto Rico,Puerto Rico,2023,11/16/23,Random,6:10:00 PM,0,28.9,34.8275978,3.59209815,429.672483,8.0118596,7.96618047,2281.51183,1970.01404,,-66.48378,17.89307
155,atlantic,caribbean,puertoRico,puertoRico-southwest,17.93847006,-67.037363,Puerto Rico,Puerto Rico,2014,5/27/14,Random,16:30,0,28.2,33.8,3.915812836,379.1259448,8.068058634,,2332.391832,1995.8,,-67.037363,17.93847006
119,atlantic,caribbean,puertoRico,puertoRico-southwest,17.8991891,-67.03921103,Puerto Rico,Puerto Rico,2014,5/28/14,Random,12:35,0,27.7,33.6,3.950934321,374.8791631,8.077158162,,2357.673182,2019,,-67.03921103,17.8991891
132,atlantic,caribbean,puertoRico,puertoRico-southwest,17.9139212,-67.06688874,Puerto Rico,Puerto Rico,2014,5/28/14,Random,14:08,0,27.7,33.8,4.022736423,366.2440897,8.085200911,,2362.446472,2016.5,,-67.06688874,17.9139212
144,atlantic,caribbean,puertoRico,puertoRico-southwest,17.92172096,-67.12531845,Puerto Rico,Puerto Rico,2014,5/28/14,Random,16:39,0,28.1,33.8,4.10809439,348.9172513,8.097255929,,2335.323783,1980.6,,-67.12531845,17.92172096
108,atlantic,caribbean,puertoRico,puertoRico-southwest,17.86704787,-67.12400565,Puerto Rico,Puerto Rico,2014,5/29/14,Random,13:40,0,27.7,33.1,4.127204572,348.9204643,8.104597729,,2362.319142,2009.8,,-67.12400565,17.86704787
127,atlantic,caribbean,puertoRico,puertoRico-southwest,17.90678205,-66.94334689,Puerto Rico,Puerto Rico,2014,5/30/14,Random,13:00,0,27.7,32.8,3.986666861,367.7302283,8.087140173,,2358.975829,2020.6,,-66.94334689,17.90678205
125,atlantic,caribbean,puertoRico,puertoRico-southwest,17.90436871,-66.92874872,Puerto Rico,Puerto Rico,2014,5/30/14,Random,14:09,0,27.8,33.4,3.968171217,373.8363999,8.078892253,,2358.391686,2019.3,,-66.92874872,17.90436871
147,atlantic,caribbean,puertoRico,puertoRico-southwest,17.92221198,-66.90778001,Puerto Rico,Puerto Rico,2014,5/30/14,Random,15:22,0,28.2,33.3,3.827345346,401.4194265,8.053029496,,2351.402181,2026.4,,-66.90778001,17.92221198
162,atlantic,caribbean,puertoRico,puertoRico-southwest,17.94272273,-66.9249994,Puerto Rico,Puerto Rico,2014,5/30/14,Random,16:49,0,28.7,33.6,4.138593217,351.9209837,8.093377275,,2328.953024,1973.4,,-66.9249994,17.94272273
135,atlantic,caribbean,puertoRico,puertoRico-southwest,17.91870096,-67.28768571,Puerto Rico,Puerto Rico,2014,6/19/14,Random,13:00,0,28.6,33.6,3.821928992,422.7498185,8.02690027,,2362.501791,2027.7,,-67.28768571,17.91870096
174,atlantic,caribbean,puertoRico,puertoRico-southwest,17.95250753,-67.22883179,Puerto Rico,Puerto Rico,2014,6/19/14,Random,16:15,0,28.8,33.8,3.852451457,401.4449877,8.037773884,,2321.610586,1981,,-67.22883179,17.95250753
148,atlantic,caribbean,puertoRico,puertoRico-southwest,17.92701395,-67.30837146,Puerto Rico,Puerto Rico,2014,6/20/14,Random,12:00,0,28.2,33.7,3.758106771,420.6576487,8.027213559,,2351.321274,2020.9,,-67.30837146,17.92701395
137,atlantic,caribbean,puertoRico,puertoRico-southwest,17.92169945,-67.32069225,Puerto Rico,Puerto Rico,2014,6/20/14,Random,13:10,0,28.3,33.6,3.794763196,419.3798362,8.029234152,,2358.168306,2024.9,,-67.32069225,17.92169945
191,atlantic,caribbean,puertoRico,puertoRico-southwest,17.9868477,-67.33140764,Puerto Rico,Puerto Rico,2014,6/20/14,Random,14:30,0,28.5,33.7,3.607079155,449.6999583,8.001485247,,2338.227342,2022.3,,-67.33140764,17.9868477
177,atlantic,caribbean,puertoRico,puertoRico-southwest,17.95813019,-67.30193927,Puerto Rico,Puerto Rico,2014,7/18/14,Random,15:23,0,28.3,34,3.796516686,408.7915363,8.03621825,,2338.757816,2005.7,,-67.30193927,17.95813019
171,atlantic,caribbean,puertoRico,puertoRico-southwest,17.95280811,-67.3133185,Puerto Rico,Puerto Rico,2014,7/18/14,Random,16:30,0,28.6,33.9,3.862157637,408.0520427,8.037644167,,2348.270955,2009.6,,-67.3133185,17.95280811
154,atlantic,caribbean,puertoRico,puertoRico-southwest,17.93516164,-67.31018195,Puerto Rico,Puerto Rico,2014,7/18/14,Random,18:33,0,28.6,34.1,3.797976889,416.3554844,8.029562791,,2341.62035,2008.7,,-67.31018195,17.93516164
179,atlantic,caribbean,puertoRico,puertoRico-southwest,17.95867659,-67.3127908,Puerto Rico,Puerto Rico,2014,8/6/14,Random,14:28,0,28.7,32.8,3.824047969,413.061037,8.032371421,,2340.73427,2005.9,,-67.3127908,17.95867659
164,atlantic,caribbean,puertoRico,puertoRico-southwest,17.94931261,-67.32703993,Puerto Rico,Puerto Rico,2014,8/6/14,Random,16:01,0,28.7,33.2,3.818683746,415.3504466,8.030975106,,2343.517727,2009.5,,-67.32703993,17.94931261
134,atlantic,caribbean,puertoRico,puertoRico-southwest,17.91778101,-67.23531203,Puerto Rico,Puerto Rico,2014,8/6/14,Random,18:06,0,28.9,33.4,3.846660727,412.0568267,8.032536961,,2338.489634,2001.6,,-67.23531203,17.91778101
3035,atlantic,caribbean,puertoRico,puertoRico-southwest,17.90856,-67.02778,Puerto Rico,Puerto Rico,2016,7/27/16,Random,11:47,0,29.4,36.06968067,3.826531215,433.4476603,8.015357603,,2351.433843,2016.9,,-67.02778,17.90856
3107,atlantic,caribbean,puertoRico,puertoRico-southwest,17.94543,-66.96791,Puerto Rico,Puerto Rico,2016,7/27/16,Random,15:09,0,30,36.16269406,3.833203075,437.2850789,8.008939885,,2335.979764,2000.8,,-66.96791,17.94543
3076,atlantic,caribbean,puertoRico,puertoRico-southwest,17.915453,-67.084803,Puerto Rico,Puerto Rico,2016,7/28/16,Random,13:21,0,29.2,35.88101906,3.807972714,427.6064613,8.019482196,,2342.315977,2009.4,,-67.084803,17.915453
3105,atlantic,caribbean,puertoRico,puertoRico-southwest,17.9318808,-67.101615,Puerto Rico,Puerto Rico,2016,7/28/16,Random,16:00,0,30,36.19413412,3.810109882,440.5060602,8.005915955,,2333.568364,2000.3,,-67.101615,17.9318808
3064,atlantic,caribbean,puertoRico,puertoRico-southwest,17.87537,-67.09573,Puerto Rico,Puerto Rico,2016,8/22/16,Random,13:27,0,29.6,35.53370439,3.860528767,419.0012,8.025217076,,2329.266065,1993.1,,-67.09573,17.87537
3048,atlantic,caribbean,puertoRico,puertoRico-southwest,17.92213,-66.99966,Puerto Rico,Puerto Rico,2016,9/9/16,Random,17:10,0,29.6,35.80109396,4.004504798,407.0681514,8.038388511,,2355.636743,2006.1,,-66.99966,17.92213
3073,atlantic,caribbean,puertoRico,puertoRico-southwest,17.90974,-67.23958,Puerto Rico,Puerto Rico,2016,9/12/16,Random,16:07,0,29.8,35.85743497,3.670287092,469.1132519,7.986928865,,2344.324204,2026.4,,-67.23958,17.90974
3075,atlantic,caribbean,puertoRico,puertoRico-southwest,17.91609,-67.25973,Puerto Rico,Puerto Rico,2016,9/12/16,Random,15:02,0,29.8,35.86136567,3.890576248,423.9868845,8.021533228,,2340.382844,2000.9,,-67.25973,17.91609
61241,atlantic,caribbean,puertoRico,puertoRico-southwest,17.98326,-67.3343,Puerto Rico,Puerto Rico,2019,8/21/19,Random,12:00,0,29.4,34.78013313,2.671925867,694.4228342,7.839628877,,2285.468077,2065.2,,-67.3343,17.98326
6130,atlantic,caribbean,puertoRico,puertoRico-southwest,17.99365,-67.2322,Puerto Rico,Puerto Rico,2019,9/6/19,Random,15:24,0,30.2,34.87589327,3.202913388,532.503196,7.929955279,,2253.146197,1980.4,,-67.2322,17.99365
6054,atlantic,caribbean,puertoRico,puertoRico-southwest,17.92732,-67.2914,Puerto Rico,Puerto Rico,2019,9/7/19,Random,12:39,0,29.7,34.86410328,3.416477562,488.9661151,7.966475818,,2288.097153,1995.6,,-67.2914,17.92732
6075,atlantic,caribbean,puertoRico,puertoRico-southwest,17.93428,-66.9808,Puerto Rico,Puerto Rico,2019,12/29/19,Random,15:45,0,27.7,34.01956164,3.191662762,483.260955,7.973518187,,2278.606461,2006,,-66.9808,17.93428
6068,atlantic,caribbean,puertoRico,puertoRico-southwest,17.9154,-67.32307,Puerto Rico,Puerto Rico,2021,10/7/21,Random,2:00:00 PM,0,30.1,33.88515452,3.638670949,427.8383479,8.010174037,8.025817486,2249.782428,1938.832887,,-67.32307,17.9154
6042,atlantic,caribbean,puertoRico,puertoRico-southwest,17.8971,-67.0241,Puerto Rico,Puerto Rico,2021,11/2/21,Random,3:20:00 PM,0,29.6,33.57392612,3.208282511,488.7078033,7.959290237,7.996584131,2216.372944,1944.452979,,-67.0241,17.8971
6582,atlantic,caribbean,puertoRico,puertoRico-southwest,17.99711,-67.30415,Puerto Rico,Puerto Rico,2021,11/9/21,Random,2:27:00 PM,0,29.3,33.89467951,3.356216365,458.6542898,7.983787955,7.98823085,2233.240911,1946.230137,,-67.30415,17.99711
6143,atlantic,caribbean,puertoRico,puertoRico-southwest,17.9927,-67.3597,Puerto Rico,Puerto Rico,2021,11/19/21,Random,2:42:00 PM,0,29.2,33.79727227,3.457562233,442.799302,7.999107041,8.022027995,2248.180565,1952.533581,,-67.3597,17.9927
6109,atlantic,caribbean,puertoRico,puertoRico-southwest,17.94705,-66.99337,Puerto Rico,Puerto Rico,2021,12/9/21,Random,2:58:00 PM,0,28.2,34.19598852,3.206173872,486.7982897,7.968234599,7.991074759,2268.058768,1993.892969,,-66.99337,17.94705
Coral Bay,atlantic,caribbean,saintJohn,saintJohn-east,18.32293487,-64.68571203,United States Virgin Islands,St Thomas and St John,2013,7/11/13,Random,15:12,0,28.4,35.7,3.811689633,409.6057003,8.035775793,,2341.692376,2007.4,,-64.68571203,18.32293487
Turner Point,atlantic,caribbean,saintJohn,saintJohn-east,18.33869259,-64.6938121,United States Virgin Islands,St Thomas and St John,2013,7/11/13,Random,17:31,0,28.9,35.4,3.774158642,419.9965139,8.025614993,,2329.37618,2000.5,,-64.6938121,18.33869259
Flanagan Island,atlantic,caribbean,saintJohn,saintJohn-east,18.32723136,-64.6532093,United States Virgin Islands,St Thomas and St John,2013,7/12/13,Random,13:38,0,28.3,35.5,3.711945676,421.8958431,8.025150167,,2334.690322,2010.3,,-64.6532093,18.32723136
Near East End Point,atlantic,caribbean,saintJohn,saintJohn-east,18.34284535,-64.66035923,United States Virgin Islands,St Thomas and St John,2013,7/12/13,Random,17:37,0,29.1,35.3,3.86208949,409.9722465,8.034756827,,2333.390292,1997.3,,-64.66035923,18.34284535
Privateer Point,atlantic,caribbean,saintJohn,saintJohn-east,18.33729523,-64.66167809,United States Virgin Islands,St Thomas and St John,2013,7/12/13,Random,15:05,0,28.5,35.4,3.77155407,414.9798653,8.031094008,,2335.024356,2005.8,,-64.66167809,18.33729523
No Name Bay,atlantic,caribbean,saintJohn,saintJohn-east,18.350461,-64.67080219,United States Virgin Islands,St Thomas and St John,2013,7/15/13,Random,17:53,0,28.6,35.7,4.037676782,362.6495027,8.073214378,,2314.015127,1956.6,,-64.67080219,18.350461
Site 157,atlantic,caribbean,saintJohn,saintJohn-east,18.35047837,-64.67806903,United States Virgin Islands,St Thomas and St John,2013,7/15/13,Random,15:50,0,28.7,35.6,3.72463911,427.9544721,8.019377866,,2334.244293,2009.1,,-64.67806903,18.35047837
Site 198,atlantic,caribbean,saintJohn,saintJohn-east,18.36459731,-64.65988586,United States Virgin Islands,St Thomas and St John,2013,7/15/13,Random,14:59,0,28.5,35.6,3.806425912,413.4774502,8.03307595,,2343.914652,2011,,-64.65988586,18.36459731
Site 345,atlantic,caribbean,saintJohn,saintJohn-east,18.35160422,-64.64850194,United States Virgin Islands,St Thomas and St John,2013,7/15/13,Random,13:56,0,28.5,35,3.83127706,407.7197816,8.039987252,,2343.985351,2011.4,,-64.64850194,18.35160422
Mennebeck Bay (163),atlantic,caribbean,saintJohn,saintJohn-east,18.35270194,-64.6789894,United States Virgin Islands,St Thomas and St John,2013,7/16/13,Random,14:25,0,28.5,35.7,3.811660656,414.2252137,8.032585013,,2346.91842,2013.2,,-64.6789894,18.35270194
Turner Point (341),atlantic,caribbean,saintJohn,saintJohn-east,18.33292406,-64.69020811,United States Virgin Islands,St Thomas and St John,2013,7/19/13,Random,14:17,0,28.7,35.7,3.850979287,406.4276352,8.037431946,,2337.052175,1999.4,,-64.69020811,18.33292406
J43,atlantic,caribbean,saintJohn,saintJohn-east,18.3183,-64.6864,United States Virgin Islands,St Thomas and St John,2015,7/17/15,Random,15:19,0,28.2,35.93307987,3.70221324,421.5709198,8.023782393,,2332.821588,2007,,-64.6864,18.3183
J45,atlantic,caribbean,saintJohn,saintJohn-east,18.3319,-64.6757,United States Virgin Islands,St Thomas and St John,2015,7/17/15,Random,16:47,0,28.7,35.64569265,4.055341414,373.9721342,8.066940198,,2341.38953,1984.5,,-64.6757,18.3319
J16,atlantic,caribbean,saintJohn,saintJohn-east,18.32892,-64.69113,United States Virgin Islands,St Thomas and St John,2015,7/21/15,Random,14:10,0,28.5,35.66734905,3.732956482,414.3695863,8.02810119,,2318.558022,1990.7,,-64.69113,18.32892
J62,atlantic,caribbean,saintJohn,saintJohn-east,18.3288,-64.6718,United States Virgin Islands,St Thomas and St John,2015,7/21/15,Random,16:43,0,28.4,35.55597918,3.733894647,408.1378968,8.032644026,,2310.939851,1982.8,,-64.6718,18.3288
MJ116,atlantic,caribbean,saintJohn,saintJohn-east,18.34357,-64.6863,United States Virgin Islands,St Thomas and St John,2015,7/21/15,Random,15:40,0,28.6,35.69093238,3.739250731,415.1388057,8.02721683,,2318.191344,1989.9,,-64.6863,18.34357
J65a,atlantic,caribbean,saintJohn,saintJohn-east,18.33609,-64.66122,United States Virgin Islands,St Thomas and St John,2015,7/23/15,Random,16:55,0,29,35.63066325,3.746273936,420.6240712,8.021994436,,2315.423036,1987.5,,-64.66122,18.33609
6003,atlantic,caribbean,saintJohn,saintJohn-east,18.33978,-64.68972,United States Virgin Islands,St Thomas and St John,2017,8/1/17,Random,17:06,0,29.9,34.67919674,3.612904556,439.6528111,8.001629384,,2269.645731,1958,,-64.68972,18.33978
6170,atlantic,caribbean,saintJohn,saintJohn-east,18.31565,-64.68488,United States Virgin Islands,St Thomas and St John,2017,8/1/17,Random,13:37,0,29.4,34.58612066,3.580267894,431.8016641,8.007761364,,2263.579565,1954,,-64.68488,18.31565
6025,atlantic,caribbean,saintJohn,saintJohn-east,18.335,-64.68832,United States Virgin Islands,St Thomas and St John,2017,8/4/17,Random,13:44,0,29.2,34.64118032,3.463787189,448.7982193,7.993474036,,2259.12855,1959.8,,-64.68832,18.335
6218,atlantic,caribbean,saintJohn,saintJohn-east,18.34473,-64.6848,United States Virgin Islands,St Thomas and St John,2017,8/4/17,Random,15:06,0,29.4,34.9230525,3.445460475,463.9065911,7.982421138,,2269.864229,1972.2,,-64.6848,18.34473
5373,atlantic,caribbean,saintJohn,saintJohn-east,18.36506,-64.66196,United States Virgin Islands,St Thomas and St John,2021,8/11/21,Random,1:45:00 PM,0,,35.16510669,,,,,2315.357762,1998.864188,,-64.66196,18.36506
5241,atlantic,caribbean,saintJohn,saintJohn-east,18.33817,-64.68752,United States Virgin Islands,St Thomas and St John,2021,8/13/21,Random,4:44:00 PM,0,,35.27004454,,,,,2319.868743,2005.195096,,-64.68752,18.33817
5272,atlantic,caribbean,saintJohn,saintJohn-east,18.34397,-64.68414,United States Virgin Islands,St Thomas and St John,2021,8/13/21,Random,6:39:00 PM,0,,35.27135502,,,,,2312.171747,1993.554401,,-64.68414,18.34397
Hawk's Nest Bay,atlantic,caribbean,saintJohn,saintJohn-north,18.34957309,-64.78160748,United States Virgin Islands,St Thomas and St John,2013,7/9/13,Random,17:11,0,28.3,35.5,3.803978712,414.0729346,8.034532601,,2353.054009,2020.9,,-64.78160748,18.34957309
Johnson's Reef,atlantic,caribbean,saintJohn,saintJohn-north,18.36407455,-64.78153863,United States Virgin Islands,St Thomas and St John,2013,7/9/13,Random,15:58,0,28.3,35.1,3.958858706,384.6948866,8.060815987,,2349.253748,2003.9,,-64.78153863,18.36407455
Johnson's Reef,atlantic,caribbean,saintJohn,saintJohn-north,18.36407455,-64.78153863,United States Virgin Islands,St Thomas and St John,2013,7/10/13,Random,15:58,0,28.2,35,3.958858706,384.6948866,8.060815987,,2349.253748,2003.9,,-64.78153863,18.36407455
North of Hawk's Nest Bay,atlantic,caribbean,saintJohn,saintJohn-north,18.36131582,-64.78380011,United States Virgin Islands,St Thomas and St John,2013,7/9/13,Random,15:21,0,28.1,35,3.86621359,399.1919417,8.049568907,,2355.728634,2019.6,,-64.78380011,18.36131582
Mary's Creek,atlantic,caribbean,saintJohn,saintJohn-north,18.3653738,-64.73186541,United States Virgin Islands,St Thomas and St John,2013,7/17/13,Random,17:29,0,28.6,35.8,3.750048088,425.3090287,8.022164883,,2341.771257,2013.5,,-64.73186541,18.3653738
North of Johnson's Reef,atlantic,caribbean,saintJohn,saintJohn-north,18.3678295,-64.77418707,United States Virgin Islands,St Thomas and St John,2013,7/17/13,Random,15:48,0,28.4,35.8,3.804927273,415.3930574,8.031949778,,2350.561292,2017,,-64.77418707,18.3678295
The Narrows,atlantic,caribbean,saintJohn,saintJohn-north,18.37387823,-64.73950164,United States Virgin Islands,St Thomas and St John,2013,7/17/13,Random,16:15,0,28.6,35.8,3.807880442,414.7107583,8.030967767,,2341.917758,2008,,-64.73950164,18.37387823
The Narrows,atlantic,caribbean,saintJohn,saintJohn-north,18.37387823,-64.73950164,United States Virgin Islands,St Thomas and St John,2013,7/18/13,Random,16:15,0,28.4,35.9,3.807880442,414.7107583,8.030967767,,2341.917758,2008,,-64.73950164,18.37387823
West of Johnson's Reef,atlantic,caribbean,saintJohn,saintJohn-north,18.36170966,-64.79091957,United States Virgin Islands,St Thomas and St John,2013,7/17/13,Random,15:39,0,28.6,35.7,3.801630572,416.4727719,8.030083795,,2343.603993,2010.9,,-64.79091957,18.36170966
Whistling Key,atlantic,caribbean,saintJohn,saintJohn-north,18.36546468,-64.75740522,United States Virgin Islands,St Thomas and St John,2013,7/17/13,Random,19:12,0,28.4,35.9,3.787070012,418.8221422,8.028752647,,2350.472307,2018.2,,-64.75740522,18.36546468
354,atlantic,caribbean,saintJohn,saintJohn-north,18.34395,-64.75971,United States Virgin Islands,St Thomas and St John,2013,7/18/13,Random,13:43,0,28.5,33.9,3.89023921,393.4673692,8.055842221,,2341.097682,2007.7,,-64.75971,18.34395
Annaberg Point,atlantic,caribbean,saintJohn,saintJohn-north,18.36410061,-64.72979938,United States Virgin Islands,St Thomas and St John,2013,7/18/13,Random,15:41,0,28.3,35.9,3.66601908,432.5985485,8.015423902,,2336.73941,2015.1,,-64.72979938,18.36410061
Francis Bay (333),atlantic,caribbean,saintJohn,saintJohn-north,18.36433102,-64.7441371,United States Virgin Islands,St Thomas and St John,2013,7/18/13,Random,16:33,0,28,36.3,3.826730452,412.755005,8.035664805,,2367.889875,2030,,-64.7441371,18.36433102
Fungi Passage,atlantic,caribbean,saintJohn,saintJohn-north,18.36912362,-64.75253122,United States Virgin Islands,St Thomas and St John,2013,7/18/13,Random,13:23,0,28.3,36.1,3.684597802,434.7314011,8.01468261,,2347.043488,2023.3,,-64.75253122,18.36912362
Peter Bay (326),atlantic,caribbean,saintJohn,saintJohn-north,18.35669141,-64.76428031,United States Virgin Islands,St Thomas and St John,2013,7/18/13,Random,16:45,0,28.2,36,3.739906074,418.657884,8.027235464,,2340.570762,2011.3,,-64.76428031,18.35669141
Thread Needle Point,atlantic,caribbean,saintJohn,saintJohn-north,18.36784317,-64.71360835,United States Virgin Islands,St Thomas and St John,2013,7/18/13,Random,15:00,0,28.3,35.9,3.686442658,427.1622528,8.019376378,,2333.761051,2010,,-64.71360835,18.36784317
6072-1,atlantic,caribbean,saintJohn,saintJohn-north,18.371083,-64.708667,United States Virgin Islands,St Thomas and St John,2017,7/25/17,Random,17:10,0,29.1,34.86410328,3.604317102,439.6113605,8.006408624,,2298.484513,1986.8,,-64.708667,18.371083
6080-1,atlantic,caribbean,saintJohn,saintJohn-north,18.370783,-64.719033,United States Virgin Islands,St Thomas and St John,2017,7/25/17,Random,15:55,0,29.1,34.98080605,3.680048676,430.5317082,8.014965271,,2308.873516,1990.1,,-64.719033,18.370783
6079,atlantic,caribbean,saintJohn,saintJohn-north,18.37071,-64.72995,United States Virgin Islands,St Thomas and St John,2017,7/31/17,Random,19:05,0,29.5,35.03953863,3.654303779,435.2195122,8.007817485,,2291.453199,1974.7,,-64.72995,18.37071
6241,atlantic,caribbean,saintJohn,saintJohn-north,18.35345,-64.69479,United States Virgin Islands,St Thomas and St John,2017,8/1/17,Random,14:53,0,30.1,35.00292087,3.672402183,441.5796722,8.001347005,,2285.631662,1968.4,,-64.69479,18.35345
6146,atlantic,caribbean,saintJohn,saintJohn-north,18.35572,-64.7876,United States Virgin Islands,St Thomas and St John,2017,8/2/17,Random,14:24,0,29.2,34.86410328,3.548301476,443.3539714,8.000409749,,2280.182779,1973,,-64.7876,18.35572
