RegionCode,SubRegion,SiteName,Latitude,Longitude,Depth ,Location,InstrumentType,ProjectCode,tagNum,Fate,Deployment,Recovery,Duration,Species,BlockDimensions,PreWeightBlock,PreWeightEpoxied,PreVolume,PreRWDensity,PreCTDensity,PostWeightDirty,PostWeightClean,PostVolume,PostCTDensity,PostCTMacroboring,PostCTMacroboringRate,PostCTGrazing,PostCTGrazingRate,PostCTAccretion ,PostCTAccretionRate,Notes
PR,east,Culebra,18.33066,-65.33373,18.6,PR_east_15a,BMU,NCRMP,6918,SUCCESSFULLY RECOVERED,5/7/2022,7/21/2023,1.21,O. faveolata,5x2x1,17.4888,32.6278,12.12772179,1.44205155,1.449282386,34.3428,32.5204,11.2150669,1.4928529,-0.137054443,-0.113685713,-0.775600447,-0.640992105,0.2381372,0.197533199,
PR,east,Culebra,18.33066,-65.33373,18.6,PR_east_15a,BMU,NCRMP,6919,SUCCESSFULLY RECOVERED,5/7/2022,7/21/2023,1.21,O. faveolata,5x2x1,17.7359,32.9403,11.34881687,1.562797268,1.555268298,27.6515,26.7404,6.6535006,1.65422264,-0.090027809,-0.074677445,-4.605288461,-3.806023521,0.1852741,0.153683605,
PR,east,Culebra,18.33066,-65.33373,18.6,PR_east_15a,BMU,NCRMP,6920,SUCCESSFULLY RECOVERED,5/7/2022,7/21/2023,1.21,O. faveolata,5x2x1,14.5394,29.8565,11.74262524,1.238172871,1.264033435,31.1378,29.8753,10.7912779,1.310965075,-0.079590797,-0.066020016,-0.871756543,-0.720459953,0.1574049,0.130566276,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6921,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,15.1949,30.3853,11.8997469,1.276909512,1.302592395,34.8517,31.9764,11.0655241,1.38976648,-0.346936226,-0.346936226,-0.487286574,-0.487286574,1.0722485,1.072248459,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6922,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,15.6937,30.7914,11.3664465,1.380704164,1.397633203,33.4297,31.9022,11.0579453,1.46176792,-0.014196396,-0.014196396,-0.294304804,-0.294304804,0.5044355,0.504435539,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6923,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,16.7198,32.1122,12.78242111,1.30803076,1.325074255,34.4019,32.2477,11.6575584,1.4209715,-0.103786469,-0.103786469,-1.021076241,-1.021076241,0.5454626,0.545462608,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6924,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,15.059,30.5658,12.20296955,1.234043889,1.268388269,33.8527,32.249,11.5343485,1.34654379,-0.049987793,-0.049987793,-0.618633257,-0.618633257,0.972496,0.972496033,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6925,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,14.4087,29.7111,11.79872417,1.221208309,1.242315362,34.725,32.7325,10.9687157,1.32739767,-0.416888237,-0.416888237,-0.413120233,-0.413120233,2.5423822,2.54238224,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6926,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,15.8596,31.1685,11.32318783,1.400630303,1.414928772,33.8215,32.0171,9.9822979,1.54442035,-0.668457985,-0.668457985,-0.672431945,-0.672431945,0.7343502,0.734350205,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6927,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,18.0242,33.0867,10.98271465,1.64114252,1.654123011,36.7819,34.1484,10.3464689,1.7196573,-0.102902412,-0.102902412,-0.533343338,-0.533343338,0.797513,0.797513008,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6928,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,18.4248,33.6063,11.11502266,1.657648443,1.669926587,36.9163,34.4425,10.5155811,1.72972176,-0.057841301,-0.057841301,-0.541600259,-0.541600259,0.5080576,0.508057594,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6929,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,16.8121,32.027,11.36026669,1.479903638,1.498898181,36.5102,33.3462,10.6111107,1.56338041,-0.077256203,-0.077256203,-0.671899787,-0.671899787,1.112134,1.11213398,
PR,north,Arecibo,18.48227,-66.72124,19.9,PR_north_15,BMU,NCRMP,6930,SUCCESSFULLY RECOVERED,5/20/2022,5/20/2023,1,O. faveolata,5x2x1,15.5042,30.9096,10.71456242,1.447021297,1.470249878,34.9721,31.9505,9.9583426,1.55934386,-0.156529427,-0.156529427,-0.599690393,-0.599690393,0.7631121,0.763112068,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6931,SUCCESSFULLY RECOVERED,2/18/2022,7/27/2023,1.44,O. faveolata,5x2x1,16.3215,31.7638,11.96025753,1.364644529,1.395269983,34.1466,32.6203,11.22259426,1.45494921,-0.155645371,-0.107962107,-0.582017899,-0.404179097,0.371071816,0.257390855,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6932,SUCCESSFULLY RECOVERED,2/18/2022,7/27/2023,1.44,O. faveolata,5x2x1,18.4086,34.1422,11.61549282,1.584831594,1.607510718,36.3809,35.1288,10.97852612,1.67430044,-0.063385963,-0.043967142,-0.573580737,-0.398319956,0.61950016,0.429711094,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6933,SUCCESSFULLY RECOVERED,2/18/2022,7/27/2023,1.44,O. faveolata,5x2x1,15.9673,30.9559,11.16299343,1.43037798,1.460673841,32.4057,31.0041,10.25910187,1.51742351,-0.038263321,-0.026541032,-0.865628239,-0.601130722,0.296373367,0.205576902,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6934,SUCCESSFULLY RECOVERED,2/18/2022,7/27/2023,1.44,O. faveolata,5x2x1,18.8739,34.3125,12.61100864,1.496620971,1.524503296,36.1755,34.9413,11.91623497,1.581355,-0.098782539,-0.06851968,-0.595991131,-0.41388273,0.46027565,0.319266347,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6935,SUCCESSFULLY RECOVERED,2/18/2022,7/27/2023,1.44,O. faveolata,5x2x1,15.7251,30.891,10.52929688,1.493461547,1.527457959,32.8993,31.4359,9.973628998,1.57114872,-0.02931118,-0.020331454,-0.526356702,-0.365525488,0.225262642,0.156251544,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6936,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,13.6473,29.199,9.408185005,1.450577342,1.474936169,31.1839,29.6055,8.953368187,1.51260709,-0.025320053,-0.015475754,-0.429496765,-0.261888271,0.204277039,0.124855236,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6937,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,15.7655,31.1804,11.57045746,1.362564968,1.384994629,32.4887,31.1416,10.58684635,1.4260537,-0.100782394,-0.061598747,-0.882828716,-0.538310193,0.301995277,0.184581154,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6938,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,15.6697,30.8889,9.757352829,1.605937622,1.633652881,32.2818,31.19,9.152993202,1.68550275,-0.099022865,-0.060523313,-0.505336762,-0.308132172,0.364196777,0.222599049,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6939,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,16.9266,32.2313,11.09092999,1.526165977,1.531131335,34.6052,32.5778,10.16071415,1.58582912,-0.053343773,-0.032604004,-0.876872067,-0.53467809,0.564740181,0.345172267,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6940,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,13.5981,29.0174,11.4322958,1.18944613,1.215432276,29.1765,28.4934,10.1173954,1.283491217,-0.043001175,-0.026282552,-1.271899225,-0.775548308,0.196801186,0.120285954,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6941,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,18.742,34.4991,11.64051247,1.610066572,1.626401319,37.7908,35.7747,11.11850739,1.67603042,-0.030358315,-0.0215562,-0.491646765,-0.348685649,0.858581543,0.609643699,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6942,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,15.929,31.3193,11.48552799,1.386875728,1.412455872,34.3436,32.2151,10.98763275,1.46282967,-0.075127602,-0.053345043,-0.422767638,-0.299835204,0.599218369,0.425480498,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6943,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,16.6262,32.0532,10.90960407,1.523996644,1.554264148,34.7834,33.0216,10.19395638,1.6220383,-0.037688255,-0.026760891,-0.677959435,-0.480822294,0.619877815,0.440149928,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6944,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,16.9333,32.2535,11.56591702,1.464068952,1.498242102,35.7996,33.3198,10.73856926,1.57716389,-0.015234947,-0.010817714,-0.812112813,-0.575966534,0.773763657,0.549417981,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6945,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,14.2608,29.7108,11.16574001,1.277192554,1.310847223,30.8476,29.8531,9.931297302,1.37179383,-0.096997261,-0.059285253,-1.137445447,-0.693564297,0.421926498,0.257883768,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6946,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,16.1034,31.5095,11.40691567,1.411722544,1.43363053,33.1878,31.9657,10.77206039,1.49017328,-0.054021835,-0.033018439,-0.580833445,-0.354166735,0.339271545,0.207364612,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6947,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,12.6555,28.2147,10.23092365,1.236985088,1.263457983,28.5733,27.6299,8.620585442,1.35082253,-0.1195364,-0.073061297,-1.490801808,-0.909025493,0.215417862,0.131664568,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6948,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,14.5009,29.7989,11.57134152,1.253173626,1.279833386,30.1555,28.8494,9.51576519,1.3633407,-0.075573921,-0.046191191,-1.980002409,-1.207318542,0.546011925,0.333725455,
STT,south,Brewer's Bay,18.34435,-64.98433,10,STT_south_15,BMU,NCRMP,6949,SUCCESSFULLY RECOVERED,12/7/2021,7/26/2023,1.64,O. faveolata,5x2x1,14.6231,30.1134,11.20147133,1.305462432,1.325155823,30.9765,29.6962,9.484291077,1.41291855,-0.178450584,-0.109069967,-1.538729669,-0.938249798,0.373921394,0.228542788,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6950,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,17.6318,32.9916,11.81036282,1.492909259,1.503707434,33.583,32.4082,10.31988716,1.57437929,-0.0443573,-0.031496308,-1.44611836,-1.025615858,0.450224876,0.319686303,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6951,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,17.775,33.2569,12.30816364,1.444163444,1.467688282,35.2372,33.8078,11.49516678,1.53389683,-0.274932861,-0.200762333,-0.538063999,-0.392747445,0.392632484,0.286709319,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6952,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,17.2066,32.2171,11.57235432,1.48687117,1.507819251,32.9414,31.9317,10.45743942,1.56578141,-0.214671135,-0.156757827,-0.900243765,-0.657112237,0.211658478,0.154557915,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6953,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,14.3913,29.5584,10.97676659,1.311069147,1.327921387,30.4549,29.1687,9.539917946,1.41384557,-0.211340904,-0.154326015,-1.22550774,-0.894531197,0.369621277,0.269906003,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6954,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,14.1394,29.8771,11.59848118,1.21907341,1.244956817,27.3818,25.9109,7.202396393,1.38681318,-0.611560822,-0.446575853,-3.784523965,-2.762426252,0.301334381,0.220041333,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6955,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,12.4745,28.1664,11.0845356,1.125396719,1.15738034,28.0831,26.7536,8.754824638,1.241421241,-0.257157326,-0.187782226,-2.072553636,-1.512812873,0.270152092,0.197271305,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6956,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,16.257,31.883,11.86296845,1.370398992,1.395732605,33.1041,31.9161,11.06312943,1.42852506,-0.080783844,-0.058990231,-0.719055176,-0.524857793,0.136496544,0.099672933,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6957,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,15.5829,30.9706,11.40633202,1.366162231,1.39587334,32.4995,31.3694,10.63274002,1.44044641,-0.085083961,-0.062130276,-0.688508039,-0.502560612,0.367123604,0.268082145,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6958,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,15.6335,31.0623,11.38924313,1.372654866,1.401367895,32.4327,31.2117,10.66810226,1.45183436,-0.16118145,-0.117698422,-0.55995942,-0.408729504,0.142238617,0.103865927,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6959,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,16.0617,31.601,12.11105347,1.326201725,1.333249872,32.7659,31.6392,11.39755154,1.37337689,-0.172416687,-0.125902652,-0.541085243,-0.394952732,0.156246185,0.114094578,
STJ,north,Johnson's Reef,18.36316,-64.77052,15.9,STJ_north_15,BMU,NCRMP,6960,SUCCESSFULLY RECOVERED,3/10/2022,7/23/2023,1.37,O. faveolata,5x2x1,9.5138,25.0663,10.16687679,0.935764266,0.960688501,18.0981,17.0144,1.102417946,1.286263409,-0.017912865,-0.013080388,-9.046545979,-6.603318233,0.067583084,0.049350731,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6961,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,16.5101,31.675,12.0736227,1.36745204,1.383579077,34.4502,32.42548,11.36606884,1.44261472,-0.052391052,-0.037200747,-0.655162808,-0.464654474,0.447649956,0.317857957,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6962,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,16.5557,32.0641,11.26017952,1.470287394,1.493229394,35.4875,33.3656,10.90359592,1.54665187,-0.047086716,-0.033434354,-0.309496884,-0.219501336,0.657016754,0.466520772,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6963,SUCCESSFULLY RECOVERED,2/25/2022,7/27/2023,1.42,O. faveolata,5x2x1,14.1885,29.8294,11.97699451,1.184646113,1.212639795,31.3563,29.7097,10.75710011,1.271708838,-0.127098084,-0.08936584,-1.092796316,-0.76957487,0.272615433,0.191682726,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6964,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,18.8809,34.3582,12.68531227,1.488406402,1.50438197,36.3934,35.0017,11.94212151,1.54554468,-0.035782814,-0.025407915,-0.707407946,-0.501707763,0.414751053,0.294497789,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6965,SUCCESSFULLY RECOVERED,2/25/2022,7/27/2023,1.42,O. faveolata,5x2x1,18.8494,34.2682,11.67832947,1.614049343,1.624073425,36.0359,34.7335,11.07345486,1.68713921,-0.041602135,-0.029251501,-0.563272475,-0.396670757,0.336215973,0.236401856,
STT,north,Inner Brass,18.38262,-64.97816,15.5,STT_north_15,BMU,NCRMP,6966,SUCCESSFULLY RECOVERED,2/25/2022,7/27/2023,1.42,O. faveolata,5x2x1,16.592,31.6433,11.14726067,1.488437428,1.511349671,33.9733,32.139,10.39167595,1.56437762,-0.215306282,-0.15138723,-0.540278438,-0.380477773,0.509070396,0.357940123,
STT,west,Savana,18.34082,-65.08269,16,STT_west_15,BMU,NCRMP,6967,SUCCESSFULLY RECOVERED,2/25/2022,7/22/2023,1.41,O. faveolata,5x2x1,15.2734,30.347,9.989962578,1.528874596,1.552722559,32.9381,31.2106,9.401859283,1.59671685,-0.011063576,-0.007855793,-0.577039719,-0.409248028,0.459116936,0.326000191,
