"basin","region","subRegion","siteName","latitude","longitude","depth","intrumentType","projectCode","tagNum","fate","dateDeployment","dateRecovery","duration","species","massBlockPre","massEpoxiedPre","volumeBlockPre","densityRWPre","densityHUPre","densityCTPre","massDirtyPost","massCleanPost","volumeBlockPost","densityHUPost","densityCTPost","macroboring","grazing","accretion","machinePre","machinePost","carbEQPost","sa","notes","instrument","daysDeployed","yearsDeployed","loc1","loc2","loc3","loc1.2","deltaMass_mgcm2y","deltaMass_kgm2y","deltaVolume_mm3cm2y","deltaDensity_mgcm3cm2y","macroboring_mm3cm2y","accretion_mm3cm2y","grazing_mm3cm2y"
"atlantic","STX","east","East/Lang Bank",17.82805,-64.46711,15,"BMU","NCRMP",6439,"SUCCESSFULLY RECOVERED",2019-09-09,2022-09-08,3,"O. faveolata",14.3984,29.7164,11.61486626,1.239652673,NA,1.33733711,27.4052,25.2966,7.116797447,NA,1.38162,-1.118382454,-3.379686359,0.218833923,"macro","macro",NA,NA,NA,NA,1095,3,"caribbean","saintCroix","saintCroix-east","caribbean.saintCroix",-61.3861111111111,-0.613861111111111,-59.4338179166667,0.61504013888889,-15.5330896388889,3.03936004166667,-46.9400883194444
"atlantic","STX","east","East/Lang Bank",17.82805,-64.46711,15,"BMU","NCRMP",6446,"SUCCESSFULLY RECOVERED",2019-09-09,2022-09-08,3,"O. faveolata",14.7233,30.062,12.09448814,1.21735619,NA,1.299449036,30.0773,26.7538,8.611221313,NA,1.3341845,-0.43938446,-3.043882367,0.278391838,"macro","macro",NA,NA,NA,NA,1095,3,"caribbean","saintCroix","saintCroix-east","caribbean.saintCroix",-45.9472222222223,-0.459472222222223,-44.512152625,0.482437000000002,-6.10256194444444,3.86655330555556,-42.2761439861111
"atlantic","STX","east","East/Lang Bank",17.82805,-64.46711,15,"BMU","NCRMP",6447,"SUCCESSFULLY RECOVERED",2019-09-09,2022-09-08,3,"O. faveolata",11.7081,27.4652,11.59491062,1.009761988,NA,1.101253416,28.8486,25.6484,8.270610809,NA,1.159401815,-0.209984779,-3.114315032,0.496315956,"macro","macro",NA,NA,NA,NA,1095,3,"caribbean","saintCroix","saintCroix-east","caribbean.saintCroix",-25.2333333333333,-0.252333333333333,-39.2775535416667,0.807616652777778,-2.91645526388889,6.89327716666667,-43.2543754444445
"atlantic","STX","east","East/Lang Bank",17.82805,-64.46711,15,"BMU","NCRMP",6448,"SUCCESSFULLY RECOVERED",2019-09-09,2022-09-08,3,"O. faveolata",15.596,30.7287,12.15740204,1.282839866,NA,1.3724349,28.5979,25.1268,7.028580666,NA,1.43748616,-0.457597733,-4.671223641,0.209109306,"macro","macro",NA,NA,NA,NA,1095,3,"caribbean","saintCroix","saintCroix-east","caribbean.saintCroix",-77.8041666666667,-0.778041666666667,-68.3293342777778,0.903489722222221,-6.35552406944444,2.90429591666667,-64.878106125
"atlantic","STX","east","East/Lang Bank",17.82805,-64.46711,15,"BMU","NCRMP",6449,"SUCCESSFULLY RECOVERED",2019-09-09,2022-09-08,3,"O. faveolata",14.5096,29.863,11.21695518,1.293541765,NA,1.38785821,33.5245,28.0272,8.64399147,NA,1.43114997,-0.201272965,-2.371690745,0.685315132,"macro","macro",NA,NA,NA,NA,1095,3,"caribbean","saintCroix","saintCroix-east","caribbean.saintCroix",-25.4972222222222,-0.254972222222222,-26.2173413611111,0.601274444444445,-2.79545784722222,9.51826572222222,-32.9401492361111
"atlantic","STX","east","East/Lang Bank",17.82805,-64.46711,15,"BMU","NCRMP",6450,"SUCCESSFULLY RECOVERED",2019-09-09,2022-09-08,3,"O. faveolata",16.3309,31.8345,10.63347816,1.535800399,NA,1.5824321,36.2444,29.3514,8.022542953,NA,1.55115531,-1.154405594,-1.456529613,1.636362076,"macro","macro",NA,NA,NA,NA,1095,3,"caribbean","saintCroix","saintCroix-east","caribbean.saintCroix",-34.4875,-0.344875,-13.5357379305556,-0.43439986111111,-16.0334110277778,22.7272510555556,-20.2295779583333
"atlantic","STX","south","South",17.70121,-64.64793,15,"BMU","NCRMP",6441,"SUCCESSFULLY RECOVERED",2019-09-10,2022-09-08,2.997260274,"O. faveolata",14.0451,29.5441,10.71583271,1.310686755,NA,1.39618065,37.6081,30.0025,10.00559235,NA,1.39321606,-0.317676544,-0.392563816000001,0.658844948,"macro","macro",NA,NA,NA,NA,1094,2.9972602739726,"caribbean","saintCroix","saintCroix-south","caribbean.saintCroix",6.37248628884828,0.0637248628884828,-0.714477657678242,-0.0412124980956724,-4.41620728823888,9.15898865097502,-5.45725902041439
"atlantic","STX","south","South",17.70121,-64.64793,15,"BMU","NCRMP",6444,"SUCCESSFULLY RECOVERED",2019-09-10,2022-09-08,2.997260274,"O. faveolata",21.0796,36.3879,12.87310123,1.637491978,NA,1.68477707,45.7615,38.746,12.03526497,NA,1.69231941,-0.306612968,-0.531223292,2.340019226,"macro","macro",NA,NA,NA,NA,1094,2.9972602739726,"caribbean","saintCroix","saintCroix-south","caribbean.saintCroix",32.7813261730652,0.327813261730652,20.8827232857252,0.104850476081659,-4.26240605271176,32.5299747672913,-7.38484542885436
"atlantic","STX","south","South",17.70121,-64.64793,15,"BMU","NCRMP",6445,"SUCCESSFULLY RECOVERED",2019-09-10,2022-09-08,2.997260274,"O. faveolata",12.8136,28.288,11.03160381,1.16153555,NA,1.264438144,32.7906,29.0445,9.857894897,NA,1.261630991,-0.472369194,-0.701339719,0.900595665,"macro","macro",NA,NA,NA,NA,1094,2.9972602739726,"caribbean","saintCroix","saintCroix-south","caribbean.saintCroix",10.5165485984156,0.105165485984156,-3.79670686776358,-0.039023874352529,-6.56668021823583,12.5197066470521,-9.74973329657983
"atlantic","STX","south","South",17.70121,-64.64793,15,"BMU","NCRMP",6451,"SUCCESSFULLY RECOVERED",2019-09-10,2022-09-08,2.997260274,"O. faveolata",16.3125,31.567,11.85253143,1.376288272,NA,1.47320438,34.0333,31.2481,10.10514736,NA,1.49793592,-0.56672287,-1.1806612,0.661282539,"macro","macro",NA,NA,NA,NA,1094,2.9972602739726,"caribbean","saintCroix","saintCroix-south","caribbean.saintCroix",-4.43321526508226,-0.0443321526508226,-15.098532099901,0.343807590645946,-7.87834580857709,9.1928750279936,-16.4130613193175
"atlantic","STX","south","South",17.70121,-64.64793,15,"BMU","NCRMP",6452,"SUCCESSFULLY RECOVERED",2019-09-10,2022-09-08,2.997260274,"O. faveolata",13.3178,29.1088,11.41427994,1.166766548,NA,1.260710161,32.4425,28.7713,9.510907173,NA,1.259180865,-0.292390823,-1.610981944,0.833167076,"macro","macro",NA,NA,NA,NA,1094,2.9972602739726,"caribbean","saintCroix","saintCroix-south","caribbean.saintCroix",-4.69178473491771,-0.0469178473491771,-14.877554738536,-0.021259637416209,-4.06469570364869,11.5823424261121,-22.3952014609994
"atlantic","STX","south","South",17.70121,-64.64793,15,"BMU","NCRMP",6454,"SUCCESSFULLY RECOVERED",2019-09-10,2022-09-08,2.997260274,"O. faveolata",13.9269,29.1241,11.35140896,1.226887345,NA,1.314155,31.5453,28.4105,9.639018059,NA,1.3311094,-0.293352127,-1.419038774,0.141406059,"macro","macro",NA,NA,NA,NA,1094,2.9972602739726,"caribbean","saintCroix","saintCroix-south","caribbean.saintCroix",-9.92017062766605,-0.0992017062766605,-21.8391783718007,0.235693022547229,-4.07805935233851,1.96576826382541,-19.7268872832876
"atlantic","STX","south","South",17.70121,-64.64793,15,"BMU","NCRMP",6455,"SUCCESSFULLY RECOVERED",2019-09-10,2022-09-08,2.997260274,"O. faveolata",14.1152,30.0979,10.83542061,1.302690547,NA,1.310063273,34.1612,31.6653,9.332473755,NA,1.44596582,-0.557581902,-0.945364952999999,1.815353394,"macro","macro",NA,NA,NA,NA,1094,2.9972602739726,"caribbean","saintCroix","saintCroix-south","caribbean.saintCroix",21.7893433881779,0.217893433881779,4.34294586894426,1.88926072726234,-7.75127187042962,25.236288422075,-13.1420706827011
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6421,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",12.6411,28.1309,10.54365635,1.19892944,NA,1.29860779,31.897,28.4671,9.423325539,NA,1.306192026,-0.146504402,-0.973826408999999,0.78026104,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",4.69086391437306,0.0469086391437306,-4.74485727886085,0.105819806574924,-2.04411722974006,10.8866697094801,-13.5874097586009
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6423,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",12.3683,27.9151,11.07052803,1.117227649,NA,1.210473625,30.8168,28.1214,9.780055046,NA,1.236175359,-0.282099724,-1.00837326,0.553178787,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",2.87842125382266,0.0287842125382266,-10.2871705621177,0.358605998088683,-3.93602443654434,7.71828200516055,-14.069428130734
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6424,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",13.1351,28.6674,10.47958374,1.253399021,NA,1.35286591,32.1506,29.6663,9.335400581,NA,1.36470161,-0.358523369,-0.78565979,1.052687645,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",13.937251529052,0.13937251529052,-1.27660025267584,0.16513878058104,-5.00233293902905,14.6877289917813,-10.9619963054281
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6425,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",16.128,31.691,10.98272324,1.468488247,NA,1.5074208,36.6671,33.3254,9.9773283,NA,1.53841347,-0.274400711,-0.730994229,1.467567444,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",22.804128440367,0.22804128440367,6.44850779663608,0.432428308486239,-3.82860319246942,20.4763806215596,-10.1992696324541
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6426,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",8.4881,23.769,8.948578835,0.94854168,NA,1.029425275,24.7633,21.9781,5.015421867,NA,1.121865709,-0.449598312,-3.483558656,0.81768322,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",-24.9877102446483,-0.249877102446483,-43.4689571108563,1.28978434288991,-6.27306513302752,11.4088063952599,-48.6046983730887
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6427,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",11.8489,27.4253,10.83964348,1.093107907,NA,1.193120898,31.8462,27.571,8.333301544,NA,1.245665819,-0.306535721,-2.199806215,1.277529716,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",2.03289373088687,0.0203289373088687,-17.1451246292049,0.733138232607033,-4.27697011334098,17.8248603340979,-30.6930148499618
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6428,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",17.9841,33.5751,12.83194542,1.401510014,NA,1.49538143,37.6452,35.1297,11.70480824,NA,1.51012451,-0.31727314,-0.809864040000001,1.347327232,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",21.6907110091743,0.216907110091743,3.07222358486238,0.205704288990828,-4.42678501911315,18.7987171131498,-11.2997085091743
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6429,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",16.8411,32.2405,12.04959869,1.397648207,NA,1.49117415,35.1948,33.5336,11.43054485,NA,1.51106629,-0.091358185,-0.527695654999999,0.784226418,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",18.0421062691132,0.180421062691132,2.30458681077982,0.277547060397554,-1.27468415615443,10.9419970401376,-7.36272607320335
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",6430,"SUCCESSFULLY RECOVERED",2019-09-11,2022-09-05,2.98630137,"O. faveolata",17.2922,32.8795,11.46706581,1.507988206,NA,1.58286778,32.4591,29.9683,7.431598663,NA,1.68244701,-0.152804375,-3.882662772,1.215860367,"macro","macro",NA,NA,NA,NA,1090,2.98630136986301,"caribbean","saintCroix","saintCroix-north","caribbean.saintCroix",-40.6188073394496,-0.406188073394496,-39.3408438340979,1.38938910359327,-2.13201822916667,16.9644126129587,-54.1732382178899
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6416,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",15.9724,31.4093,11.00426674,1.451473358,NA,1.52964503,32.8099,30.5451,9.039971352,NA,1.57994468,-0.041121483,-1.923173905,0.625731468,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-12.0467842957531,-0.120467842957531,-18.659327482432,0.701167592804768,-0.573225683432631,8.7225781324473,-26.8086799314467
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6417,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",11.2581,26.811,10.07922649,1.116960712,NA,1.205544106,22.9975,21.2506,4.103196144,NA,1.34646444,-0.032504082,-5.943526264,0.249157906,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-77.5109227008861,-0.775109227008861,-79.831516979835,1.96440276161014,-0.453100745875344,3.47321401199206,-82.8516302459517
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6418,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",13.1015,28.6904,11.91806316,1.099297749,NA,1.190285989,27.1105,25.2262,7.213391304,NA,1.254772784,-0.047241211,-4.657430645,0.488333702,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-48.2902917812405,-0.482902917812405,-58.7749551714788,0.898933706652919,-0.658533532500764,6.80727930148182,-64.9237009404598
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6419,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",17.5938,33.0531,11.70125484,1.503582329,NA,1.59620376,32.9211,29.8602,8.835033417,NA,1.57137178,-0.644202232,-2.222019191,0.20716095,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-44.5084211732356,-0.445084211732356,-37.0667992913611,-0.346153097311336,-8.98005708371525,2.8877844007791,-30.974526608425
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6420,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",16.2181,31.7312,11.39140606,1.423713624,NA,1.51880091,34.1496,30.9583,9.326920509,NA,1.50815016,-0.043061256,-2.021424295,0.76563549,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-10.7740795905897,-0.107740795905897,-18.1057238109151,-0.148469437442712,-0.600265751604033,10.6728136972961,-28.1782717566071
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6431,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",15.6896,31.2084,11.24570847,1.395163323,NA,1.47818103,31.6463,29.7466,8.690322876,NA,1.53782619,-0.357493401,-2.197892193,0.540458679,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-20.3772150931867,-0.203772150931867,-28.0876995101971,0.831442231897343,-4.98339029044455,7.53389160689734,-30.6382008266499
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6432,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",19.5609,34.7335,11.8415451,1.651887472,NA,1.70037524,37.6492,34.9424,10.46267509,NA,1.74884047,-0.083324432,-1.295545578,0.772639275,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",2.91202642835319,0.0291202642835319,-8.450741608425,0.675596125496485,-1.16152679804461,10.7704451334785,-18.0596599438589
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6433,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",11.5178,27.0024,11.60199165,0.992743345,NA,1.084072525,24.2861,21.8891,5.35392952,NA,1.167611905,-0.298304558,-5.949757572,0.169369698,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-71.2784333944394,-0.712784333944394,-84.7358210235258,1.1645231324473,-4.15830903108769,2.36098150664528,-82.9384934990834
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6434,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",15.5061,30.816,10.89174271,1.423656472,NA,1.52359892,31.6297,29.8268,8.866001129,NA,1.53718513,-0.012145042,-2.013596539,0.590369225,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",-13.7892606171708,-0.137892606171708,-20.0088187419798,0.189389193782462,-0.169299584860984,8.22963516364956,-28.0691543207684
"atlantic","STX","west","Sprat Hole",17.7338,-64.89639,15,"BMU","NCRMP",6435,"SUCCESSFULLY RECOVERED",2019-09-12,2022-09-07,2.989041096,"O. faveolata",13.5761,29.0079,9.974684715,1.361055551,NA,1.4472824,32.2614,29.6513,8.60796833,NA,1.48932585,-0.296768189,-1.069948196,1.004407883,"macro","macro",NA,NA,NA,NA,1091,2.98904109589041,"caribbean","saintCroix","saintCroix-west","caribbean.saintCroix",8.96887412160097,0.0896887412160097,-5.05051188626641,0.586077728765658,-4.13689233826001,14.0012556253819,-14.9148751733883
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6501,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",15.0077,30.4856,10.86957264,1.380707457,NA,1.40505458,36.0542,32.9871,10.00243378,NA,1.521054,-0.059635162,-0.807503698,0.579116821,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",34.5851325757575,0.345851325757575,-3.98212288768939,1.60377985984848,-0.82450129280303,8.00672877518939,-11.1643503700758
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6502,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",16.1963,31.9716,12.31342506,1.315336709,NA,1.34679512,37.9071,32.9902,10.46448612,NA,1.46013678,-0.124497414,-1.724441526,1.26693821,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",14.0829166666667,0.140829166666667,-8.04660100189395,1.56703431439394,-1.72127106477273,17.5163805549242,-23.8417104920455
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6503,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",13.6198,29.42,11.22370148,1.213485589,NA,1.247779105,34.7319,31.1722,9.277645111,NA,1.3832506,-0.607655525,-1.338400844,1.20451355,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",24.2254924242424,0.242254924242424,-10.2523912475379,1.87299604829545,-8.4012979782197,16.6533123390151,-18.5044056083333
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6504,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",13.8113,29.5094,11.58513451,1.192157069,NA,1.222711426,34.6461,29.5283,8.261873245,NA,1.40147076,-0.256221771,-3.067039494,1.616200447,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",0.261306818181848,0.00261306818181848,-23.6014090367424,2.47148321628788,-3.54246009147727,22.345195574053,-42.4041445193182
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6505,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",16.3913,31.1693,11.81746101,1.387040751,NA,1.41212542,34.6729,32.4938,9.946077347,NA,1.53872949,-0.033946037,-1.837437626,1.712124825,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",18.3122159090909,0.183122159090909,-2.20187408598487,1.75039717992424,-0.469329678219697,23.6714227698864,-25.4039671776515
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6506,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",15.1661,30.9883,11.2847271,1.343949204,NA,1.36565935,34.8466,32.0992,9.746520996,NA,1.49449551,-0.060845375,-1.477360729,1.280199051,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",15.3590340909092,0.153590340909092,-3.56714296761364,1.78125751515151,-0.841233404356061,17.6997217278409,-20.4256312910985
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6507,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",17.1781,32.725,11.60647202,1.480044924,NA,1.50570975,38.2735,34.8006,10.58275223,NA,1.61024667,-0.106884956,-0.916834833999999,1.569087982,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",28.6967424242424,0.286967424242424,7.54012841212121,1.44530211363636,-1.47776549015152,21.6938300541667,-12.6759361518939
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6508,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",14.4908,30.1053,11.93891144,1.213745497,NA,1.245790195,30.5757,27.8454,7.166665077,NA,1.39822157,-0.210122109,-4.562124254,1.345739365,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",-31.2448295454545,-0.312448295454545,-47.3740550859848,2.10747923768939,-2.90509734034091,18.6058662206439,-63.0748239662879
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6509,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",14.0061,29.671,11.06956673,1.265279874,NA,1.303581803,31.8298,29.2001,8.224914551,NA,1.42677506,-0.049198151,-2.795454028,1.272517204,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",-6.51054924242425,-0.0651054924242425,-21.7359570407197,1.70324010625,-0.680201708901515,17.5935143734848,-38.649269705303
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,15,"BMU","BMUQuest",6510,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",15.6388,31.1018,12.10354328,1.292084445,NA,1.321857767,36.0118,31.364,9.311067581,NA,1.4425035,-0.166571617,-2.625904082,1.440668106,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",3.62511363636364,0.0362511363636364,-18.6897640698864,1.66801865700757,-2.30297879564394,19.9183279806818,-36.3051132549242
"atlantic","FLK","upper","UKO3",24.88266,-80.56088,15,"BMU","BMUQuest",6511,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",15.9356,31.4454,11.3361311,1.405735331,NA,1.4380463,37.9211,33.4836,10.48247623,NA,1.50865378,-0.385954857,-0.467700013,1.629203796,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",28.1796590909091,0.281796590909091,10.7225514390152,0.976201901515149,-5.33611828806818,22.524976725,-6.46630699791667
"atlantic","FLK","upper","UKO3",24.88266,-80.56088,15,"BMU","BMUQuest",6512,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",18.3105,33.8311,11.52939606,1.588157776,NA,1.57932751,39.6013,34.9874,10.72194386,NA,1.62969855,-0.003107071,-0.804345129,1.472331047,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",15.9867234848485,0.159867234848485,9.19245375587122,0.69641778787879,-0.0429576104166667,20.3560921270833,-11.1206807607954
"atlantic","FLK","upper","UKO3",24.88266,-80.56088,15,"BMU","BMUQuest",6513,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",15.6947,31.3694,11.14605904,1.408094102,NA,1.44363923,35.9808,32.4213,10.37241554,NA,1.48959901,-0.151963234,-0.621680266,1.166567802,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",14.5433143939394,0.145433143939394,5.43247614507574,0.635428776515152,-2.10100683371212,16.1286836261364,-8.59520064734849
"atlantic","FLK","upper","UKO3",24.88266,-80.56088,15,"BMU","BMUQuest",6514,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",13.1914,28.9332,10.50886917,1.25526351,NA,1.26908289,29.4576,25.6084,6.999381065,NA,1.37777002,-0.052073479,-3.457414626,0.508538246,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",-45.9678787878788,-0.459678787878788,-41.4904052475379,1.50268191098485,-0.719955296780303,7.03092650719697,-47.8013764579546
"atlantic","FLK","upper","UKO3",24.88266,-80.56088,15,"BMU","BMUQuest",6515,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",15.1336,30.5027,10.24477673,1.477201544,NA,1.45081815,33.4888,30.2149,9.284700394,NA,1.54639302,-0.172416687,-0.787659649,0.661763191,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",-3.97905303030304,-0.0397905303030304,-4.12440522443182,1.32139498295455,-2.38379131647727,9.14937745132576,-10.8899913592803
"atlantic","FLK","upper","UKO3",24.88266,-80.56088,15,"BMU","BMUQuest",6516,"SUCCESSFULLY RECOVERED",2020-01-07,2023-01-11,3.01369863,"O. faveolata",15.7692,31.2175,11.24657536,1.402133494,NA,1.39793896,35.784,32.2926,9.942232132,NA,1.48814133,-0.188012123,-1.116331105,1.580125809,"macro","macro",NA,NA,NA,NA,1100,3.01369863013699,"florida","keys","keys-uko","florida.keys",14.864071969697,0.14864071969697,3.81290310852275,1.24711610037879,-2.59941003390152,21.8464363744318,-15.4341232320076
