"basin","region","subRegion","siteName","latitude","longitude","depth","intrumentType","projectCode","tagNum","fate","dateDeployment","dateRecovery","duration","species","dimensions","massBlockPre","massEpoxiedPre","volumeBlockPre","densityRWPre","densityHUPre","densityCTPre","massDirtyPost","massCleanPost","volumeBlockPost","densityHUPost","densityCTPost","macroboring","grazing","accretion","machinePre","machinePost","carbMDPre","carbEQPre","carbMDPost","carbEQPost","sa","notes","instrument"
"atlantic","FLK","upper","Cheeca Rocks",24.89742,-80.61573,5,"BMU","NCRMP",2178,"SUCCESSFULLY RECOVERED",2013-06-19,2017-03-29,3.78,"Orbicella sp.","5x2x1",NA,33.3421,NA,1.551698646,NA,1.72045488,30.9243,28.8598,4.735098839,NA,1.65161835,-0.068226814,NA,0.716428757,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","Cheeca Rocks",24.89742,-80.61573,5,"BMU","NCRMP",2181,"SUCCESSFULLY RECOVERED",2013-06-19,2017-03-29,3.78,"Orbicella sp.","5x2x1",NA,33.2149,NA,1.350194629,NA,1.54720432,34.1697,30.9789,7.552877426,NA,1.40928528,-0.16062355,NA,0.562911987,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","Cheeca Rocks",24.89742,-80.61573,5,"BMU","NCRMP",2182,"SUCCESSFULLY RECOVERED",2013-06-19,2017-03-29,3.78,"Orbicella sp.","5x2x1",NA,35.9652,NA,1.493906305,NA,1.68230607,33.6769,31.5271,6.728181839,NA,1.50760154,-0.112875938,NA,0.638614655,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","Cheeca Rocks",24.89742,-80.61573,5,"BMU","NCRMP",2183,"SUCCESSFULLY RECOVERED",2013-06-19,2017-03-29,3.78,"Orbicella sp.","5x2x1",NA,35.3131,NA,1.305400004,NA,1.51093774,28.5274,25.1312,3.388526917,NA,1.46055272,-0.031963348,NA,0.230764389,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","Cheeca Rocks",24.89742,-80.61573,5,"BMU","NCRMP",2184,"SUCCESSFULLY RECOVERED",2013-06-19,2017-03-29,3.78,"Orbicella sp.","5x2x1",NA,32.0953,NA,1.34997659,NA,1.54313396,33.8795,31.1685,7.349707603,NA,1.47173466,-0.065686226,NA,1.040353775,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","Cheeca Rocks",24.89742,-80.61573,5,"BMU","NCRMP",2179,"BASE ONLY",2013-06-19,2017-03-29,3.78,"Orbicella sp.","5x2x1",NA,30.9351,NA,1.33142,NA,NA,21.4783,19.1966,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","Cheeca Rocks",24.89742,-80.61573,5,"BMU","NCRMP",2180,"BASE ONLY",2013-06-19,2017-03-29,3.78,"Orbicella sp.","5x2x1",NA,35.4803,NA,1.434159,NA,NA,21.755,19.3191,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",4981,"SUCCESSFULLY RECOVERED",2014-05-26,2018-05-06,3.95,"O.faveolata","5x2x1",14.0751,30.2675,12.496,1.126368438,NA,NA,NA,27.4437,9.76557827,NA,1.111160213,-0.718619545,2.011802185,0.838748528,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",4982,"SUCCESSFULLY RECOVERED",2014-05-26,2018-05-06,3.95,"O.faveolata","5x2x1",13.2494,29.1637,12.14,1.091383855,NA,NA,NA,29.6147,10.47180383,NA,1.258118857,-0.176399748,1.491796422,1.268126388,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",4983,"SUCCESSFULLY RECOVERED",2014-05-26,2018-05-06,3.95,"O.faveolata","5x2x1",12.0356,27.8296,11.81,1.019102456,NA,NA,NA,26.6422,9.441600804,NA,1.160875592,-0.148427444,2.219971752,0.605460033,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",4984,"SUCCESSFULLY RECOVERED",2014-05-26,2018-05-06,3.95,"O.faveolata","5x2x1",12.0324,27.5485,11.243,1.070212577,NA,NA,NA,27.9266,9.798331356,NA,1.235390046,-0.082423452,1.362245192,1.0142728,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STX","north","Salt River",17.78532,-64.75953,15,"BMU","NCRMP",4985,"SUCCESSFULLY RECOVERED",2014-05-26,2018-05-06,3.95,"O.faveolata","5x2x1",15.6086,30.8748,11.569,1.349174518,NA,NA,NA,32.1326,11.45001047,NA,1.40225424,-0.092036517,0.026953013,0.991175694,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STT","south","Brewer's Bay",18.34402,-64.98453,10,"BMU","NCRMP",4980,"SUCCESSFULLY RECOVERED",2014-06-30,2017-08-15,3.13,"O.faveolata","5x2x1",13.0875,29.7677,10.721,1.220735006,NA,NA,21.3629,19.7504,2.578928947,NA,1.36913944,-0.065505981,8.07657,0.119768143,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STT","south","Brewer's Bay",18.34402,-64.9845,10,"BMU","NCRMP",4976,"BASE ONLY",2014-06-30,2017-08-15,3.13,"O.faveolata","5x2x1",9.7555,26.1596,11.128,0.876662,NA,NA,16.8527,16.2627,NA,NA,NA,NA,NA,NA,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STT","south","Brewer's Bay",18.34402,-64.9845,10,"BMU","NCRMP",4977,"BASE ONLY",2014-06-30,2017-08-15,3.13,"O.faveolata","5x2x1",9.6471,25.2667,11.051,0.872962,NA,NA,16.5484,12.9902,NA,NA,NA,NA,NA,NA,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STT","south","Brewer's Bay",18.34402,-64.9845,10,"BMU","NCRMP",4978,"BASE ONLY",2014-06-30,2017-08-15,3.13,"O.faveolata","5x2x1",10.3008,26.656,11.328,0.909322,NA,NA,17.2814,16.6879,NA,NA,NA,NA,NA,NA,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","STT","south","Brewer's Bay",18.34402,-64.9845,10,"BMU","NCRMP",4979,"BASE ONLY",2014-06-30,2017-08-15,3.13,"O.faveolata","5x2x1",10.2208,25.3099,11.826,0.864265,NA,NA,15.8747,14.6419,NA,NA,NA,NA,NA,NA,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","PR","south","La Parguera",17.95355,-67.05065,15,"BMU","NCRMP",4923,"SUCCESSFULLY RECOVERED",2015-01-16,2018-03-01,3.12,"O.faveolata","5x2x1",14.0636,30.2116,10.64904372,1.320644404,NA,1.17428547,NA,30.3422,10.51484621,NA,1.39606302,-0.025234292,0.108963218,0.08007167,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","PR","south","La Parguera",17.95355,-67.05065,15,"BMU","NCRMP",4924,"SUCCESSFULLY RECOVERED",2015-01-16,2018-03-01,3.12,"O.faveolata","5x2x1",11.3535,28.0527,10.09845678,1.124280694,NA,1.285549356,NA,21.2363,3.775719555,NA,1.306378264,-0.263569604,6.059167621,0.217452648,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","PR","south","La Parguera",17.95355,-67.05065,15,"BMU","NCRMP",4925,"SUCCESSFULLY RECOVERED",2015-01-16,2018-03-01,3.12,"O.faveolata","5x2x1",13.066,29.3691,11.35269725,1.15091592,NA,1.296589509,NA,16.5508,0.207376098,NA,1.47015207,NA,11.14532115,0,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","PR","south","La Parguera",17.95355,-67.05065,15,"BMU","NCRMP",4926,"SUCCESSFULLY RECOVERED",2015-01-16,2018-03-01,3.12,"O.faveolata","5x2x1",16.43,33.4736,11.27088407,1.457738355,NA,0.830255409,NA,32.5599,10.83261804,NA,1.45127251,-0.369630878,0.068635152,0.05917184,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","PR","south","La Parguera",17.95355,-67.05065,15,"BMU","NCRMP",4927,"SUCCESSFULLY RECOVERED",2015-01-16,2018-03-01,3.12,"O.faveolata","5x2x1",14.2429,31.0073,10.02135343,1.421255133,NA,1.051298918,NA,22.2645,3.776474867,NA,1.63241578,-0.197891781,6.046986782,0.010419874,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FGB","east","East Buoy 3",27.9074,-93.59925,20.4,"BMU","NCRMP",4918,"SUCCESSFULLY RECOVERED",2015-06-01,2019-06-03,4.01,"O. faveolata","5x2x1",11.8048,28.0015,11.6433,1.013870638,NA,1.4430192,27.061,23.123,3.64172,NA,1.426168,NA,-8.00158,1.63177,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FGB","east","East Buoy 3",27.9074,-93.59925,20.1,"BMU","NCRMP",4921,"SUCCESSFULLY RECOVERED",2015-06-01,2019-06-03,4.01,"O. faveolata","5x2x1",16.0865,32.3202,10.9771,1.465459912,NA,1.62668736,35.854,32.684,8.34054,NA,1.633432,-0.0609999,-2.6975599,1.56664,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FGB","east","East Buoy 3",27.9074,-93.59925,20.7,"BMU","NCRMP",4922,"SUCCESSFULLY RECOVERED",2015-06-01,2019-06-03,4.01,"O. faveolata","5x2x1",13.4232,29.7564,11.8289,1.134780073,NA,1.48074624,25.633,20.701,1.58389,NA,1.83308,NA,-10.24501,1.09282,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FGB","east","East Buoy 3",27.9074,-93.59925,20.4,"BMU","NCRMP",4919,"BASE ONLY",2015-06-01,2019-06-03,4.01,"O. faveolata","5x2x1",15.5101,32.1807,11.9123,1.30202396,NA,1.22630088,21.061,NA,NA,NA,NA,NA,NA,NA,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FGB","east","East Buoy 3",27.9074,-93.59925,21,"BMU","NCRMP",4920,"BASE ONLY",2015-06-01,2019-06-03,4.01,"O. faveolata","5x2x1",10.2085,26.2419,10.8294,0.94266534,NA,1.24876176,19.404,NA,NA,NA,NA,NA,NA,NA,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","DRTO","west","Bird Key Reef",24.61123,-82.87045,13.1,"BMU","NCRMP",4913,"SUCCESSFULLY RECOVERED",2015-09-02,2018-07-11,2.86,"O.faveolata","5x2x1",11.876,26.0486,9.494440971,1.250837204,NA,1.595972239,NA,25.7203,8.941961288,NA,1.289235698,-0.294390678,0.258089005,0.374058723,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","DRTO","west","Bird Key Reef",24.61123,-82.87045,13.7,"BMU","NCRMP",4914,"SUCCESSFULLY RECOVERED",2015-09-02,2018-07-11,2.86,"O.faveolata","5x2x1",12.3017,27.8037,9.797457466,1.255601266,NA,1.617745034,NA,25.2274,7.00627327,NA,1.40847913,-0.212988854,2.578195343,0.321942329,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","DRTO","west","Bird Key Reef",24.61123,-82.87045,13.7,"BMU","NCRMP",4915,"SUCCESSFULLY RECOVERED",2015-09-02,2018-07-11,2.86,"O.faveolata","5x2x1",11.422,27.5665,9.929122261,1.150353445,NA,1.647611546,NA,23.0264,5.653100967,NA,1.32587689,-0.10751152,4.168509774,0.378084183,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","DRTO","west","Bird Key Reef",24.61123,-82.87045,13.4,"BMU","NCRMP",4916,"SUCCESSFULLY RECOVERED",2015-09-02,2018-07-11,2.86,"O.faveolata","5x2x1",13.0151,29.0011,10.20439228,1.275440971,NA,1.537039963,NA,25.0901,6.959572792,NA,1.38537311,-0.207521439,3.037298049,0.137063026,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","DRTO","west","Bird Key Reef",24.61123,-82.87045,13.7,"BMU","NCRMP",4917,"SUCCESSFULLY RECOVERED",2015-09-02,2018-07-11,2.86,"O.faveolata","5x2x1",14.74,32.5247,10.85277775,1.358177633,NA,1.700524094,NA,33.3727,10.44620419,NA,1.45033752,-0.240789414,0.165784147,0.947776794,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3581,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",14.1761,31.5118,10.48926544,1.351486439,NA,1.36656807,47.5558,42.2013,8.278678894,NA,1.5413123,-0.421952248,1.788634298,7.114617348,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI2",24.57899,-81.49734,6.5,"BMU","BMUQuest",3584,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",17.2898,34.6655,11.60950184,1.489280095,NA,1.50189053,41.4307,37.4618,9.321126938,NA,1.56658615,-0.871361733,1.41701317,3.325767517,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3585,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",12.6551,29.7335,11.09343624,1.140773672,NA,1.156643789,32.985,34.5165,10.95150661,NA,1.256998428,-0.055463791,0.086465839,3.374656677,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","UKO1",24.9025,-80.53104,6.5,"BMU","BMUQuest",3586,"Not Recovered",2016-04-19,NA,NA,"O. faveolata","5x2x1",12.0719,29.8163,11.09545326,1.088004223,NA,1.106264082,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","upper","UKO3",24.88266,-80.56088,6.5,"BMU","BMUQuest",3594,"SUCCESSFULLY RECOVERED",2016-04-19,2020-01-07,3.720547945,"O. faveolata","5x2x1",16.8901,34.8306,11.97926044,1.409945137,NA,1.41645581,30.2548,29.5014,7.263988495,NA,1.53720341,-1.393220901,3.322051044,0.466000557,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3600,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.5829,32.4575,11.24147701,1.386196848,NA,1.3636413,47.8279,40.8045,9.636760712,NA,1.44147693,-0.176150322,1.428565976,6.952749252,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3701,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",15.1259,32.5864,10.30862617,1.467305124,NA,1.45399261,32.163,31.4127,7.485955238,NA,1.4323274,-2.451908112,0.37076282,1.873864174,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3706,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",13.1833,30.4102,9.708832741,1.35786663,NA,1.35050174,42.9391,39.0982,7.256237984,NA,1.36538973,-0.203719139,2.248875618,8.079242706,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI2",24.57899,-81.49734,6.5,"BMU","BMUQuest",3707,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",9.9964,26.2985,8.293107033,1.205386589,NA,1.150381302,28.9369,22.6673,2.425909996,NA,1.35598317,-0.808782578,5.05841446,1.913157463,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3708,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",9.8622,26.6086,8.777647018,1.123558509,NA,1.085379652,22.6758,19.7123,0.342782021,NA,1.47453265,-0.00671196,8.428153038,1.15722084,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3709,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",11.6604,28.4425,9.824317932,1.186891556,NA,1.168784414,27.146,25.8504,4.563282967,NA,1.37991224,-0.54747963,4.713555336,2.206973076,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI2",24.57899,-81.49734,6.5,"BMU","BMUQuest",3713,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.2968,32.5158,11.04234123,1.385285935,NA,1.39145902,34.0113,28.4582,7.660131454,NA,1.4040276,-1.241231918,2.140977858,0.728831291,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3714,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",17.953,36.4117,11.19027042,1.604340139,NA,1.59524631,39.6821,38.3865,10.82939529,NA,1.66307078,-0.23138237,0.12949276,1.435149193,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3716,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.1181,32.6416,11.28810024,1.339295336,NA,1.33785526,38.1477,35.3329,10.22418594,NA,1.35832547,-0.234000206,0.829914094,2.925367355,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI2",24.57899,-81.49734,6.5,"BMU","BMUQuest",3720,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",14.605,32.2248,10.77870369,1.354986687,NA,1.34668499,36.8654,32.4656,9.296622276,NA,1.35646897,-0.652647972,0.829433442,1.032877922,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3721,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",14.2439,31.6748,10.71525764,1.329310081,NA,1.31887063,33.4271,29.1036,7.017354012,NA,1.43524494,-0.305291176,3.392612452,0.997206688,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3726,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",13.4436,31.6166,11.43554878,1.175597276,NA,1.207659194,36.2999,32.4485,6.7483778,NA,1.3230264,-0.730530739,3.956640241,3.282096863,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3727,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",14.6657,31.6277,11.6161623,1.262525404,NA,1.276092993,27.628,25.2991,4.833374977,NA,1.41385643,-0.434646606,6.348140717,0.485484123,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3729,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",14.1865,31.3443,10.85331631,1.307112001,NA,1.320396,38.5551,34.9492,7.363509178,NA,1.4800763,-0.685400963,2.804406169,3.634946823,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI2",24.57899,-81.49734,6.5,"BMU","BMUQuest",3735,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",13.7521,30.3111,11.13167381,1.235402711,NA,1.256610915,39.3802,30.5349,7.406707764,NA,1.3979474,-0.516958237,3.208007809,2.282289505,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3740,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",12.1291,28.999,10.17259312,1.192331184,NA,1.214825689,28.454,26.8085,6.417363167,NA,1.38525829,-0.089744568,3.665485385,0.939270973,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3742,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",19.5861,36.8759,11.88041782,1.648603635,NA,1.64666439,46.0159,42.5099,11.38613605,NA,1.73579301,-0.021921158,0.472360612,3.471387863,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3746,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",17.1837,34.4261,11.35146046,1.513787592,NA,1.51456291,41.5752,37.9498,10.21458149,NA,1.63142036,-0.297635078,0.839243892,2.39926815,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3755,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",15.445,32.0662,11.07240772,1.394908893,NA,1.37845799,33.6824,33.0171,9.965835571,NA,1.42818088,-0.128488541,0.978083608,1.261685371,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3759,"Not Recovered",2016-04-19,NA,NA,"O. faveolata","5x2x1",16.0763,32.3021,11.39832401,1.410409108,NA,1.38530063,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3760,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",17.7295,34.3014,11.46341801,1.546615502,NA,1.50091886,37.6593,31.2409,6.465479851,NA,1.58005978,-0.168228149,4.82971001,2.111392021,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3762,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.3306,32.5415,11.03713131,1.38900223,NA,1.35386076,41.7519,34.5532,7.800078392,NA,1.49832169,-0.142762184,3.094290734,3.332917213,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI2",24.57899,-81.49734,6.5,"BMU","BMUQuest",3765,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",16.0692,32.8926,11.15659904,1.440331408,NA,1.44849565,42.6488,36.4835,9.829098701,NA,1.54179894,-0.566791534,0.760708805,2.631251335,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3768,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.6765,32.6121,11.46769238,1.367014346,NA,1.36485279,38.6242,34.2613,8.051510811,NA,1.47329865,-0.09022522,3.325956349,3.398251534,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI2",24.57899,-81.49734,6.5,"BMU","BMUQuest",3770,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",13.9257,31.73,11.52614307,1.208183858,NA,1.208120487,41.0206,34.8332,9.505748749,NA,1.3793372,-0.891875267,1.128519054,2.507311821,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3772,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",18.6282,35.2232,11.42775536,1.630083898,NA,1.58942161,34.1271,29.6442,5.856296539,NA,1.65225291,-4.324012756,1.247446065,1.54083252,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3775,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.7938,32.5604,11.19515419,1.410771101,NA,1.41082956,33.8959,26.6786,4.856145859,NA,1.54877111,-0.298356056,6.040652275,1.327363014,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3776,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",17.4191,33.9768,12.21072006,1.426541589,NA,1.41263556,39.3708,38.659,11.23126316,NA,1.51624564,-0.119330406,0.860126494,2.929392815,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3778,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.9276,33.1913,11.42815876,1.393715325,NA,1.37382693,45.3471,40.5783,10.13910198,NA,1.49700664,-0.162846565,1.126210215,4.454750061,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKI1",24.5859,-81.58272,3,"BMU","BMUQuest",3781,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",15.9965,33.1743,11.40293312,1.402840816,NA,1.41396409,32.8624,27.5214,5.350144386,NA,1.50334643,-0.509628296,5.543160438,1.311149597,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO1",24.52202,-81.57709,5,"BMU","BMUQuest",3782,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",17.3413,35.517,11.54195309,1.502458021,NA,1.50700592,41.6655,37.0406,9.826858521,NA,1.61893502,-0.21462822,1.500466349,1.643743515,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3783,"SUCCESSFULLY RECOVERED",2016-04-19,2020-03-06,3.882191781,"O. faveolata","5x2x1",18.2366,34.5927,11.31856155,1.611211806,NA,1.57752462,44.135,43.192,11.05206585,NA,1.66623094,-0.083281517,0.183214183,4.994530678,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"atlantic","FLK","lower","LKO2",24.55326,-81.43753,7,"BMU","BMUQuest",3784,"SUCCESSFULLY RECOVERED",2016-04-19,2022-10-18,6.501369863,"O. faveolata","5x2x1",18.1508,35.6226,12.10532856,1.499405812,NA,1.50242337,45.8769,40.7385,11.18045998,NA,1.60281983,-0.338318825,0.586549755,3.340118408,"macro","macro",NA,NA,NA,NA,NA,NA,NA
