basin,region,subRegion,island,siteName,yearFishSurvey,siteFishSurvey,latitudeFishSurvey,longitudeFishSurvey,latitudeBMU,longitudeBMU,boundaryNumber,habitatFishSurvey,density_ind_PSU,biomass_kg_PSU,density_ind_m2,biomass_g_m2,density_ind_ha,biomass_kg_ha
atlantic,STX,east,,langBank,2017,1113,17.82053,-64.49941,17.82053,-64.49941,,PVMT,5,0.502239629,,,282.4858757,28.37512028
atlantic,STX,east,,langBank,2017,1143,17.79675,-64.47728,17.79675,-64.47728,,PTRF,13.5,0.484086703,,,762.7118644,27.34953124
atlantic,STX,east,,langBank,2017,1215,17.82393,-64.48649,17.82393,-64.48649,,PVMT,30,3.624752337,,,1694.915254,204.7882676
atlantic,STX,east,,langBank,2017,1216,17.82445,-64.4851,17.82445,-64.4851,,PVMT,27,3.183623498,,,1525.423729,179.8657344
atlantic,STX,east,,langBank,2021,4366,17.79965,-64.47679,17.79965,-64.47679,,PTRF,9,0.528273371,,,508.4745763,29.84595316
atlantic,STX,east,,langBank,2021,4379,17.80236,-64.48253,17.80236,-64.48253,,AGRF,20,1.173923576,,,1129.943503,66.32336588
atlantic,STX,east,,langBank,2021,4380,17.80234,-64.45738,17.80234,-64.45738,,AGRF,10,1.143296064,,,564.9717514,64.59299797
atlantic,STX,east,,langBank,2021,4382,17.80283,-64.49682,17.80283,-64.49682,,AGRF,17,0.587216235,,,960.4519774,33.17605847
atlantic,STX,east,,langBank,2019,4385,17.79952,-64.47838,17.79952,-64.47838,,AGRF,46.5,1.669106662,,,2627.118644,94.29981141
atlantic,STX,east,,langBank,2019,4389,17.80066,-64.4729,17.80066,-64.4729,,AGRF,6.5,1.241474844,,,367.2316384,70.13982169
atlantic,STX,east,,langBank,2021,4389,17.80592,-64.50377,17.80592,-64.50377,,AGRF,7.5,0.673159053,,,423.7288136,38.03158492
atlantic,STX,east,,langBank,2019,4393,17.80148,-64.50202,17.80148,-64.50202,,AGRF,22.5,1.480398155,,,1271.186441,83.63831384
atlantic,STX,east,,langBank,2021,4393,17.80685,-64.4934,17.80685,-64.4934,,AGRF,15.5,0.843411372,,,875.7062147,47.65036
atlantic,STX,east,,langBank,2019,4402,17.80372,-64.4828,17.80372,-64.4828,,AGRF,10,0.691989882,,,564.9717514,39.09547356
atlantic,STX,east,,langBank,2019,4408,17.80572,-64.45976,17.80572,-64.45976,,PVMT,13,1.213395844,,,734.4632768,68.55343751
atlantic,STX,east,,langBank,2021,4408,17.81227,-64.49013,17.81227,-64.49013,,AGRF,14,0.455650464,,,790.960452,25.74296407
atlantic,STX,east,,langBank,2019,4411,17.80581,-64.50138,17.80581,-64.50138,,PTRF,8,1.05248625,,,451.9774011,59.4625
atlantic,STX,east,,langBank,2021,4411,17.81488,-64.45996,17.81488,-64.45996,,AGRF,9.5,0.845110982,,,536.7231638,47.74638316
atlantic,STX,east,,langBank,2019,4412,17.80612,-64.46411,17.80612,-64.46411,,PVMT,2,0.42826035,,,112.9943503,24.1955
atlantic,STX,east,,langBank,2021,4415,17.82076,-64.50078,17.82076,-64.50078,,SCR,0,0,,,0,0
atlantic,STX,east,,langBank,2019,4420,17.81066,-64.47383,17.81066,-64.47383,,PVMT,12.5,1.085707949,,,706.2146893,61.33943215
atlantic,STX,east,,langBank,2019,4426,17.81339,-64.46237,17.81339,-64.46237,,PVMT,15,1.78949111,,,847.4576271,101.1011927
atlantic,STX,east,,langBank,2021,4428,17.83331,-64.45361,17.83331,-64.45361,,HARD,17.5,1.533158199,,,988.700565,86.61910729
atlantic,STX,east,,langBank,2021,4429,17.83434,-64.45164,17.83434,-64.45164,,HARD,16,1.86773055,,,903.9548023,105.5215
atlantic,STX,east,,langBank,2019,4430,17.82136,-64.49477,17.82136,-64.49477,,PVMT,0.5,0.1223424,,,28.24858757,6.912
atlantic,STX,east,,langBank,2019,4431,17.82511,-64.48109,17.82511,-64.48109,,PVMT,4,0.506006885,,,225.9887006,28.5879596
atlantic,STX,east,,langBank,2019,4432,17.82557,-64.49556,17.82557,-64.49556,,PVMT,9,0.992262857,,,508.4745763,56.06004842
atlantic,STX,east,,langBank,2019,4434,17.82839,-64.47005,17.82839,-64.47005,,PVMT,9,1.154237501,,,508.4745763,65.21115825
atlantic,STX,north,,saltRiver,2017,1023,17.78533,-64.76053,17.78533,-64.76053,,AGRF,8,0.47212194,,,451.9774011,26.67355593
atlantic,STX,north,,saltRiver,2017,1024,17.78686,-64.75798,17.78686,-64.75798,,AGRF,12,0.45021309,,,677.9661017,25.4357678
atlantic,STX,north,,saltRiver,2017,1039,17.7843,-64.75804,17.7843,-64.75804,,AGRF,0.5,0.0362496,,,28.24858757,2.048
atlantic,STX,north,,saltRiver,2017,1119,17.79189,-64.74884,17.79189,-64.74884,,PVMT,7,0.480709615,,,395.480226,27.15873531
atlantic,STX,north,,saltRiver,2017,1149,17.7907,-64.75179,17.7907,-64.75179,,PVMT,2.5,0.43080915,,,141.2429379,24.3395
atlantic,STX,north,,saltRiver,2017,1222,17.78621,-64.75496,17.78621,-64.75496,,PVMT,0,0,,,0,0
atlantic,STX,north,,saltRiver,2017,1223,17.78908,-64.75253,17.78908,-64.75253,,PVMT,0.5,0.00303555,,,28.24858757,0.1715
atlantic,STX,north,,saltRiver,2017,1277,17.78462,-64.75881,17.78462,-64.75881,,AGRF,15,1.144637185,,,847.4576271,64.66876751
atlantic,STX,north,,saltRiver,2017,1278,17.78538,-64.76102,17.78538,-64.76102,,AGRF,11,0.525737967,,,621.4689266,29.70271
atlantic,STX,north,,saltRiver,2017,1293,17.78465,-64.75708,17.78465,-64.75708,,HARD,2,0.1483968,,,112.9943503,8.384
atlantic,STX,north,,saltRiver,2017,1379,17.78206,-64.75699,17.78206,-64.75699,,AGRF,18,1.475041382,,,1016.949153,83.3356713
atlantic,STX,north,,saltRiver,2017,1380,17.784,-64.75332,17.784,-64.75332,,AGRF,1.5,0.049854255,,,84.74576271,2.816624576
atlantic,STX,north,,saltRiver,2017,1423,17.78287,-64.75615,17.78287,-64.75615,,PVMT,6.5,0.593856818,,,367.2316384,33.55123266
atlantic,STX,north,,saltRiver,2019,4265,17.78059,-64.75503,17.78059,-64.75503,,AGRF,0,0,,,0,0
atlantic,STX,north,,saltRiver,2019,4266,17.78059,-64.75428,17.78059,-64.75428,,AGRF,7.5,0.285048279,,,423.7288136,16.10442254
atlantic,STX,north,,saltRiver,2021,4269,17.78502,-64.7593,17.78502,-64.7593,,AGRF,6.5,0.266552697,,,367.2316384,15.05947441
atlantic,STX,north,,saltRiver,2021,4278,17.78626,-64.75544,17.78626,-64.75544,,PVMT,0,0,,,0,0
atlantic,STX,north,,saltRiver,2021,4279,17.78684,-64.74844,17.78684,-64.74844,,PVMT,0,0,,,0,0
atlantic,STX,north,,saltRiver,2021,4289,17.78846,-64.74672,17.78846,-64.74672,,PVMT,9,0.840493659,,,508.4745763,47.48551746
atlantic,STX,north,,saltRiver,2021,4292,17.78867,-64.75616,17.78867,-64.75616,,AGRF,11.5,0.562264617,,,649.7175141,31.76636254
atlantic,STX,north,,saltRiver,2021,4293,17.78879,-64.74941,17.78879,-64.74941,,PVMT,4,0.53382457,,,225.9887006,30.15958023
atlantic,STX,north,,saltRiver,2021,4303,17.78957,-64.75134,17.78957,-64.75134,,PVMT,5,0.310986138,,,282.4858757,17.56983831
atlantic,STX,north,,saltRiver,2019,4312,17.78409,-64.75974,17.78409,-64.75974,,PVMT,1,0.104643982,,,56.49717514,5.912089379
atlantic,STX,north,,saltRiver,2019,4313,17.78419,-64.75796,17.78419,-64.75796,,AGRF,4.5,0.078423169,,,254.2372881,4.430687514
atlantic,STX,north,,saltRiver,2019,4316,17.78471,-64.75882,17.78471,-64.75882,,AGRF,4.5,0.3708504,,,254.2372881,20.952
atlantic,STX,north,,saltRiver,2019,4317,17.78479,-64.75723,17.78479,-64.75723,,HARD,0.5,0.0019116,,,28.24858757,0.108
atlantic,STX,north,,saltRiver,2019,4322,17.78541,-64.76117,17.78541,-64.76117,,AGRF,6.5,0.441693935,,,367.2316384,24.9544596
atlantic,STX,north,,saltRiver,2021,4322,17.79065,-64.75218,17.79065,-64.75218,,PVMT,4,1.014691831,,,225.9887006,57.32722209
atlantic,STX,north,,saltRiver,2019,4323,17.78549,-64.75631,17.78549,-64.75631,,AGRF,7.5,0.464551856,,,423.7288136,26.24586757
atlantic,STX,north,,saltRiver,2021,4330,17.79163,-64.74812,17.79163,-64.74812,,PVMT,0,0,,,0,0
atlantic,STX,north,,saltRiver,2019,4346,17.78876,-64.75593,17.78876,-64.75593,,AGRF,8,0.210581325,,,451.9774011,11.89725
atlantic,STX,north,,saltRiver,2019,4355,17.78903,-64.74952,17.78903,-64.74952,,PVMT,0.5,0.211455376,,,28.24858757,11.94663141
atlantic,STX,north,,saltRiver,2019,4356,17.78965,-64.74818,17.78965,-64.74818,,PVMT,0,0,,,0,0
atlantic,STX,north,,saltRiver,2019,4361,17.79078,-64.75346,17.79078,-64.75346,,PVMT,0,0,,,0,0
atlantic,STX,north,,saltRiver,2019,4362,17.79045,-64.75185,17.79045,-64.75185,,PVMT,1.5,0.12495315,,,84.74576271,7.0595
atlantic,STX,north,,saltRiver,2019,4440,17.78372,-64.74928,17.78372,-64.74928,,BDRK,0,0,,,0,0
atlantic,STX,north,,saltRiver,2019,4441,17.78404,-64.74903,17.78404,-64.74903,,BDRK,0,0,,,0,0
atlantic,STX,south,,south,2017,1033,17.69822,-64.62501,17.69822,-64.62501,,HARD,5.5,0.912751501,,,310.7344633,51.56788141
atlantic,STX,south,,south,2017,1075,17.69895,-64.62971,17.69895,-64.62971,,PVMT,2,0.197356805,,,112.9943503,11.15010198
atlantic,STX,south,,south,2017,1076,17.7013,-64.63713,17.7013,-64.63713,,PVMT,8.5,0.251250055,,,480.2259887,14.19491836
atlantic,STX,south,,south,2017,1077,17.70898,-64.62505,17.70898,-64.62505,,PVMT,4,0.34311218,,,225.9887006,19.38486893
atlantic,STX,south,,south,2017,1132,17.68541,-64.67719,17.68541,-64.67719,,PVMT,1.5,0.14670645,,,84.74576271,8.2885
atlantic,STX,south,,south,2017,1133,17.68855,-64.68384,17.68855,-64.68384,,PVMT,1,0.31801871,,,56.49717514,17.96715876
atlantic,STX,south,,south,2017,1138,17.69783,-64.62761,17.69783,-64.62761,,AGRF,9.5,0.481231794,,,536.7231638,27.18823695
atlantic,STX,south,,south,2017,1204,17.7066,-64.65866,17.7066,-64.65866,,PVMT,2,0.258872069,,,112.9943503,14.62554062
atlantic,STX,south,,south,2017,1206,17.71147,-64.64917,17.71147,-64.64917,,PVMT,1.5,0.228740509,,,84.74576271,12.9231926
atlantic,STX,south,,south,2017,1207,17.72153,-64.62972,17.72153,-64.62972,,PVMT,0,0,,,0,0
atlantic,STX,south,,south,2017,1208,17.7215,-64.62848,17.7215,-64.62848,,PVMT,1,0.092842634,,,56.49717514,5.245346554
atlantic,STX,south,,south,2021,4072,17.68904,-64.67068,17.68904,-64.67068,,PVMT,0,0,,,0,0
atlantic,STX,south,,south,2021,4077,17.69125,-64.67834,17.69125,-64.67834,,AGRF,0.5,0.0362496,,,28.24858757,2.048
atlantic,STX,south,,south,2021,4078,17.69176,-64.6712,17.69176,-64.6712,,AGRF,1.5,0.205908482,,,84.74576271,11.63324757
atlantic,STX,south,,south,2021,4089,17.69999,-64.6229,17.69999,-64.6229,,AGRF,3,0.1143597,,,169.4915254,6.461
atlantic,STX,south,,south,2019,4093,17.6871,-64.65536,17.6871,-64.65536,,HARD,0.5,0.13828125,,,28.24858757,7.8125
atlantic,STX,south,,south,2019,4097,17.69511,-64.66777,17.69511,-64.66777,,PVMT,0,0,,,0,0
atlantic,STX,south,,south,2021,4099,17.70694,-64.63877,17.70694,-64.63877,,PVMT,0,0,,,0,0
atlantic,STX,south,,south,2019,4107,17.70504,-64.6574,17.70504,-64.6574,,PVMT,0,0,,,0,0
atlantic,STX,south,,south,2019,4119,17.71108,-64.65334,17.71108,-64.65334,,PVMT,0.5,0.01779145,,,28.24858757,1.005166667
atlantic,STX,west,,spratHole,2017,1018,17.74224,-64.89974,17.74224,-64.89974,,AGRF,22,1.038052668,,,1242.937853,58.64704339
atlantic,STX,west,,spratHole,2017,1291,17.74039,-64.89951,17.74039,-64.89951,,HARD,5.5,0.402824621,,,310.7344633,22.75845316
atlantic,STX,west,,spratHole,2017,1420,17.72054,-64.89236,17.72054,-64.89236,,AGRF,9.5,0.382859668,,,536.7231638,21.63048972
atlantic,STX,west,,spratHole,2017,1421,17.72498,-64.89439,17.72498,-64.89439,,AGRF,10,0.251930676,,,564.9717514,14.23337153
atlantic,STX,west,,spratHole,2017,1506,17.71644,-64.88994,17.71644,-64.88994,,AGRF,2.5,0.3585135,,,141.2429379,20.255
atlantic,STX,west,,spratHole,2017,1507,17.71744,-64.8905,17.71744,-64.8905,,AGRF,4.5,0.547700251,,,254.2372881,30.94351701
atlantic,STX,west,,spratHole,2017,1509,17.73591,-64.89772,17.73591,-64.89772,,AGRF,6,0.295685721,,,338.9830508,16.70540797
atlantic,STX,west,,spratHole,2017,1510,17.73629,-64.89451,17.73629,-64.89451,,AGRF,4.5,0.498356533,,,254.2372881,28.15573633
atlantic,STX,west,,spratHole,2017,1511,17.744,-64.90017,17.744,-64.90017,,AGRF,17.5,0.860186724,,,988.700565,48.59812
atlantic,STX,west,,spratHole,2021,4132,17.74405,-64.89849,17.74405,-64.89849,,AGRF,44,3.023033002,,,2485.875706,170.792825
atlantic,STX,west,,spratHole,2019,4142,17.71651,-64.88952,17.71651,-64.88952,,PVMT,8.5,0.739564567,,,480.2259887,41.78330887
atlantic,STX,west,,spratHole,2019,4143,17.71662,-64.88915,17.71662,-64.88915,,SCR,15.5,0.977999251,,,875.7062147,55.25419497
atlantic,STX,west,,spratHole,2019,4152,17.72579,-64.89577,17.72579,-64.89577,,AGRF,24.5,0.822757323,,,1384.180791,46.48346458
atlantic,STX,west,,spratHole,2019,4156,17.73168,-64.89635,17.73168,-64.89635,,AGRF,10,0.550416787,,,564.9717514,31.09699362
atlantic,STX,west,,spratHole,2019,4164,17.74064,-64.89966,17.74064,-64.89966,,HARD,10,0.361228145,,,564.9717514,20.40836977
atlantic,STX,west,,spratHole,2019,4166,17.74255,-64.89687,17.74255,-64.89687,,AGRF,5.5,0.854006948,,,310.7344633,48.24898011
