basin,region,subRegion,island,siteName,yearFishSurvey,siteFishSurvey,latitudeFishSurvey,longitudeFishSurvey,latitudeBMU,longitudeBMU,boundaryNumber,habitatFishSurvey,density_ind_PSU,biomass_kg_PSU,density_ind_m2,biomass_g_m2,density_ind_ha,biomass_kg_ha
atlantic,FLK,upper,,offshore,2022,1126,24.86615,-80.58682,24.86615,-80.58682,,CONT_LR,0,0,,,0,0
atlantic,FLK,upper,,offshore,2022,1175,24.89777,-80.53732,24.89777,-80.53732,,SPGR_HR,6,0.266656887,,,338.9830508,15.06536085
atlantic,FLK,upper,,offshore,2022,1236,24.88056,-80.56252,24.88056,-80.56252,,SPGR_HR,13,1.916036549,,,734.4632768,108.2506525
atlantic,FLK,upper,,offshore,2016,1262U,24.86801634,-80.58508289,24.86801634,-80.58508289,,CONT_LR,1.5,0.003708034,,,84.74576271,0.209493446
atlantic,FLK,upper,,offshore,2018,1287U,24.88579073,-80.55222373,24.88579073,-80.55222373,,SPGR_HR,8,1.040616071,,,451.9774011,58.79186842
atlantic,FLK,upper,,offshore,2022,1291,24.89767,-80.53666,24.89767,-80.53666,,SPGR_HR,4.5,0.826224689,,,254.2372881,46.67936096
atlantic,FLK,upper,,offshore,2022,1292,24.88498,-80.55269,24.88498,-80.55269,,SPGR_HR,23.5,0.759237708,,,1327.683616,42.89478576
atlantic,FLK,upper,,offshore,2022,1293,24.87526,-80.56912,24.87526,-80.56912,,SPGR_HR,8,1.087328847,,,451.9774011,61.43100831
atlantic,FLK,upper,,offshore,2016,1312U,24.90710734,-80.53040928,24.90710734,-80.53040928,,CONT_LR,10.5,2.360920676,,,593.220339,133.3853489
atlantic,FLK,upper,,offshore,2016,1345U,24.91022677,-80.5236203,24.91022677,-80.5236203,,SPGR_LR,9.75,0.268264736,,,550.8474576,15.15619977
atlantic,FLK,upper,,offshore,2022,1346,24.87135,-80.57406,24.87135,-80.57406,,SPGR_HR,21,0.666389891,,,1186.440678,37.64914638
atlantic,FLK,upper,,offshore,2018,1347U,24.88436527,-80.55630933,24.88436527,-80.55630933,,SPGR_LR,23.25,1.214929156,,,1313.559322,68.64006531
atlantic,FLK,upper,,offshore,2018,1348U,24.88588467,-80.56202527,24.88588467,-80.56202527,,SPGR_LR,6.5,0.4404852,,,367.2316384,24.88616949
atlantic,FLK,upper,,offshore,2018,1387U,24.89741372,-80.53789817,24.89741372,-80.53789817,,SPGR_HR,6.75,0.734581993,,,381.3559322,41.50180751
atlantic,FLK,upper,,offshore,2018,1389U,24.89342506,-80.54090462,24.89342506,-80.54090462,,SPGR_HR,26,0.711790906,,,1468.926554,40.21417548
atlantic,FLK,upper,,offshore,2022,1682,24.90454,-80.53295,24.90454,-80.53295,,ISOL_HR,3.5,3.248542257,,,197.740113,183.5334608
atlantic,PR,east,,culebra,2016,1005,18.32018,-65.3327,18.32018,-65.3327,,PVMT,0,0,,,0,0
atlantic,PR,east,,culebra,2016,1009,18.3269,-65.33095,18.3269,-65.33095,,AGRF,32,1.881205757,,,1807.909605,106.2828111
atlantic,PR,east,,culebra,2016,1013,18.31184,-65.31681,18.31184,-65.31681,,SCR,18,0.034569098,,,1016.949153,1.953056384
atlantic,PR,east,,culebra,2016,1017,18.32151,-65.32755,18.32151,-65.32755,,SCR,0,0,,,0,0
atlantic,PR,east,,culebra,2019,6320,18.30126,-65.31244,18.30126,-65.31244,,PTRF,8,0.245255903,,,451.9774011,13.85626571
atlantic,PR,east,,culebra,2019,6330,18.3041,-65.312,18.3041,-65.312,,SCR,2.5,0.415697351,,,141.2429379,23.48572605
atlantic,PR,east,,culebra,2021,6344,18.30559,-65.31516,18.30559,-65.31516,,PTRF,15.5,0.377060269,,,875.7062147,21.30284006
atlantic,PR,east,,culebra,2021,6367,18.3145,-65.31828,18.3145,-65.31828,,BDRK,5,0.002819917,,,282.4858757,0.159317345
atlantic,PR,east,,culebra,2021,6395,18.32128,-65.33337,18.32128,-65.33337,,PVMT,8,0.267243122,,,451.9774011,15.09848147
atlantic,PR,east,,culebra,2021,6407,18.32425,-65.33233,18.32425,-65.33233,,SCR,0,0,,,0,0
atlantic,PR,east,,culebra,2021,6411,18.33053,-65.33249,18.33053,-65.33249,,AGRF,9.5,0.758655447,,,536.7231638,42.86188966
atlantic,PR,east,,fajardo,2016,1020,18.35498,-65.56694,18.35498,-65.56694,,PTRF,18,0.898822502,,,1016.949153,50.78093232
atlantic,PR,east,,fajardo,2016,1029,18.33913,-65.55685,18.33913,-65.55685,,PTRF,4,0.133812316,,,225.9887006,7.560017853
atlantic,PR,east,,fajardo,2016,1031,18.33812,-65.5616,18.33812,-65.5616,,PVMT,12,0.440906795,,,677.9661017,24.90998842
atlantic,PR,east,,fajardo,2016,1037,18.34444,-65.56046,18.34444,-65.56046,,AGRF,0,0,,,0,0
atlantic,PR,east,,fajardo,2019,6391,18.33794,-65.55695,18.33794,-65.55695,,AGRF,6,0.266601471,,,338.9830508,15.06223
atlantic,PR,east,,fajardo,2019,6395,18.34126,-65.57332,18.34126,-65.57332,,SCR,3.5,0.045215679,,,197.740113,2.554558136
atlantic,PR,east,,fajardo,2019,6398,18.34248,-65.56769,18.34248,-65.56769,,SCR,0,0,,,0,0
atlantic,PR,east,,fajardo,2019,6402,18.34369,-65.57078,18.34369,-65.57078,,PTRF,32,0.080674216,,,1807.909605,4.557865311
atlantic,PR,east,,fajardo,2019,6403,18.34462,-65.57417,18.34462,-65.57417,,PTRF,19,0.498386837,,,1073.446328,28.15744842
atlantic,PR,east,,fajardo,2019,6408,18.34541,-65.56293,18.34541,-65.56293,,AGRF,15.5,0.343969118,,,875.7062147,19.4332835
atlantic,PR,east,,fajardo,2019,6414,18.34908,-65.5779,18.34908,-65.5779,,SCR,2,0.066033881,,,112.9943503,3.73072774
atlantic,PR,east,,fajardo,2021,6420,18.34494,-65.57377,18.34494,-65.57377,,PTRF,19.5,0.070345586,,,1101.694915,3.974326893
atlantic,PR,east,,fajardo,2019,6437,18.35448,-65.56693,18.35448,-65.56693,,AGRF,19,0.684884458,,,1073.446328,38.69403718
atlantic,PR,east,,fajardo,2021,6437,18.35495,-65.57593,18.35495,-65.57593,,SCR,2,0.614353604,,,112.9943503,34.70924316
atlantic,PR,east,,fajardo,2021,6442,18.35598,-65.57395,18.35598,-65.57395,,PVMT,6,0.105368343,,,338.9830508,5.953013729
atlantic,PR,east,,fajardo,2019,6444,18.35547,-65.57403,18.35547,-65.57403,,PVMT,2,0.138546004,,,112.9943503,7.827457853
atlantic,PR,north,,fajardo,2016,2031,18.46334,-66.05654,18.46334,-66.05654,,SCR,2,0.001264869,,,112.9943503,0.071461525
atlantic,PR,north,,fajardo,2016,2032,18.46289,-66.00464,18.46289,-66.00464,,AGRF,0,0,,,0,0
atlantic,PR,north,,fajardo,2016,2046,18.45371,-66.02283,18.45371,-66.02283,,AGRF,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6532,18.45192,-66.02245,18.45192,-66.02245,,PTRF,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6535,18.45448,-66.04129,18.45448,-66.04129,,PTRF,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6536,18.45491,-66.03983,18.45491,-66.03983,,PTRF,0.5,0.066046891,,,28.24858757,3.731462768
atlantic,PR,north,,fajardo,2019,6540,18.45636,-66.04877,18.45636,-66.04877,,PTRF,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6541,18.45609,-66.02988,18.45609,-66.02988,,PTRF,1.5,0.007539296,,,84.74576271,0.425948927
atlantic,PR,north,,fajardo,2019,6543,18.45942,-66.01189,18.45942,-66.01189,,PVMT,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6544,18.46119,-66.00991,18.46119,-66.00991,,PVMT,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6545,18.46264,-66.04299,18.46264,-66.04299,,PVMT,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6548,18.46835,-66.1508,18.46835,-66.1508,,PVMT,0,0,,,0,0
atlantic,PR,north,,fajardo,2019,6551,18.47189,-66.14499,18.47189,-66.14499,,PVMT,0,0,,,0,0
atlantic,PR,south,,jobosBay,2016,3059,17.8891,-66.27213,17.8891,-66.27213,,PVMT,0,0,,,0,0
atlantic,PR,south,,jobosBay,2016,3061,17.912,-66.1142,17.912,-66.1142,,PVMT,6.5,0.151062855,,,367.2316384,8.534624576
atlantic,PR,south,,jobosBay,2016,3062,17.9324,-66.0336,17.9324,-66.0336,,AGRF,12,0.762865946,,,677.9661017,43.09977096
atlantic,PR,south,,jobosBay,2016,3090,17.9265,-66.1299,17.9265,-66.1299,,PVMT,0,0,,,0,0
atlantic,PR,south,,jobosBay,2016,3091,17.9366,-66.0406,17.9366,-66.0406,,AGRF,2,0.033632493,,,112.9943503,1.900140847
atlantic,PR,south,,jobosBay,2016,3103,17.94346,-66.07121,17.94346,-66.07121,,PTRF,0.5,0.151856435,,,28.24858757,8.579459605
atlantic,PR,south,,jobosBay,2016,3104,17.9469,-66.0881,17.9469,-66.0881,,PTRF,3,0.176001391,,,169.4915254,9.943581412
atlantic,PR,south,,jobosBay,2016,3114,17.9366,-66.0189,17.9366,-66.0189,,PVMT,0.5,0.015118005,,,28.24858757,0.854124576
atlantic,PR,south,,jobosBay,2016,3193,17.8852,-66.284,17.8852,-66.284,,SCR,0,0,,,0,0
atlantic,PR,south,,jobosBay,2021,6045,17.88837,-66.24729,17.88837,-66.24729,,PVMT,0,0,,,0,0
atlantic,PR,south,,jobosBay,2021,6083,17.91282,-66.24285,17.91282,-66.24285,,AGRF,10,1.785037811,,,564.9717514,100.8495938
atlantic,PR,south,,jobosBay,2021,6097,17.92131,-66.12521,17.92131,-66.12521,,PVMT,0,0,,,0,0
atlantic,PR,south,,laParguera,2016,3077,17.92023,-67.00885,17.92023,-67.00885,,AGRF,15.5,0.59349022,,,875.7062147,33.5305209
atlantic,PR,south,,laParguera,2016,3093,17.91831,-67.10453,17.91831,-67.10453,,AGRF,2.5,0.283243453,,,141.2429379,16.00245497
atlantic,PR,south,,laParguera,2016,3105,17.93189,-67.10159,17.93189,-67.10159,,PTRF,9.5,0.388710022,,,536.7231638,21.96101819
atlantic,PR,south,,laParguera,2016,3106,17.939,-67.0471,17.939,-67.0471,,SCR,0,0,,,0,0
atlantic,PR,south,,laParguera,2019,6038,17.9082416,-66.9966463,17.9082416,-66.9966463,,AGRF,11.5,1.683716738,,,649.7175141,95.12523944
atlantic,PR,south,,laParguera,2019,6044,17.9165737,-66.9724882,17.9165737,-66.9724882,,AGRF,2.5,0.238800575,,,141.2429379,13.49155791
atlantic,PR,south,,laParguera,2019,6050,17.9219077,-67.0078175,17.9219077,-67.0078175,,PVMT,0,0,,,0,0
atlantic,PR,south,,laParguera,2021,6056,17.90331,-67.00045,17.90331,-67.00045,,AGRF,24.5,2.102335771,,,1384.180791,118.7760323
atlantic,PR,south,,laParguera,2019,6058,17.9288979,-67.1200519,17.9288979,-67.1200519,,AGRF,9.5,0.348729549,,,536.7231638,19.70223441
atlantic,PR,south,,laParguera,2019,6062,17.9303353,-67.0369808,17.9303353,-67.0369808,,PVMT,0,0,,,0,0
atlantic,PR,south,,laParguera,2019,6085,17.9403658,-67.0916143,17.9403658,-67.0916143,,SCR,3,0.00055202,,,169.4915254,0.031187571
atlantic,PR,south,,laParguera,2021,6086,17.92542,-67.0909,17.92542,-67.0909,,AGRF,21.5,1.134991147,,,1214.689266,64.12379362
atlantic,PR,south,,laParguera,2021,6089,17.92716,-67.08344,17.92716,-67.08344,,AGRF,19,0.714450373,,,1073.446328,40.36442785
atlantic,PR,south,,laParguera,2016,3037,17.92586,-67.08847,17.92586,-67.08847,,AGRF,12,0.92404116,,,677.9661017,52.20571525
atlantic,PR,south,,laParguera,2016,3038,17.93944,-67.03694,17.93944,-67.03694,,AGRF,5.5,0.207429525,,,310.7344633,11.7191822
atlantic,PR,south,,laParguera,2016,3048,17.92213,-66.99948,17.92213,-66.99948,,PTRF,8.5,0.714034209,,,480.2259887,40.34091576
atlantic,PR,south,,laParguera,2016,3049,17.92854,-66.97656,17.92854,-66.97656,,PTRF,8.5,0.514844328,,,480.2259887,29.08725017
atlantic,PR,south,,laParguera,2016,3050,17.94373,-67.07207,17.94373,-67.07207,,PTRF,3.5,0.195484781,,,197.740113,11.04433791
atlantic,PR,west,,rincon,2019,6360,18.3440651,-67.2660386,18.3440651,-67.2660386,,SCR,0,0,,,0,0
atlantic,PR,west,,rincon,2019,6365,18.345446,-67.2688632,18.345446,-67.2688632,,AGRF,2.5,0.751356847,,,141.2429379,42.44953938
atlantic,PR,west,,rincon,2019,6370,18.3463537,-67.2693272,18.3463537,-67.2693272,,AGRF,6,0.303522973,,,338.9830508,17.14819056
atlantic,PR,west,,rincon,2019,6371,18.3463279,-67.2664891,18.3463279,-67.2664891,,AGRF,0.5,0.058162673,,,28.24858757,3.286026723
atlantic,PR,west,,rincon,2019,6375,18.3468183,-67.2707418,18.3468183,-67.2707418,,AGRF,1.5,0.303263668,,,84.74576271,17.13354056
atlantic,PR,west,,rincon,2019,6377,18.3477346,-67.2721519,18.3477346,-67.2721519,,AGRF,6,0.581530075,,,338.9830508,32.8548065
atlantic,PR,west,,rincon,2021,6377,18.34498,-67.26604,18.34498,-67.26604,,PTRF,4,0.493766114,,,225.9887006,27.89639062
atlantic,PR,west,,rincon,2019,6378,18.3477174,-67.2702598,18.3477174,-67.2702598,,SCR,1,0.23251605,,,56.49717514,13.1365
atlantic,PR,west,,rincon,2019,6379,18.3477131,-67.2697867,18.3477131,-67.2697867,,SCR,0.5,0.001378676,,,28.24858757,0.077891299
atlantic,PR,west,,rincon,2019,6380,18.3476615,-67.2641104,18.3476615,-67.2641104,,AGRF,0.5,0.000718372,,,28.24858757,0.040585989
atlantic,PR,west,,rincon,2019,6385,18.3499416,-67.266453,18.3499416,-67.266453,,AGRF,1,0.030734049,,,56.49717514,1.736386949
atlantic,PR,west,,rincon,2021,6385,18.34676,-67.26694,18.34676,-67.26694,,AGRF,9.5,0.223497006,,,536.7231638,12.62694949
atlantic,PR,west,,rincon,2021,6386,18.34686,-67.2651,18.34686,-67.2651,,AGRF,4,0.273284902,,,225.9887006,15.43982497
atlantic,PR,west,,rincon,2019,6387,18.3503933,-67.2664485,18.3503933,-67.2664485,,AGRF,2,0.04701083,,,112.9943503,2.655979096
atlantic,PR,west,,rincon,2021,6389,18.34783,-67.27162,18.34783,-67.27162,,AGRF,3.5,0.747749957,,,197.740113,42.24576028
atlantic,PR,west,,rincon,2021,6399,18.35056,-67.26813,18.35056,-67.26813,,PVMT,2.5,0.303614974,,,141.2429379,17.15338836
atlantic,PR,west,,rincon,2021,6400,18.3503,-67.26704,18.3503,-67.26704,,AGRF,1.5,0.019228194,,,84.74576271,1.086338644
atlantic,STJ,east,,newfound,2019,5182,18.33353,-64.66028,18.33353,-64.66028,,AGRF,15.5,0.553237933,,,875.7062147,31.2563804
atlantic,STJ,east,,newfound,2019,5188,18.33613,-64.66216,18.33613,-64.66216,,BDRK,18.5,0.915377988,,,1045.19774,51.71627051
atlantic,STJ,east,,newfound,2019,5218,18.34426,-64.66076,18.34426,-64.66076,,SCR,13.5,0.296518313,,,762.7118644,16.75244706
atlantic,STJ,east,,newfound,2019,5250,18.34879,-64.67526,18.34879,-64.67526,,SCR,16.5,0.037227672,,,932.2033898,2.103258305
atlantic,STJ,east,,newfound,2019,5261,18.35056,-64.67926,18.35056,-64.67926,,AGRF,37.5,1.319033551,,,2118.644068,74.52166955
atlantic,STJ,east,,newfound,2021,5268,18.34354,-64.66013,18.34354,-64.66013,,PVMT,10,0.217752694,,,564.9717514,12.30241209
atlantic,STJ,east,,newfound,2021,5274,18.34522,-64.66221,18.34522,-64.66221,,BDRK,1,0.025737387,,,56.49717514,1.454089661
atlantic,STJ,east,,newfound,2021,5304,18.35104,-64.67034,18.35104,-64.67034,,AGRF,6.5,0.149861943,,,367.2316384,8.466776441
atlantic,STJ,east,,newfound,2017,6171,18.33285,-64.66449,18.33285,-64.66449,,AGRF,6,0.074876149,,,338.9830508,4.230290904
atlantic,STJ,east,,newfound,2017,6184,18.33743,-64.66258,18.33743,-64.66258,,PTRF,1.5,0.01188133,,,84.74576271,0.671261582
atlantic,STJ,east,,newfound,2017,6206,18.34711,-64.66856,18.34711,-64.66856,,PTRF,9,0.324545595,,,508.4745763,18.33590932
atlantic,STJ,east,,newfound,2017,6209,18.34931,-64.67914,18.34931,-64.67914,,PTRF,33.5,1.01288611,,,1892.655367,57.22520395
atlantic,STJ,east,,newfound,2017,6239,18.34807,-64.67771,18.34807,-64.67771,,SCR,12.5,0.046720599,,,706.2146893,2.639581864
atlantic,STJ,north,,johnsonsReef,2019,5317,18.35968,-64.75918,18.35968,-64.75918,,AGRF,32,2.114197589,,,1807.909605,119.4461915
atlantic,STJ,north,,johnsonsReef,2019,5319,18.36018,-64.7612,18.36018,-64.7612,,AGRF,36,0.091535911,,,2033.898305,5.171520395
atlantic,STJ,north,,johnsonsReef,2019,5326,18.36136,-64.76777,18.36136,-64.76777,,AGRF,13.5,0.266175824,,,762.7118644,15.03818215
atlantic,STJ,north,,johnsonsReef,2019,5328,18.36171,-64.77119,18.36171,-64.77119,,AGRF,23,0.368039848,,,1299.435028,20.79321175
atlantic,STJ,north,,johnsonsReef,2019,5335,18.3628,-64.77025,18.3628,-64.77025,,PTRF,10.5,1.407596516,,,593.220339,79.52522689
atlantic,STJ,north,,johnsonsReef,2021,5356,18.36067,-64.77364,18.36067,-64.77364,,PVMT,2,0.012296728,,,112.9943503,0.694730395
atlantic,STJ,north,,johnsonsReef,2021,5358,18.36186,-64.7641,18.36186,-64.7641,,AGRF,20.5,0.504600445,,,1158.19209,28.50849972
atlantic,STJ,north,,johnsonsReef,2021,5377,18.36443,-64.77156,18.36443,-64.77156,,AGRF,16.5,0.496025644,,,932.2033898,28.02404768
atlantic,STJ,north,,johnsonsReef,2017,6117,18.36237,-64.75802,18.36237,-64.75802,,PTRF,9.5,0.617981911,,,536.7231638,34.91423226
atlantic,STJ,north,,johnsonsReef,2017,6225,18.36146,-64.77109,18.36146,-64.77109,,AGRF,50,0.181278856,,,2824.858757,10.24174328
atlantic,STJ,north,,johnsonsReef,2017,6279,18.36311,-64.77542,18.36311,-64.77542,,AGRF,42,1.108952561,,,2372.881356,62.65268706
atlantic,STJ,north,,johnsonsReef,2017,6331,18.36437,-64.77161,18.36437,-64.77161,,PTRF,18,0.911363802,,,1016.949153,51.48948034
atlantic,STJ,north,,johnsonsReef,2017,6392,18.36098,-64.76263,18.36098,-64.76263,,AGRF,44.5,2.264150807,,,2514.124294,127.9181247
atlantic,STJ,south,,tektite,2019,5089,18.30541,-64.71229,18.30541,-64.71229,,SCR,0,0,,,0,0
atlantic,STJ,south,,tektite,2019,5096,18.30744,-64.71985,18.30744,-64.71985,,BDRK,6,0.836738153,,,338.9830508,47.27334198
atlantic,STJ,south,,tektite,2019,5114,18.30987,-64.71704,18.30987,-64.71704,,BDRK,3,0.929090395,,,169.4915254,52.49098277
atlantic,STJ,south,,tektite,2021,5121,18.30357,-64.71097,18.30357,-64.71097,,AGRF,26,0.288945616,,,1468.926554,16.32461107
atlantic,STJ,south,,tektite,2021,5130,18.30555,-64.71277,18.30555,-64.71277,,SCR,0,0,,,0,0
atlantic,STJ,south,,tektite,2021,5140,18.30724,-64.71382,18.30724,-64.71382,,SCR,0,0,,,0,0
atlantic,STJ,south,,tektite,2021,5154,18.30902,-64.71287,18.30902,-64.71287,,BDRK,28.5,0.082372625,,,1610.169492,4.653820621
atlantic,STJ,south,,tektite,2021,5166,18.31026,-64.72176,18.31026,-64.72176,,PTRF,29,0.624475401,,,1638.418079,35.2810961
atlantic,STJ,south,,tektite,2017,6143,18.30311,-64.71059,18.30311,-64.71059,,AGRF,20.5,0.640197145,,,1158.19209,36.16933023
atlantic,STJ,south,,tektite,2017,6144,18.31429,-64.73415,18.31429,-64.73415,,PVMT,4,0.081536074,,,225.9887006,4.606557853
atlantic,STJ,south,,tektite,2017,6175,18.30808,-64.71913,18.30808,-64.71913,,AGRF,13,0.333666712,,,734.4632768,18.85122667
atlantic,STJ,south,,tektite,2017,6189,18.31608,-64.737,18.31608,-64.737,,AGRF,7,0.445501215,,,395.480226,25.16956017
atlantic,STJ,south,,tektite,2017,6258,18.31561,-64.72647,18.31561,-64.72647,,BDRK,28.5,0.400296012,,,1610.169492,22.6155939
atlantic,STJ,west,,stevenCay,2021,5215,18.33043,-64.80956,18.33043,-64.80956,,AGRF,21,0.356256469,,,1186.440678,20.12748412
atlantic,STJ,west,,stevenCay,2021,5218,18.33136,-64.80915,18.33136,-64.80915,,BDRK,13.5,1.316270167,,,762.7118644,74.36554616
atlantic,STJ,west,,stevenCay,2019,5221,18.34413,-64.7892,18.34413,-64.7892,,SCR,0,0,,,0,0
atlantic,STJ,west,,stevenCay,2019,5227,18.34514,-64.79599,18.34514,-64.79599,,AGRF,22.5,0.490199149,,,1271.186441,27.69486718
atlantic,STJ,west,,stevenCay,2019,5289,18.34166,-64.79162,18.34166,-64.79162,,AGRF,9.5,0.243865107,,,536.7231638,13.77768966
atlantic,STJ,west,,stevenCay,2017,6001,18.32579,-64.80147,18.32579,-64.80147,,BDRK,17,0.58601332,,,960.4519774,33.10809718
atlantic,STJ,west,,stevenCay,2017,6060,18.32787,-64.80966,18.32787,-64.80966,,HARD,0,0,,,0,0
atlantic,STJ,west,,stevenCay,2017,6278,18.3378,-64.79792,18.3378,-64.79792,,AGRF,24.5,0.582658445,,,1384.180791,32.91855621
atlantic,STJ,west,,stevenCay,2017,6352,18.34387,-64.79642,18.34387,-64.79642,,PTRF,33,0.435209603,,,1864.40678,24.58811316
atlantic,STJ,west,,stevenCay,2017,6900,18.32837,-64.80996,18.32837,-64.80996,,HARD,0,0,,,0,0
atlantic,STT,north,,innerBrass,2019,5432,18.37882,-64.97709,18.37882,-64.97709,,AGRF,18,0.53526291,,,1016.949153,30.24084237
atlantic,STT,north,,innerBrass,2019,5434,18.37973,-64.96517,18.37973,-64.96517,,PVMT,63,4.193985258,,,3559.322034,236.9483197
atlantic,STT,north,,innerBrass,2019,5435,18.38238,-64.97422,18.38238,-64.97422,,PVMT,3,0.142997064,,,169.4915254,8.078930169
atlantic,STT,north,,innerBrass,2019,5439,18.38632,-64.97631,18.38632,-64.97631,,BDRK,10,1.016280973,,,564.9717514,57.41700412
atlantic,STT,north,,innerBrass,2019,5441,18.39098,-64.97076,18.39098,-64.97076,,PVMT,36,2.437394632,,,2033.898305,137.7059114
atlantic,STT,north,,innerBrass,2019,5444,18.40088,-64.97542,18.40088,-64.97542,,BDRK,18,1.213085443,,,1016.949153,68.53590073
atlantic,STT,north,,innerBrass,2021,5444,18.38468,-64.96439,18.38468,-64.96439,,PVMT,14.5,0.511431796,,,819.2090395,28.89445175
atlantic,STT,north,,innerBrass,2021,5449,18.38698,-64.96364,18.38698,-64.96364,,PVMT,8,0.023949193,,,451.9774011,1.353061751
atlantic,STT,north,,innerBrass,2021,5457,18.38973,-64.96825,18.38973,-64.96825,,PVMT,12,0.228649961,,,677.9661017,12.91807689
atlantic,STT,north,,innerBrass,2021,5464,18.39821,-64.9748,18.39821,-64.9748,,BDRK,7,0.850584497,,,395.480226,48.0556213
atlantic,STT,north,,innerBrass,2021,5466,18.39961,-64.97691,18.39961,-64.97691,,PVMT,14,0.308286518,,,790.960452,17.4173174
atlantic,STT,north,,innerBrass,2017,6034,18.37698,-64.96288,18.37698,-64.96288,,AGRF,16.5,1.147487531,,,932.2033898,64.82980401
atlantic,STT,north,,innerBrass,2017,6102,18.38483,-64.95964,18.38483,-64.95964,,HARD,3,0.068064853,,,169.4915254,3.845471921
atlantic,STT,north,,innerBrass,2017,6234,18.3797,-64.96581,18.3797,-64.96581,,AGRF,1.5,0.115392681,,,84.74576271,6.519360508
atlantic,STT,south,,brewersBay,2019,5177,18.32859,-64.9714,18.32859,-64.9714,,AGRF,17.5,1.11972404,,,988.700565,63.2612452
atlantic,STT,south,,brewersBay,2019,5204,18.33896,-64.97864,18.33896,-64.97864,,BDRK,286,0.576338838,,,16158.19209,32.56151627
atlantic,STT,south,,brewersBay,2021,5212,18.32683,-64.97369,18.32683,-64.97369,,BDRK,8.5,0.187219533,,,480.2259887,10.57737475
atlantic,STT,south,,brewersBay,2019,5242,18.34517,-64.98805,18.34517,-64.98805,,AGRF,24,0.90684888,,,1355.932203,51.2344
atlantic,STT,south,,brewersBay,2019,5243,18.34524,-64.9838,18.34524,-64.9838,,PVMT,26,0.079282412,,,1468.926554,4.479232316
atlantic,STT,south,,brewersBay,2019,5251,18.34621,-64.98628,18.34621,-64.98628,,BDRK,14.5,0.557651236,,,819.2090395,31.50571955
atlantic,STT,south,,brewersBay,2021,5275,18.34305,-64.98288,18.34305,-64.98288,,AGRF,34,0.382399143,,,1920.903955,21.60447136
atlantic,STT,south,,brewersBay,2021,5289,18.34554,-64.9876,18.34554,-64.9876,,PTRF,29,0.468881772,,,1638.418079,26.49049559
atlantic,STT,south,,brewersBay,2017,6120,18.34608,-64.98832,18.34608,-64.98832,,PTRF,20.5,1.408335707,,,1158.19209,79.5669891
atlantic,STT,south,,brewersBay,2017,6193,18.32857,-64.97172,18.32857,-64.97172,,AGRF,11.5,0.516262283,,,649.7175141,29.16736062
atlantic,STT,south,,brewersBay,2017,6212,18.34307,-64.98274,18.34307,-64.98274,,PTRF,22,0.324468111,,,1242.937853,18.33153169
atlantic,STT,south,,brewersBay,2017,6229,18.32765,-64.97366,18.32765,-64.97366,,AGRF,19.5,0.498975095,,,1101.694915,28.19068333
atlantic,STT,west,,sava,2019,5202,18.33612,-65.07932,18.33612,-65.07932,,PVMT,8.5,0.528058905,,,480.2259887,29.83383644
atlantic,STT,west,,sava,2019,5206,18.33835,-65.07545,18.33835,-65.07545,,AGRF,5.5,0.072492015,,,310.7344633,4.095594068
atlantic,STT,west,,sava,2019,5226,18.34232,-65.06933,18.34232,-65.06933,,HARD,2,0.09632384,,,112.9943503,5.442024859
atlantic,STT,west,,sava,2019,5240,18.34445,-65.05365,18.34445,-65.05365,,PVMT,0,0,,,0,0
atlantic,STT,west,,sava,2019,5247,18.34506,-65.05332,18.34506,-65.05332,,PVMT,0,0,,,0,0
atlantic,STT,west,,sava,2021,5291,18.34583,-65.05309,18.34583,-65.05309,,PVMT,0,0,,,0,0
atlantic,STT,west,,sava,2019,5437,18.38283,-65.05736,18.38283,-65.05736,,HARD,6.5,0.696914001,,,367.2316384,39.37367237
atlantic,STT,west,,sava,2021,5438,18.37654,-65.05313,18.37654,-65.05313,,HARD,0,0,,,0,0
atlantic,STT,west,,sava,2017,6015,18.38013,-65.06458,18.38013,-65.06458,,BDRK,4,0.64177031,,,225.9887006,36.2582096
atlantic,STT,west,,sava,2017,6086,18.33763,-65.06265,18.33763,-65.06265,,HARD,4,0.327043224,,,225.9887006,18.47701831
atlantic,STT,west,,sava,2017,6087,18.34148,-65.05565,18.34148,-65.05565,,HARD,0,0,,,0,0
atlantic,STT,west,,sava,2017,6088,18.34432,-65.05556,18.34432,-65.05556,,HARD,0,0,,,0,0
atlantic,STX,east,,langBank,2017,1109,17.81115,-64.49591,17.81115,-64.49591,,AGRF,25,1.8629239,,,1412.429379,105.2499379
atlantic,STX,east,,langBank,2017,1110,17.81464,-64.49993,17.81464,-64.49993,,AGRF,26.5,1.672763951,,,1497.175141,94.50643791
atlantic,STX,east,,langBank,2017,1111,17.81535,-64.47942,17.81535,-64.47942,,SCR,7.5,1.16262877,,,423.7288136,65.68524124
atlantic,STX,east,,langBank,2017,1112,17.81903,-64.50109,17.81903,-64.50109,,PVMT,26.5,3.296209732,,,1497.175141,186.2265385
