basin,region,subRegion,island,siteName,yearFishSurvey,siteFishSurvey,latitudeFishSurvey,longitudeFishSurvey,latitudeBMU,longitudeBMU,boundaryNumber,habitatFishSurvey,fxnGroup,density_ind_m2,biomass_g_m2,density_ind_PSU,biomass_kg_PSU,density_ind_ha,biomass_kg_ha
atlantic,FLK,lower,,offshore,2018,1261U,24.50559126,-81.58700013,24.50559126,-81.58700013,,SPGR_HR,scraper,,,12,0.162756348,677.9661017,9.195273898
atlantic,FLK,lower,,offshore,2018,1311U,24.52963985,-81.47153006,24.52963985,-81.47153006,,SPGR_LR,excavator,,,0,0,0,0
atlantic,FLK,lower,,offshore,2018,1311U,24.52963985,-81.47153006,24.52963985,-81.47153006,,SPGR_LR,scraper,,,3.5,0.049886581,197.740113,2.818450904
atlantic,FLK,lower,,inshore,2016,1370U,24.55887556,-81.50894045,24.55887556,-81.50894045,,ISOL_LR,excavator,,,2,0.017011,112.9943503,0.961073446
atlantic,FLK,lower,,inshore,2016,1370U,24.55887556,-81.50894045,24.55887556,-81.50894045,,ISOL_LR,scraper,,,9.75,0.46477589,550.8474576,26.25852486
atlantic,FLK,lower,,inshore,2016,1371U,24.57063196,-81.45806196,24.57063196,-81.45806196,,ISOL_MR,excavator,,,1.25,0.014507547,70.62146893,0.819635424
atlantic,FLK,lower,,inshore,2016,1371U,24.57063196,-81.45806196,24.57063196,-81.45806196,,ISOL_MR,scraper,,,30.25,0.078974483,1709.039548,4.461835198
atlantic,FLK,lower,,inshore,2016,1373U,24.58476519,-81.44386008,24.58476519,-81.44386008,,ISOL_MR,excavator,,,4.625,1.229060415,261.299435,69.43844153
atlantic,FLK,lower,,inshore,2016,1373U,24.58476519,-81.44386008,24.58476519,-81.44386008,,ISOL_MR,scraper,,,24.75,0.107685657,1398.305085,6.083935424
atlantic,FLK,lower,,offshore,2016,1393U,24.52469745,-81.57616767,24.52469745,-81.57616767,,CONT_LR,excavator,,,0.25,0.170862945,14.12429379,9.653273729
atlantic,FLK,lower,,offshore,2016,1393U,24.52469745,-81.57616767,24.52469745,-81.57616767,,CONT_LR,scraper,,,5.75,1.101585702,324.8587571,62.23648034
atlantic,FLK,lower,,offshore,2016,1406U,24.50961574,-81.57145042,24.50961574,-81.57145042,,SPGR_HR,excavator,,,8.55,7.492269252,483.0508475,423.2920481
atlantic,FLK,lower,,offshore,2016,1406U,24.50961574,-81.57145042,24.50961574,-81.57145042,,SPGR_HR,scraper,,,11,0.444175992,621.4689266,25.09468881
atlantic,FLK,lower,,offshore,2016,1431U,24.53993406,-81.47143099,24.53993406,-81.47143099,,CONT_LR,excavator,,,0,0,0,0
atlantic,FLK,lower,,offshore,2016,1431U,24.53993406,-81.47143099,24.53993406,-81.47143099,,CONT_LR,scraper,,,0,0,0,0
atlantic,FLK,lower,,offshore,2016,1439U,24.51482436,-81.56417336,24.51482436,-81.56417336,,CONT_LR,excavator,,,0,0,0,0
atlantic,FLK,lower,,offshore,2016,1439U,24.51482436,-81.56417336,24.51482436,-81.56417336,,CONT_LR,scraper,,,1.25,0.050188915,70.62146893,2.835531921
atlantic,FLK,lower,,offshore,2016,1441U,24.54112909,-81.44360579,24.54112909,-81.44360579,,CONT_LR,excavator,,,1.25,0.15877348,70.62146893,8.970253107
atlantic,FLK,lower,,offshore,2016,1441U,24.54112909,-81.44360579,24.54112909,-81.44360579,,CONT_LR,scraper,,,8.5,0.095497321,480.2259887,5.39532887
atlantic,FLK,lower,,offshore,2016,1479U,24.53360212,-81.45719371,24.53360212,-81.45719371,,SPGR_LR,excavator,,,2.375,0.365839862,134.180791,20.66891876
atlantic,FLK,lower,,offshore,2016,1479U,24.53360212,-81.45719371,24.53360212,-81.45719371,,SPGR_LR,scraper,,,21,0.335222043,1186.440678,18.93909847
atlantic,FLK,lower,,inshore,2018,1531U,24.55920827,-81.50610575,24.55920827,-81.50610575,,ISOL_MR,excavator,,,5.25,0.940758752,296.6101695,53.15021198
atlantic,FLK,lower,,inshore,2018,1531U,24.55920827,-81.50610575,24.55920827,-81.50610575,,ISOL_MR,scraper,,,24,0.571938683,1355.932203,32.31291994
atlantic,FLK,lower,,inshore,2018,1532U,24.55076627,-81.58693736,24.55076627,-81.58693736,,ISOL_MR,excavator,,,0,0,0,0
atlantic,FLK,lower,,inshore,2018,1532U,24.55076627,-81.58693736,24.55076627,-81.58693736,,ISOL_MR,scraper,,,7.25,0.385878709,409.6045198,21.80105701
atlantic,FLK,lower,,inshore,2018,1534U,24.56132516,-81.50220968,24.56132516,-81.50220968,,ISOL_LR,excavator,,,1.25,0.672834115,70.62146893,38.01322684
atlantic,FLK,lower,,inshore,2018,1534U,24.56132516,-81.50220968,24.56132516,-81.50220968,,ISOL_LR,scraper,,,10.5,0.233434038,593.220339,13.18836373
atlantic,FLK,lower,,offshore,2018,1671U,24.54406173,-81.44120859,24.54406173,-81.44120859,,CONT_LR,excavator,,,0,0,0,0
atlantic,FLK,lower,,offshore,2018,1671U,24.54406173,-81.44120859,24.54406173,-81.44120859,,CONT_LR,scraper,,,4.25,0.011689364,240.1129944,0.660416045
atlantic,FLK,lower,,offshore,2018,1674U,24.55325294,-81.44021988,24.55325294,-81.44021988,,CONT_LR,excavator,,,0.75,2.579256734,42.37288136,145.7207194
atlantic,FLK,lower,,offshore,2018,1674U,24.55325294,-81.44021988,24.55325294,-81.44021988,,CONT_LR,scraper,,,14.5,0.047007482,819.2090395,2.655789944
atlantic,FLK,middle,,inshore,2022,1004,24.69326,-81.03875,24.69326,-81.03875,,CONT_LR,excavator,,,0,0,0,0
atlantic,FLK,middle,,inshore,2022,1004,24.69326,-81.03875,24.69326,-81.03875,,CONT_LR,scraper,,,12.5,0.695708958,706.2146893,39.30559085
atlantic,FLK,middle,,inshore,2022,1005,24.69657,-81.05188,24.69657,-81.05188,,ISOL_LR,excavator,,,1.5,0.003475724,84.74576271,0.196368588
atlantic,FLK,middle,,inshore,2022,1005,24.69657,-81.05188,24.69657,-81.05188,,ISOL_LR,scraper,,,8,0.011983385,451.9774011,0.677027401
atlantic,FLK,middle,,inshore,2022,1039,24.66643,-81.07462,24.66643,-81.07462,,ISOL_MR,excavator,,,0.5,0.000718372,28.24858757,0.040585989
atlantic,FLK,middle,,inshore,2022,1039,24.66643,-81.07462,24.66643,-81.07462,,ISOL_MR,scraper,,,4,0.098601237,225.9887006,5.570691356
atlantic,FLK,middle,,offshore,2022,1405,24.62538,-81.11225,24.62538,-81.11225,,SPGR_HR,excavator,,,10,1.469749222,564.9717514,83.03667921
atlantic,FLK,middle,,offshore,2022,1405,24.62538,-81.11225,24.62538,-81.11225,,SPGR_HR,scraper,,,16,0.46869632,903.9548023,26.48001808
atlantic,FLK,middle,,offshore,2022,1435,24.62442,-81.11379,24.62442,-81.11379,,CONT_MR,excavator,,,0,0,0,0
atlantic,FLK,middle,,offshore,2022,1435,24.62442,-81.11379,24.62442,-81.11379,,CONT_MR,scraper,,,5,0.614652005,282.4858757,34.72610198
atlantic,FLK,middle,,offshore,2022,1436,24.62554,-81.11239,24.62554,-81.11239,,SPGR_HR,excavator,,,5.5,0.412728166,310.7344633,23.31797548
atlantic,FLK,middle,,offshore,2022,1436,24.62554,-81.11239,24.62554,-81.11239,,SPGR_HR,scraper,,,10.5,0.378521888,593.220339,21.3854174
atlantic,FLK,middle,,offshore,2022,1477,24.62201,-81.11191,24.62201,-81.11191,,SPGR_HR,excavator,,,0,0,0,0
atlantic,FLK,middle,,offshore,2022,1477,24.62201,-81.11191,24.62201,-81.11191,,SPGR_HR,scraper,,,4,0.242098531,225.9887006,13.67788311
atlantic,FLK,middle,,offshore,2022,1478,24.62547,-81.10481,24.62547,-81.10481,,SPGR_HR,excavator,,,0.5,0.002348455,28.24858757,0.132681073
atlantic,FLK,middle,,offshore,2022,1478,24.62547,-81.10481,24.62547,-81.10481,,SPGR_HR,scraper,,,11.5,0.12250123,649.7175141,6.920973446
atlantic,FLK,middle,,offshore,2022,1680,24.63308,-81.08176,24.63308,-81.08176,,SPGR_MR,excavator,,,2,4.595941326,112.9943503,259.657702
atlantic,FLK,middle,,offshore,2022,1680,24.63308,-81.08176,24.63308,-81.08176,,SPGR_MR,scraper,,,18.5,7.2557346,1045.19774,409.9285085
atlantic,FLK,middle,,offshore,2022,9036,24.62724,-81.11044,24.62724,-81.11044,,CONT_MR,excavator,,,0,0,0,0
atlantic,FLK,middle,,offshore,2022,9036,24.62724,-81.11044,24.62724,-81.11044,,CONT_MR,scraper,,,5,0.172738845,282.4858757,9.75925678
atlantic,FLK,middle,,offshore,2022,9069,24.6249,-81.11135,24.6249,-81.11135,,CONT_LR,excavator,,,0,0,0,0
atlantic,FLK,middle,,offshore,2022,9069,24.6249,-81.11135,24.6249,-81.11135,,CONT_LR,scraper,,,3,0.143124832,169.4915254,8.086148701
atlantic,FLK,middle,,offshore,2022,9070,24.62589,-81.1104,24.62589,-81.1104,,SPGR_HR,excavator,,,2,2.679614609,112.9943503,151.3906559
atlantic,FLK,middle,,offshore,2022,9070,24.62589,-81.1104,24.62589,-81.1104,,SPGR_HR,scraper,,,7.5,1.610267496,423.7288136,90.97556475
atlantic,FLK,middle,,offshore,2022,9151,24.62678,-81.11092,24.62678,-81.11092,,SPGR_HR,excavator,,,3,1.710397725,169.4915254,96.63263983
atlantic,FLK,middle,,offshore,2022,9151,24.62678,-81.11092,24.62678,-81.11092,,SPGR_HR,scraper,,,7.5,1.400630999,423.7288136,79.13169486
atlantic,FLK,middle,,offshore,2022,9194,24.62538,-81.11042,24.62538,-81.11042,,SPGR_MR,excavator,,,0,0,0,0
atlantic,FLK,middle,,offshore,2022,9194,24.62538,-81.11042,24.62538,-81.11042,,SPGR_MR,scraper,,,2,0.028825995,112.9943503,1.628587288
atlantic,FLK,middle,,inshore,2018,1011U,24.69558449,-81.05188063,24.69558449,-81.05188063,,ISOL_LR,excavator,,,2.25,3.315999768,127.1186441,187.3446197
atlantic,FLK,middle,,inshore,2018,1011U,24.69558449,-81.05188063,24.69558449,-81.05188063,,ISOL_LR,scraper,,,28.5,0.569275962,1610.169492,32.16248373
atlantic,FLK,middle,,inshore,2018,1049U,24.66762896,-81.07011,24.66762896,-81.07011,,ISOL_MR,excavator,,,4.75,1.010226607,268.3615819,57.07494955
atlantic,FLK,middle,,inshore,2018,1049U,24.66762896,-81.07011,24.66762896,-81.07011,,ISOL_MR,scraper,,,10.5,0.671844738,593.220339,37.95732983
atlantic,FLK,middle,,inshore,2018,1053U,24.69007737,-81.03385969,24.69007737,-81.03385969,,ISOL_MR,excavator,,,4.5,1.189160058,254.2372881,67.18418407
atlantic,FLK,middle,,inshore,2018,1053U,24.69007737,-81.03385969,24.69007737,-81.03385969,,ISOL_MR,scraper,,,12.75,0.355794263,720.3389831,20.10137079
atlantic,FLK,middle,,inshore,2016,1245U,24.69644325,-81.0525045,24.69644325,-81.0525045,,ISOL_LR,excavator,,,0.5,0.003684348,28.24858757,0.208155254
atlantic,FLK,middle,,inshore,2016,1245U,24.69644325,-81.0525045,24.69644325,-81.0525045,,ISOL_LR,scraper,,,9.875,0.040186121,557.9096045,2.270402316
atlantic,FLK,middle,,inshore,2016,1250U,24.65112471,-81.14212341,24.65112471,-81.14212341,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,middle,,inshore,2016,1250U,24.65112471,-81.14212341,24.65112471,-81.14212341,,ISOL_LR,scraper,,,11.5,0.030369893,649.7175141,1.715813164
atlantic,FLK,middle,,inshore,2016,1251U,24.6659054,-81.07067434,24.6659054,-81.07067434,,ISOL_MR,excavator,,,4.5005,0.285968301,254.2655367,16.15640119
atlantic,FLK,middle,,inshore,2016,1251U,24.6659054,-81.07067434,24.6659054,-81.07067434,,ISOL_MR,scraper,,,6.75,0.097260536,381.3559322,5.494945537
atlantic,FLK,middle,,offshore,2016,1285U,24.62694073,-81.10913474,24.62694073,-81.10913474,,SPGR_HR,excavator,,,8.1255,0.973438047,459.0677966,54.99649983
atlantic,FLK,middle,,offshore,2018,1285U,24.62592795,-81.11145353,24.62592795,-81.11145353,,SPGR_HR,excavator,,,11,15.57706466,621.4689266,880.0601503
atlantic,FLK,middle,,offshore,2016,1285U,24.62694073,-81.10913474,24.62694073,-81.10913474,,SPGR_HR,scraper,,,7,0.065309026,395.480226,3.68977548
atlantic,FLK,middle,,offshore,2018,1285U,24.62592795,-81.11145353,24.62592795,-81.11145353,,SPGR_HR,scraper,,,9.5,0.89726948,536.7231638,50.69319096
atlantic,FLK,middle,,offshore,2016,1286U,24.6261719,-81.10806356,24.6261719,-81.10806356,,SPGR_HR,excavator,,,3.125,2.156750759,176.5536723,121.8503254
atlantic,FLK,middle,,offshore,2018,1286U,24.62666862,-81.11020829,24.62666862,-81.11020829,,SPGR_HR,excavator,,,4.75,2.71147668,268.3615819,153.1907729
atlantic,FLK,middle,,offshore,2016,1286U,24.6261719,-81.10806356,24.6261719,-81.10806356,,SPGR_HR,scraper,,,9.25,0.165568485,522.5988701,9.354151695
atlantic,FLK,middle,,offshore,2018,1286U,24.62666862,-81.11020829,24.62666862,-81.11020829,,SPGR_HR,scraper,,,9.75,0.355242738,550.8474576,20.07021119
atlantic,FLK,middle,,offshore,2018,1327U,24.62440408,-81.11544076,24.62440408,-81.11544076,,CONT_MR,excavator,,,1,2.184773532,56.49717514,123.4335329
atlantic,FLK,middle,,offshore,2018,1327U,24.62440408,-81.11544076,24.62440408,-81.11544076,,CONT_MR,scraper,,,9,0.214616841,508.4745763,12.12524525
atlantic,FLK,middle,,offshore,2016,1335U,24.62346394,-81.10883832,24.62346394,-81.10883832,,SPGR_LR,excavator,,,1.75,0.195724447,98.8700565,11.05787836
atlantic,FLK,middle,,offshore,2016,1335U,24.62346394,-81.10883832,24.62346394,-81.10883832,,SPGR_LR,scraper,,,32.1655,0.584546067,1817.259887,33.02520153
atlantic,FLK,middle,,offshore,2016,1336U,24.6253241,-81.10534289,24.6253241,-81.10534289,,SPGR_LR,excavator,,,0,0,0,0
atlantic,FLK,middle,,offshore,2016,1336U,24.6253241,-81.10534289,24.6253241,-81.10534289,,SPGR_LR,scraper,,,29,0.457920418,1638.418079,25.87121006
atlantic,FLK,middle,,offshore,2016,1339U,24.62532504,-81.10173443,24.62532504,-81.10173443,,SPGR_LR,excavator,,,2.6255,0.054452292,148.3333333,3.076400678
atlantic,FLK,middle,,offshore,2016,1339U,24.62532504,-81.10173443,24.62532504,-81.10173443,,SPGR_LR,scraper,,,12.25,0.069715136,692.0903955,3.938708249
atlantic,FLK,middle,,offshore,2018,1344U,24.62451473,-81.11385521,24.62451473,-81.11385521,,SPGR_LR,excavator,,,0,0,0,0
atlantic,FLK,middle,,offshore,2018,1344U,24.62451473,-81.11385521,24.62451473,-81.11385521,,SPGR_LR,scraper,,,1,0.20984029,56.49717514,11.85538362
atlantic,FLK,middle,,offshore,2018,1345U,24.62249909,-81.11342,24.62249909,-81.11342,,SPGR_LR,excavator,,,3.5,5.030193661,197.740113,284.1917323
atlantic,FLK,middle,,offshore,2018,1345U,24.62249909,-81.11342,24.62249909,-81.11342,,SPGR_LR,scraper,,,14.75,0.949575569,833.3333333,53.64833723
atlantic,FLK,middle,,inshore,2018,1552U,24.6737305,-81.06303122,24.6737305,-81.06303122,,ISOL_LR,excavator,,,0.25,0.002721124,14.12429379,0.153735819
atlantic,FLK,middle,,inshore,2018,1552U,24.6737305,-81.06303122,24.6737305,-81.06303122,,ISOL_LR,scraper,,,8.25,0.225054662,466.1016949,12.71495266
atlantic,FLK,middle,,offshore,2016,1657U,24.63236558,-81.09090326,24.63236558,-81.09090326,,SPGR_HR,excavator,,,8.751,3.748755959,494.4067797,211.794122
atlantic,FLK,middle,,offshore,2016,1657U,24.63236558,-81.09090326,24.63236558,-81.09090326,,SPGR_HR,scraper,,,12.25,0.20653401,692.0903955,11.66858814
atlantic,FLK,upper,,inshore,2022,1006,24.9495,-80.55454,24.9495,-80.55454,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2022,1006,24.9495,-80.55454,24.9495,-80.55454,,ISOL_LR,scraper,,,0.5,0.000547757,28.24858757,0.030946723
atlantic,FLK,upper,,inshore,2022,1016,24.95192,-80.53704,24.95192,-80.53704,,ISOL_HR,excavator,,,2.5,0.492405435,141.2429379,27.8195161
atlantic,FLK,upper,,inshore,2022,1016,24.95192,-80.53704,24.95192,-80.53704,,ISOL_HR,scraper,,,8,0.109135498,451.9774011,6.165847345
atlantic,FLK,upper,,inshore,2022,1077,24.90207,-80.61317,24.90207,-80.61317,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2022,1077,24.90207,-80.61317,24.90207,-80.61317,,ISOL_LR,scraper,,,0,0,0,0
atlantic,FLK,upper,,offshore,2022,1126,24.86615,-80.58682,24.86615,-80.58682,,CONT_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,offshore,2022,1126,24.86615,-80.58682,24.86615,-80.58682,,CONT_LR,scraper,,,0,0,0,0
atlantic,FLK,upper,,offshore,2022,1175,24.89777,-80.53732,24.89777,-80.53732,,SPGR_HR,excavator,,,1,0.171010431,56.49717514,9.661606271
atlantic,FLK,upper,,offshore,2022,1175,24.89777,-80.53732,24.89777,-80.53732,,SPGR_HR,scraper,,,5,0.095646456,282.4858757,5.403754576
atlantic,FLK,upper,,offshore,2022,1236,24.88056,-80.56252,24.88056,-80.56252,,SPGR_HR,excavator,,,5,1.608284692,282.4858757,90.86354192
atlantic,FLK,upper,,offshore,2022,1236,24.88056,-80.56252,24.88056,-80.56252,,SPGR_HR,scraper,,,8,0.307751857,451.9774011,17.38711056
atlantic,FLK,upper,,offshore,2022,1291,24.89767,-80.53666,24.89767,-80.53666,,SPGR_HR,excavator,,,0.5,0.724499482,28.24858757,40.93217412
atlantic,FLK,upper,,offshore,2022,1291,24.89767,-80.53666,24.89767,-80.53666,,SPGR_HR,scraper,,,4,0.101725207,225.9887006,5.747186836
atlantic,FLK,upper,,offshore,2022,1292,24.88498,-80.55269,24.88498,-80.55269,,SPGR_HR,excavator,,,4,0.435178626,225.9887006,24.58636305
atlantic,FLK,upper,,offshore,2022,1292,24.88498,-80.55269,24.88498,-80.55269,,SPGR_HR,scraper,,,19.5,0.324059082,1101.694915,18.30842271
atlantic,FLK,upper,,offshore,2022,1293,24.87526,-80.56912,24.87526,-80.56912,,SPGR_HR,excavator,,,1.5,0.879967031,84.74576271,49.71565147
atlantic,FLK,upper,,offshore,2022,1293,24.87526,-80.56912,24.87526,-80.56912,,SPGR_HR,scraper,,,6.5,0.207361816,367.2316384,11.71535684
atlantic,FLK,upper,,offshore,2022,1346,24.87135,-80.57406,24.87135,-80.57406,,SPGR_HR,excavator,,,5,0.373509279,282.4858757,21.10221915
atlantic,FLK,upper,,offshore,2022,1346,24.87135,-80.57406,24.87135,-80.57406,,SPGR_HR,scraper,,,16,0.292880612,903.9548023,16.54692723
atlantic,FLK,upper,,inshore,2022,1371,24.93279,-80.54947,24.93279,-80.54947,,ISOL_HR,excavator,,,3.5,0.833537195,197.740113,47.09249689
atlantic,FLK,upper,,inshore,2022,1371,24.93279,-80.54947,24.93279,-80.54947,,ISOL_HR,scraper,,,13.5,0.112675762,762.7118644,6.36586226
atlantic,FLK,upper,,inshore,2022,1372,24.93671,-80.54596,24.93671,-80.54596,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2022,1372,24.93671,-80.54596,24.93671,-80.54596,,ISOL_LR,scraper,,,1.5,0.005907037,84.74576271,0.333730904
atlantic,FLK,upper,,inshore,2022,1375,24.93747,-80.54764,24.93747,-80.54764,,ISOL_HR,excavator,,,1,0.381636,56.49717514,21.56135593
atlantic,FLK,upper,,inshore,2022,1375,24.93747,-80.54764,24.93747,-80.54764,,ISOL_HR,scraper,,,15,0.108431057,847.4576271,6.126048418
atlantic,FLK,upper,,inshore,2022,1376,24.93409,-80.54923,24.93409,-80.54923,,ISOL_HR,excavator,,,2,0.049359517,112.9943503,2.788673277
atlantic,FLK,upper,,inshore,2022,1376,24.93409,-80.54923,24.93409,-80.54923,,ISOL_HR,scraper,,,8.5,0.145889007,480.2259887,8.24231678
atlantic,FLK,upper,,inshore,2022,1379,24.90404,-80.61603,24.90404,-80.61603,,ISOL_HR,excavator,,,4.5,0.775258349,254.2372881,43.79990672
atlantic,FLK,upper,,inshore,2022,1379,24.90404,-80.61603,24.90404,-80.61603,,ISOL_HR,scraper,,,20,0.132347511,1129.943503,7.477260508
atlantic,FLK,upper,,inshore,2022,1380,24.90369,-80.61624,24.90369,-80.61624,,ISOL_HR,excavator,,,3.5,1.221919732,197.740113,69.03501311
atlantic,FLK,upper,,inshore,2022,1380,24.90369,-80.61624,24.90369,-80.61624,,ISOL_HR,scraper,,,11,0.10508327,621.4689266,5.93690791
atlantic,FLK,upper,,inshore,2022,1497,24.94912,-80.538,24.94912,-80.538,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2022,1497,24.94912,-80.538,24.94912,-80.538,,ISOL_LR,scraper,,,1,0.000238084,56.49717514,0.013451073
atlantic,FLK,upper,,inshore,2022,1520,24.90091,-80.61759,24.90091,-80.61759,,ISOL_HR,excavator,,,8.5,15.89910692,480.2259887,898.2546282
atlantic,FLK,upper,,inshore,2022,1520,24.90091,-80.61759,24.90091,-80.61759,,ISOL_HR,scraper,,,4,0.213484434,225.9887006,12.06126746
atlantic,FLK,upper,,inshore,2022,1521,24.90029,-80.61704,24.90029,-80.61704,,ISOL_HR,excavator,,,5,0.236341183,282.4858757,13.35260921
atlantic,FLK,upper,,inshore,2022,1521,24.90029,-80.61704,24.90029,-80.61704,,ISOL_HR,scraper,,,17.5,0.118433923,988.700565,6.69118209
atlantic,FLK,upper,,inshore,2022,1556,24.90235,-80.6206,24.90235,-80.6206,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2022,1556,24.90235,-80.6206,24.90235,-80.6206,,ISOL_LR,scraper,,,0,0,0,0
atlantic,FLK,upper,,offshore,2022,1682,24.90454,-80.53295,24.90454,-80.53295,,ISOL_HR,excavator,,,3.5,3.248542257,197.740113,183.5334608
atlantic,FLK,upper,,offshore,2022,1682,24.90454,-80.53295,24.90454,-80.53295,,ISOL_HR,scraper,,,0,0,0,0
atlantic,FLK,upper,,inshore,2022,9013,24.90357,-80.61605,24.90357,-80.61605,,ISOL_HR,excavator,,,7,0.541657674,395.480226,30.60212847
atlantic,FLK,upper,,inshore,2022,9013,24.90357,-80.61605,24.90357,-80.61605,,ISOL_HR,scraper,,,26,0.693390697,1468.926554,39.17461565
atlantic,FLK,upper,,inshore,2022,9018,24.89723,-80.62202,24.89723,-80.62202,,ISOL_HR,excavator,,,0.5,0.003684348,28.24858757,0.208155254
atlantic,FLK,upper,,inshore,2022,9018,24.89723,-80.62202,24.89723,-80.62202,,ISOL_HR,scraper,,,76.5,1.162031975,4322.033898,65.65152401
atlantic,FLK,upper,,inshore,2022,9020,24.89815,-80.61774,24.89815,-80.61774,,ISOL_HR,excavator,,,8,0.119654326,451.9774011,6.760131412
atlantic,FLK,upper,,inshore,2022,9020,24.89815,-80.61774,24.89815,-80.61774,,ISOL_HR,scraper,,,17.5,0.066347262,988.700565,3.748432881
atlantic,FLK,upper,,inshore,2022,9112,24.90447,-80.61357,24.90447,-80.61357,,ISOL_HR,excavator,,,1.5,0.321717863,84.74576271,18.17615045
atlantic,FLK,upper,,inshore,2022,9112,24.90447,-80.61357,24.90447,-80.61357,,ISOL_HR,scraper,,,36.5,0.455962259,2062.146893,25.7605796
atlantic,FLK,upper,,inshore,2022,9119,24.90403,-80.61852,24.90403,-80.61852,,ISOL_HR,excavator,,,1,0.308312378,56.49717514,17.41877842
atlantic,FLK,upper,,inshore,2022,9119,24.90403,-80.61852,24.90403,-80.61852,,ISOL_HR,scraper,,,91,5.069462228,5141.242938,286.4102954
atlantic,FLK,upper,,inshore,2022,9122,24.90358,-80.61902,24.90358,-80.61902,,ISOL_HR,excavator,,,0.5,1.654663076,28.24858757,93.4837896
atlantic,FLK,upper,,inshore,2022,9122,24.90358,-80.61902,24.90358,-80.61902,,ISOL_HR,scraper,,,15.5,0.601718163,875.7062147,33.99537644
atlantic,FLK,upper,,inshore,2022,9210,24.90355,-80.60961,24.90355,-80.60961,,ISOL_HR,excavator,,,1.5,0.265895965,84.74576271,15.0223709
atlantic,FLK,upper,,inshore,2022,9210,24.90355,-80.60961,24.90355,-80.60961,,ISOL_HR,scraper,,,46,0.691739282,2598.870056,39.08131537
atlantic,FLK,upper,,inshore,2022,9211,24.90423,-80.60965,24.90423,-80.60965,,ISOL_HR,excavator,,,1.5,0.264349711,84.74576271,14.93501192
atlantic,FLK,upper,,inshore,2022,9211,24.90423,-80.60965,24.90423,-80.60965,,ISOL_HR,scraper,,,26,2.059044318,1468.926554,116.3301875
atlantic,FLK,upper,,inshore,2022,9215,24.89819,-80.61919,24.89819,-80.61919,,ISOL_HR,excavator,,,8,0.400334891,451.9774011,22.61779045
atlantic,FLK,upper,,inshore,2022,9215,24.89819,-80.61919,24.89819,-80.61919,,ISOL_HR,scraper,,,57.5,0.322690075,3248.587571,18.23107768
atlantic,FLK,upper,,inshore,2018,1013U,24.94848519,-80.55135261,24.94848519,-80.55135261,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2018,1013U,24.94848519,-80.55135261,24.94848519,-80.55135261,,ISOL_LR,scraper,,,0.25,0.001484339,14.12429379,0.08386096
atlantic,FLK,upper,,inshore,2018,1014U,24.94973,-80.55353,24.94973,-80.55353,,ISOL_LR,excavator,,,0.333,0.172179161,18.81355932,9.727636215
atlantic,FLK,upper,,inshore,2018,1014U,24.94973,-80.55353,24.94973,-80.55353,,ISOL_LR,scraper,,,0,0,0,0
atlantic,FLK,upper,,inshore,2018,1057U,24.93350975,-80.5494998,24.93350975,-80.5494998,,ISOL_HR,excavator,,,7.25,1.667363946,409.6045198,94.20135288
atlantic,FLK,upper,,inshore,2018,1057U,24.93350975,-80.5494998,24.93350975,-80.5494998,,ISOL_HR,scraper,,,20,0.213715984,1129.943503,12.07434938
atlantic,FLK,upper,,inshore,2018,1058U,24.9022216,-80.61657546,24.9022216,-80.61657546,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2018,1058U,24.9022216,-80.61657546,24.9022216,-80.61657546,,ISOL_LR,scraper,,,1.25,0.070784474,70.62146893,3.999122825
atlantic,FLK,upper,,inshore,2018,1059H,24.90323,-80.61779,24.90323,-80.61779,,ISOL_MR,excavator,,,5,0.011345352,282.4858757,0.640980339
atlantic,FLK,upper,,inshore,2018,1059H,24.90323,-80.61779,24.90323,-80.61779,,ISOL_MR,scraper,,,10,0.063096361,564.9717514,3.564766158
atlantic,FLK,upper,,inshore,2018,1059U,24.90303,-80.61721,24.90303,-80.61721,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2018,1059U,24.90303,-80.61721,24.90303,-80.61721,,ISOL_LR,scraper,,,3,0.004865954,169.4915254,0.274912655
atlantic,FLK,upper,,inshore,2016,1247U,24.94290273,-80.55424373,24.94290273,-80.55424373,,ISOL_HR,excavator,,,8.25,5.481796511,466.1016949,309.7060176
atlantic,FLK,upper,,inshore,2016,1247U,24.94290273,-80.55424373,24.94290273,-80.55424373,,ISOL_HR,scraper,,,29.25,0.233141227,1652.542373,13.17182073
atlantic,FLK,upper,,inshore,2016,1253U,24.9086602,-80.6101151,24.9086602,-80.6101151,,ISOL_LR,excavator,,,0,0,0,0
atlantic,FLK,upper,,inshore,2016,1253U,24.9086602,-80.6101151,24.9086602,-80.6101151,,ISOL_LR,scraper,,,0,0,0,0
