basin,region,subRegion,island,siteName,yearFishSurvey,siteFishSurvey,latitudeFishSurvey,longitudeFishSurvey,latitudeBMU,longitudeBMU,habitatFishSurvey,excavatorDensity,excavatorBiomass,excavatorBioerosion,scraperDensity,scraperBiomass,scraperBioerosion,totalDensity,totalBiomass,totalBioerosion
atlantic,STJ,east,NA,Newfound,2019,5218,18.34426,-64.66076,18.34426,-64.66076,SCR,112.9943503,3.768124081,0.071189745,28.24858757,1.103069546,0.00291486,141.2429379,4.871193626,0.074104606
atlantic,STJ,east,NA,Newfound,2019,5250,18.34879,-64.67526,18.34879,-64.67526,SCR,0,0,0,0,0,0,0,0,0
atlantic,STJ,east,NA,Newfound,2019,5261,18.35056,-64.67926,18.35056,-64.67926,AGRF,451.9774011,48.48199364,1.41530042,0,0,0,451.9774011,48.48199364,1.41530042
atlantic,STJ,east,NA,Newfound,2021,5268,18.34354,-64.66013,18.34354,-64.66013,PVMT,169.4915254,3.81274118,0.118649576,0,0,0,169.4915254,3.81274118,0.118649576
atlantic,STJ,east,NA,Newfound,2021,5274,18.34522,-64.66221,18.34522,-64.66221,BDRK,28.24858757,0.427440653,0.023729915,28.24858757,0.562256721,0.00291486,56.49717514,0.989697373,0.026644776
atlantic,STJ,east,NA,Newfound,2021,5304,18.35104,-64.67034,18.35104,-64.67034,AGRF,0,0,0,56.49717514,1.219795473,0.005829721,56.49717514,1.219795473,0.005829721
atlantic,STJ,north,NA,Johnson's Reef,2017,6117,18.36237,-64.75802,18.36237,-64.75802,PTRF,84.74576271,20.74123351,0.531239738,84.74576271,2.530334823,0.008744581,169.4915254,23.27156834,0.539984319
atlantic,STJ,north,NA,Johnson's Reef,2017,6225,18.36146,-64.77109,18.36146,-64.77109,AGRF,112.9943503,1.57283435,0.04745983,310.7344633,2.02284298,0.00291486,423.7288136,3.59567733,0.050374691
atlantic,STJ,north,NA,Johnson's Reef,2017,6279,18.36311,-64.77542,18.36311,-64.77542,AGRF,790.960452,32.99229231,0.884839742,508.4745763,18.08382052,0.052762488,1299.435028,51.07611283,0.93760223
atlantic,STJ,north,NA,Johnson's Reef,2017,6331,18.36437,-64.77161,18.36437,-64.77161,PTRF,564.9717514,39.81227226,0.987705975,282.4858757,0.970798291,0.00291486,847.4576271,40.78307055,0.990620835
atlantic,STJ,north,NA,Johnson's Reef,2017,6392,18.36098,-64.76263,18.36098,-64.76263,AGRF,508.4745763,45.27852638,1.056911963,84.74576271,0.068883338,0,593.220339,45.34740972,1.056911963
atlantic,STJ,north,NA,Johnson's Reef,2019,5317,18.35968,-64.75918,18.35968,-64.75918,AGRF,423.7288136,71.26065687,1.97780255,112.9943503,6.036351304,0.011659442,536.7231638,77.29700818,1.989461992
atlantic,STJ,north,NA,Johnson's Reef,2019,5319,18.36018,-64.7612,18.36018,-64.7612,AGRF,141.2429379,1.083247176,0.023729915,0,0,0,141.2429379,1.083247176,0.023729915
atlantic,STJ,north,NA,Johnson's Reef,2019,5326,18.36136,-64.76777,18.36136,-64.76777,AGRF,56.49717514,3.660196441,0.151895725,0,0,0,56.49717514,3.660196441,0.151895725
atlantic,STJ,north,NA,Johnson's Reef,2019,5328,18.36171,-64.77119,18.36171,-64.77119,AGRF,338.9830508,9.077114413,0.175625641,28.24858757,0.165249081,0,367.2316384,9.242363494,0.175625641
atlantic,STJ,north,NA,Johnson's Reef,2019,5335,18.3628,-64.77025,18.3628,-64.77025,PTRF,197.740113,57.97638122,1.189752233,56.49717514,1.576288175,0.00291486,254.2372881,59.55266939,1.192667093
atlantic,STJ,north,NA,Johnson's Reef,2021,5356,18.36067,-64.77364,18.36067,-64.77364,PVMT,28.24858757,0.427440653,0.023729915,0,0,0,28.24858757,0.427440653,0.023729915
atlantic,STJ,north,NA,Johnson's Reef,2021,5358,18.36186,-64.7641,18.36186,-64.7641,AGRF,84.74576271,3.289872925,0.04745983,56.49717514,5.083713509,0.038188186,141.2429379,8.373586434,0.085648016
atlantic,STJ,north,NA,Johnson's Reef,2021,5377,18.36443,-64.77156,18.36443,-64.77156,AGRF,84.74576271,3.513067189,0.04745983,338.9830508,10.91445177,0.034978325,423.7288136,14.42751896,0.082438156
atlantic,STJ,south,NA,Tektite,2017,6143,18.30311,-64.71059,18.30311,-64.71059,AGRF,197.740113,16.51392121,0.403073928,310.7344633,24.08326478,0.098201929,508.4745763,40.597186,0.501275857
atlantic,STJ,south,NA,Tektite,2017,6144,18.31429,-64.73415,18.31429,-64.73415,PVMT,28.24858757,3.008061916,0.023729915,28.24858757,7.25441191,0.038188186,56.49717514,10.26247383,0.061918101
atlantic,STJ,south,NA,Tektite,2017,6175,18.30808,-64.71913,18.30808,-64.71913,AGRF,84.74576271,0.127829776,0,141.2429379,7.69851966,0.026616431,225.9887006,7.826349437,0.026616431
atlantic,STJ,south,NA,Tektite,2017,6189,18.31608,-64.737,18.31608,-64.737,AGRF,56.49717514,5.38785477,0.151895725,169.4915254,21.03236184,0.084754161,225.9887006,26.42021661,0.236649886
atlantic,STJ,south,NA,Tektite,2017,6258,18.31561,-64.72647,18.31561,-64.72647,BDRK,310.7344633,5.896546831,0.151895725,762.7118644,9.51512097,0.012698289,1073.446328,15.4116678,0.164594014
atlantic,STJ,south,NA,Tektite,2019,5089,18.30541,-64.71229,18.30541,-64.71229,SCR,0,0,0,0,0,0,0,0,0
atlantic,STJ,south,NA,Tektite,2019,5096,18.30744,-64.71985,18.30744,-64.71985,BDRK,112.9943503,17.2860341,0.479417092,141.2429379,12.43419445,0.03865856,254.2372881,29.72022856,0.518075652
atlantic,STJ,south,NA,Tektite,2019,5114,18.30987,-64.71704,18.30987,-64.71704,BDRK,84.74576271,43.85021199,0.73495811,112.9943503,6.627457483,0.038188186,197.740113,50.47766947,0.773146296
atlantic,STJ,south,NA,Tektite,2021,5121,18.30357,-64.71097,18.30357,-64.71097,AGRF,282.4858757,0.912084169,0.023729915,0,0,0,282.4858757,0.912084169,0.023729915
atlantic,STJ,south,NA,Tektite,2021,5130,18.30555,-64.71277,18.30555,-64.71277,SCR,0,0,0,0,0,0,0,0,0
atlantic,STJ,south,NA,Tektite,2021,5140,18.30724,-64.71382,18.30724,-64.71382,SCR,0,0,0,0,0,0,0,0,0
atlantic,STJ,south,NA,Tektite,2021,5154,18.30902,-64.71287,18.30902,-64.71287,BDRK,480.2259887,1.711067963,0.023729915,0,0,0,480.2259887,1.711067963,0.023729915
atlantic,STJ,south,NA,Tektite,2021,5166,18.31026,-64.72176,18.31026,-64.72176,PTRF,282.4858757,10.70946531,0.175625641,84.74576271,2.020113183,0.008744581,367.2316384,12.72957849,0.184370222
atlantic,STJ,west,NA,Steven Cay,2017,6001,18.32579,-64.80147,18.32579,-64.80147,BDRK,112.9943503,11.18148446,0.327521366,282.4858757,7.269118459,0.036089728,395.480226,18.45060292,0.363611094
atlantic,STJ,west,NA,Steven Cay,2017,6060,18.32787,-64.80966,18.32787,-64.80966,HARD,0,0,0,0,0,0,0,0,0
atlantic,STJ,west,NA,Steven Cay,2017,6278,18.3378,-64.79792,18.3378,-64.79792,AGRF,197.740113,10.27617033,0.199355556,649.7175141,11.39826088,0.03931472,847.4576271,21.67443121,0.238670276
atlantic,STJ,west,NA,Steven Cay,2017,6352,18.34387,-64.79642,18.34387,-64.79642,PTRF,169.4915254,3.641984744,0.071189745,0,0,0,169.4915254,3.641984744,0.071189745
atlantic,STJ,west,NA,Steven Cay,2017,6900,18.32837,-64.80996,18.32837,-64.80996,HARD,0,0,0,0,0,0,0,0,0
atlantic,STJ,west,NA,Steven Cay,2019,5221,18.34413,-64.7892,18.34413,-64.7892,SCR,0,0,0,0,0,0,0,0,0
atlantic,STJ,west,NA,Steven Cay,2019,5227,18.34514,-64.79599,18.34514,-64.79599,AGRF,56.49717514,4.787678424,0.151895725,282.4858757,5.753578732,0.029148604,338.9830508,10.54125716,0.18104433
atlantic,STJ,west,NA,Steven Cay,2019,5289,18.34166,-64.79162,18.34166,-64.79162,AGRF,0,0,0,282.4858757,4.586712765,0.022590168,282.4858757,4.586712765,0.022590168
atlantic,STJ,west,NA,Steven Cay,2021,5215,18.33043,-64.80956,18.33043,-64.80956,AGRF,225.9887006,0.223753087,0,141.2429379,5.785355143,0.02078671,367.2316384,6.009108231,0.02078671
atlantic,STJ,west,NA,Steven Cay,2021,5218,18.33136,-64.80915,18.33136,-64.80915,BDRK,0,0,0,508.4745763,43.41954199,0.149569895,508.4745763,43.41954199,0.149569895
atlantic,STT,north,NA,Inner Brass,2017,6034,18.37698,-64.96288,18.37698,-64.96288,AGRF,197.740113,27.16821598,0.754325209,338.9830508,12.55189887,0.047020454,536.7231638,39.72011486,0.801345663
atlantic,STT,north,NA,Inner Brass,2017,6102,18.38483,-64.95964,18.38483,-64.95964,HARD,0,0,0,112.9943503,1.859240235,0.011659442,112.9943503,1.859240235,0.011659442
atlantic,STT,north,NA,Inner Brass,2017,6234,18.3797,-64.96581,18.3797,-64.96581,AGRF,28.24858757,1.188789753,0.023729915,112.9943503,7.213959875,0.027474271,141.2429379,8.402749627,0.051204186
atlantic,STT,north,NA,Inner Brass,2019,5432,18.37882,-64.97709,18.37882,-64.97709,AGRF,112.9943503,1.429178386,0.04745983,0,0,0,112.9943503,1.429178386,0.04745983
atlantic,STT,north,NA,Inner Brass,2019,5434,18.37973,-64.96517,18.37973,-64.96517,PVMT,847.4576271,128.6289513,3.9556051,1468.926554,49.54781356,0.209767896,2316.384181,178.1767649,4.165372997
atlantic,STT,north,NA,Inner Brass,2019,5435,18.38238,-64.97422,18.38238,-64.97422,PVMT,84.74576271,2.759389533,0.04745983,0,0,0,84.74576271,2.759389533,0.04745983
atlantic,STT,north,NA,Inner Brass,2019,5439,18.38632,-64.97631,18.38632,-64.97631,BDRK,112.9943503,12.13559933,0.351251281,225.9887006,11.39406168,0.023318883,338.9830508,23.52966101,0.374570165
atlantic,STT,north,NA,Inner Brass,2019,5441,18.39098,-64.97076,18.39098,-64.97076,PVMT,0,0,0,1468.926554,85.16942791,0.30812042,1468.926554,85.16942791,0.30812042
atlantic,STT,north,NA,Inner Brass,2019,5444,18.40088,-64.97542,18.40088,-64.97542,BDRK,338.9830508,15.40560066,0.398711112,0,0,0,338.9830508,15.40560066,0.398711112
atlantic,STT,north,NA,Inner Brass,2021,5444,18.38468,-64.96439,18.38468,-64.96439,PVMT,338.9830508,19.46932463,0.469900857,0,0,0,338.9830508,19.46932463,0.469900857
atlantic,STT,north,NA,Inner Brass,2021,5449,18.38698,-64.96364,18.38698,-64.96364,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STT,north,NA,Inner Brass,2021,5457,18.38973,-64.96825,18.38973,-64.96825,PVMT,112.9943503,8.308469504,0.094919661,0,0,0,112.9943503,8.308469504,0.094919661
atlantic,STT,north,NA,Inner Brass,2021,5464,18.39821,-64.9748,18.39821,-64.9748,BDRK,112.9943503,6.199221009,0.175625641,169.4915254,14.11313855,0.05361555,282.4858757,20.31235956,0.22924119
atlantic,STT,north,NA,Inner Brass,2021,5466,18.39961,-64.97691,18.39961,-64.97691,PVMT,0,0,0,141.2429379,4.771830234,0.014574302,141.2429379,4.771830234,0.014574302
atlantic,STT,south,NA,Brewer's Bay,2017,6120,18.34608,-64.98832,18.34608,-64.98832,PTRF,282.4858757,43.5055758,0.846086751,84.74576271,2.488780081,0.008744581,367.2316384,45.99435588,0.854831332
atlantic,STT,south,NA,Brewer's Bay,2017,6193,18.32857,-64.97172,18.32857,-64.97172,AGRF,112.9943503,18.33928608,0.379344012,28.24858757,7.25441191,0.038188186,141.2429379,25.59369799,0.417532198
atlantic,STT,south,NA,Brewer's Bay,2017,6212,18.34307,-64.98274,18.34307,-64.98274,PTRF,56.49717514,3.611265562,0.04745983,28.24858757,0.165249081,0,84.74576271,3.776514643,0.04745983
atlantic,STT,south,NA,Brewer's Bay,2017,6229,18.32765,-64.97366,18.32765,-64.97366,AGRF,84.74576271,4.878138224,0.151895725,0,0,0,84.74576271,4.878138224,0.151895725
atlantic,STT,south,NA,Brewer's Bay,2019,5177,18.32859,-64.9714,18.32859,-64.9714,AGRF,197.740113,41.94360754,0.783208543,0,0,0,197.740113,41.94360754,0.783208543
atlantic,STT,south,NA,Brewer's Bay,2019,5204,18.33896,-64.97864,18.33896,-64.97864,BDRK,1129.943503,9.407646108,0.237299152,0,0,0,1129.943503,9.407646108,0.237299152
atlantic,STT,south,NA,Brewer's Bay,2019,5242,18.34517,-64.98805,18.34517,-64.98805,AGRF,197.740113,11.65122012,0.270545301,141.2429379,3.794104351,0.014574302,338.9830508,15.44532447,0.285119603
atlantic,STT,south,NA,Brewer's Bay,2019,5243,18.34524,-64.9838,18.34524,-64.9838,PVMT,84.74576271,1.5035701,0.023729915,0,0,0,84.74576271,1.5035701,0.023729915
atlantic,STT,south,NA,Brewer's Bay,2019,5251,18.34621,-64.98628,18.34621,-64.98628,BDRK,84.74576271,1.369709354,0.023729915,112.9943503,2.099247159,0.008744581,197.740113,3.468956513,0.032474496
atlantic,STT,south,NA,Brewer's Bay,2021,5212,18.32683,-64.97369,18.32683,-64.97369,BDRK,141.2429379,1.90414204,0.023729915,28.24858757,0.324195731,0.00291486,169.4915254,2.228337771,0.026644776
atlantic,STT,south,NA,Brewer's Bay,2021,5275,18.34305,-64.98288,18.34305,-64.98288,AGRF,197.740113,1.27470236,0.04745983,1468.926554,12.1818015,0.049935315,1666.666667,13.45650386,0.097395145
atlantic,STT,south,NA,Brewer's Bay,2021,5289,18.34554,-64.9876,18.34554,-64.9876,PTRF,395.480226,9.005907326,0.112717097,1073.446328,8.344198501,0.03133475,1468.926554,17.35010583,0.144051847
atlantic,STT,west,NA,Sava,2017,6015,18.38013,-65.06458,18.38013,-65.06458,BDRK,28.24858757,6.928088883,0.151895725,197.740113,18.2075834,0.050509346,225.9887006,25.13567229,0.202405071
atlantic,STT,west,NA,Sava,2017,6086,18.33763,-65.06265,18.33763,-65.06265,HARD,112.9943503,14.09846026,0.223085471,112.9943503,0.455381016,0,225.9887006,14.55384127,0.223085471
atlantic,STT,west,NA,Sava,2017,6087,18.34148,-65.05565,18.34148,-65.05565,HARD,0,0,0,0,0,0,0,0,0
atlantic,STT,west,NA,Sava,2017,6088,18.34432,-65.05556,18.34432,-65.05556,HARD,0,0,0,0,0,0,0,0,0
atlantic,STT,west,NA,Sava,2019,5202,18.33612,-65.07932,18.33612,-65.07932,PVMT,254.2372881,20.15756139,0.702502563,0,0,0,254.2372881,20.15756139,0.702502563
atlantic,STT,west,NA,Sava,2019,5206,18.33835,-65.07545,18.33835,-65.07545,AGRF,0,0,0,0,0,0,0,0,0
atlantic,STT,west,NA,Sava,2019,5226,18.34232,-65.06933,18.34232,-65.06933,HARD,0,0,0,0,0,0,0,0,0
atlantic,STT,west,NA,Sava,2019,5240,18.34445,-65.05365,18.34445,-65.05365,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STT,west,NA,Sava,2019,5247,18.34506,-65.05332,18.34506,-65.05332,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STT,west,NA,Sava,2019,5437,18.38283,-65.05736,18.38283,-65.05736,HARD,0,0,0,141.2429379,13.31930936,0.059732286,141.2429379,13.31930936,0.059732286
atlantic,STT,west,NA,Sava,2021,5291,18.34583,-65.05309,18.34583,-65.05309,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STT,west,NA,Sava,2021,5438,18.37654,-65.05313,18.37654,-65.05313,HARD,0,0,0,0,0,0,0,0,0
atlantic,STX,east,NA,East/Lang Bank,2017,1109,17.81115,-64.49591,17.81115,-64.49591,AGRF,197.740113,57.22231467,1.470706822,706.2146893,37.36609686,0.135820787,903.9548023,94.58841153,1.606527609
atlantic,STX,east,NA,East/Lang Bank,2017,1110,17.81464,-64.49993,17.81464,-64.49993,AGRF,225.9887006,42.11452503,0.946178623,960.4519774,40.95748338,0.172768446,1186.440678,83.07200841,1.118947069
atlantic,STX,east,NA,East/Lang Bank,2017,1111,17.81535,-64.47942,17.81535,-64.47942,SCR,28.24858757,19.26826804,0.355614097,225.9887006,23.49513491,0.095571658,254.2372881,42.76340295,0.451185755
atlantic,STX,east,NA,East/Lang Bank,2017,1112,17.81903,-64.50109,17.81903,-64.50109,PVMT,84.74576271,38.19003886,0.86312392,1384.180791,85.65318532,0.251398666,1468.926554,123.8432242,1.114522586
atlantic,STX,east,NA,East/Lang Bank,2017,1113,17.82053,-64.49941,17.82053,-64.49941,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STX,east,NA,East/Lang Bank,2017,1143,17.79675,-64.47728,17.79675,-64.47728,PTRF,0,0,0,762.7118644,17.85730187,0.071068053,762.7118644,17.85730187,0.071068053
atlantic,STX,east,NA,East/Lang Bank,2017,1215,17.82393,-64.48649,17.82393,-64.48649,PVMT,338.9830508,48.41789976,1.169659395,819.2090395,72.02603608,0.274238485,1158.19209,120.4439358,1.44389788
atlantic,STX,east,NA,East/Lang Bank,2017,1216,17.82445,-64.4851,17.82445,-64.4851,PVMT,564.9717514,31.7543394,0.602429483,819.2090395,80.59921061,0.265206888,1384.180791,112.35355,0.867636371
atlantic,STX,east,NA,East/Lang Bank,2019,4385,17.79952,-64.47838,17.79952,-64.47838,AGRF,28.24858757,20.99111107,0.355614097,2627.118644,54.39752549,0.260100266,2655.367232,75.38863657,0.615714363
atlantic,STX,east,NA,East/Lang Bank,2019,4389,17.80066,-64.4729,17.80066,-64.4729,AGRF,141.2429379,40.3904508,0.963196999,84.74576271,5.46860429,0.02078671,225.9887006,45.85905509,0.98398371
atlantic,STX,east,NA,East/Lang Bank,2019,4393,17.80148,-64.50202,17.80148,-64.50202,AGRF,225.9887006,28.53671991,0.606378205,112.9943503,9.825162154,0.046932767,338.9830508,38.36188207,0.653310972
atlantic,STX,east,NA,East/Lang Bank,2019,4402,17.80372,-64.4828,17.80372,-64.4828,AGRF,28.24858757,7.805393496,0.151895725,423.7288136,18.09961323,0.055765036,451.9774011,25.90500673,0.207660761
atlantic,STX,east,NA,East/Lang Bank,2019,4408,17.80572,-64.45976,17.80572,-64.45976,PVMT,0,0,0,734.4632768,45.0310943,0.138028478,734.4632768,45.0310943,0.138028478
atlantic,STX,east,NA,East/Lang Bank,2019,4411,17.80581,-64.50138,17.80581,-64.50138,PTRF,0,0,0,451.9774011,39.14109536,0.094806283,451.9774011,39.14109536,0.094806283
atlantic,STX,east,NA,East/Lang Bank,2019,4412,17.80612,-64.46411,17.80612,-64.46411,PVMT,0,0,0,112.9943503,15.9554244,0.059827958,112.9943503,15.9554244,0.059827958
atlantic,STX,east,NA,East/Lang Bank,2019,4420,17.81066,-64.47383,17.81066,-64.47383,PVMT,28.24858757,5.376856499,0.151895725,649.7175141,32.92755911,0.091126048,677.9661017,38.3044156,0.243021774
atlantic,STX,east,NA,East/Lang Bank,2019,4426,17.81339,-64.46237,17.81339,-64.46237,PVMT,0,0,0,310.7344633,36.86827726,0.131411029,310.7344633,36.86827726,0.131411029
atlantic,STX,east,NA,East/Lang Bank,2019,4430,17.82136,-64.49477,17.82136,-64.49477,PVMT,0,0,0,28.24858757,4.560844255,0.014956989,28.24858757,4.560844255,0.014956989
atlantic,STX,east,NA,East/Lang Bank,2019,4431,17.82511,-64.48109,17.82511,-64.48109,PVMT,28.24858757,6.928088883,0.151895725,197.740113,13.13201183,0.032446152,225.9887006,20.06010072,0.184341878
atlantic,STX,east,NA,East/Lang Bank,2019,4432,17.82557,-64.49556,17.82557,-64.49556,PVMT,28.24858757,17.64297148,0.355614097,480.2259887,22.93235151,0.058679896,508.4745763,40.57532299,0.414293993
atlantic,STX,east,NA,East/Lang Bank,2019,4434,17.82839,-64.47005,17.82839,-64.47005,PVMT,56.49717514,33.75529605,0.711228194,338.9830508,8.941003521,0.034978325,395.480226,42.69629957,0.74620652
atlantic,STX,east,NA,East/Lang Bank,2021,4366,17.79965,-64.47679,17.79965,-64.47679,PTRF,28.24858757,4.697218623,0.151895725,480.2259887,15.68379027,0.044105594,508.4745763,20.38100889,0.196001319
atlantic,STX,east,NA,East/Lang Bank,2021,4379,17.80236,-64.48253,17.80236,-64.48253,AGRF,395.480226,16.0253567,0.412924792,423.7288136,27.75125389,0.112965149,819.2090395,43.77661059,0.525889941
atlantic,STX,east,NA,East/Lang Bank,2021,4380,17.80234,-64.45738,17.80234,-64.45738,AGRF,0,0,0,536.7231638,38.04220991,0.103550864,536.7231638,38.04220991,0.103550864
atlantic,STX,east,NA,East/Lang Bank,2021,4382,17.80283,-64.49682,17.80283,-64.49682,AGRF,169.4915254,9.583965935,0.199355556,338.9830508,6.258771558,0.022481717,508.4745763,15.84273749,0.221837272
atlantic,STX,east,NA,East/Lang Bank,2021,4389,17.80592,-64.50377,17.80592,-64.50377,AGRF,84.74576271,9.4161289,0.175625641,254.2372881,16.47974667,0.04222958,338.9830508,25.89587557,0.217855221
atlantic,STX,east,NA,East/Lang Bank,2021,4393,17.80685,-64.4934,17.80685,-64.4934,AGRF,56.49717514,15.89721848,0.303791451,536.7231638,14.29946401,0.063052187,593.220339,30.19668249,0.366843638
atlantic,STX,east,NA,East/Lang Bank,2021,4408,17.81227,-64.49013,17.81227,-64.49013,AGRF,141.2429379,3.877741354,0.094919661,197.740113,6.103589505,0.020404023,338.9830508,9.981330859,0.115323684
atlantic,STX,east,NA,East/Lang Bank,2021,4411,17.81488,-64.45996,17.81488,-64.45996,AGRF,28.24858757,5.376856499,0.151895725,423.7288136,14.30850794,0.043722906,451.9774011,19.68536443,0.195618632
atlantic,STX,east,NA,East/Lang Bank,2021,4415,17.82076,-64.50078,17.82076,-64.50078,SCR,0,0,0,0,0,0,0,0,0
atlantic,STX,east,NA,East/Lang Bank,2021,4428,17.83331,-64.45361,17.83331,-64.45361,HARD,28.24858757,6.119529028,0.151895725,960.4519774,51.7825141,0.135231642,988.700565,57.90204312,0.287127367
atlantic,STX,east,NA,East/Lang Bank,2021,4429,17.83434,-64.45164,17.83434,-64.45164,HARD,0,0,0,903.9548023,69.37687263,0.237781083,903.9548023,69.37687263,0.237781083
atlantic,STX,north,NA,Salt River,2017,1023,17.78533,-64.76053,17.78533,-64.76053,AGRF,112.9943503,8.59196612,0.351251281,338.9830508,10.26648344,0.044105594,451.9774011,18.85844956,0.395356875
atlantic,STX,north,NA,Salt River,2017,1024,17.78686,-64.75798,17.78686,-64.75798,AGRF,84.74576271,1.544540862,0.023729915,508.4745763,17.49512661,0.053506335,593.220339,19.03966747,0.07723625
atlantic,STX,north,NA,Salt River,2017,1039,17.7843,-64.75804,17.7843,-64.75804,AGRF,0,0,0,28.24858757,1.340446977,0.00291486,28.24858757,1.340446977,0.00291486
atlantic,STX,north,NA,Salt River,2017,1119,17.79189,-64.74884,17.79189,-64.74884,PVMT,84.74576271,3.619599228,0.151895725,197.740113,9.090591334,0.020404023,282.4858757,12.71019056,0.172299749
atlantic,STX,north,NA,Salt River,2017,1149,17.7907,-64.75179,17.7907,-64.75179,PVMT,0,0,0,141.2429379,16.03849032,0.050700689,141.2429379,16.03849032,0.050700689
atlantic,STX,north,NA,Salt River,2017,1222,17.78621,-64.75496,17.78621,-64.75496,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STX,north,NA,Salt River,2017,1223,17.78908,-64.75253,17.78908,-64.75253,PVMT,0,0,0,28.24858757,0.110408719,0,28.24858757,0.110408719,0
atlantic,STX,north,NA,Salt River,2017,1277,17.78462,-64.75881,17.78462,-64.75881,AGRF,197.740113,23.23375366,0.607582902,706.2146893,37.66338248,0.20080406,903.9548023,60.89713614,0.808386962
atlantic,STX,north,NA,Salt River,2017,1278,17.78538,-64.76102,17.78538,-64.76102,AGRF,197.740113,14.14646647,0.303791451,423.7288136,11.42537672,0.042539712,621.4689266,25.57184319,0.346331163
atlantic,STX,north,NA,Salt River,2017,1293,17.78465,-64.75708,17.78465,-64.75708,HARD,0,0,0,112.9943503,5.489561037,0.011659442,112.9943503,5.489561037,0.011659442
atlantic,STX,north,NA,Salt River,2017,1379,17.78206,-64.75699,17.78206,-64.75699,AGRF,112.9943503,39.65222245,0.108214396,423.7288136,12.74743076,0.041573421,536.7231638,52.39965321,0.149787817
atlantic,STX,north,NA,Salt River,2017,1380,17.784,-64.75332,17.784,-64.75332,AGRF,0,0,0,56.49717514,1.278261986,0.005829721,56.49717514,1.278261986,0.005829721
atlantic,STX,north,NA,Salt River,2017,1423,17.78287,-64.75615,17.78287,-64.75615,PVMT,28.24858757,3.515661161,0.151895725,338.9830508,18.7022147,0.066969998,367.2316384,22.21787586,0.218865723
atlantic,STX,north,NA,Salt River,2019,4265,17.78059,-64.75503,17.78059,-64.75503,AGRF,0,0,0,0,0,0,0,0,0
atlantic,STX,north,NA,Salt River,2019,4266,17.78059,-64.75428,17.78059,-64.75428,AGRF,84.74576271,6.70798418,0.046925661,197.740113,2.390582297,0.007287151,282.4858757,9.098566477,0.054212812
atlantic,STX,north,NA,Salt River,2019,4312,17.78409,-64.75974,17.78409,-64.75974,PVMT,0,0,0,28.24858757,0.562256721,0.00291486,28.24858757,0.562256721,0.00291486
atlantic,STX,north,NA,Salt River,2019,4313,17.78419,-64.75796,17.78419,-64.75796,AGRF,0,0,0,254.2372881,2.874195491,0.017489163,254.2372881,2.874195491,0.017489163
atlantic,STX,north,NA,Salt River,2019,4316,17.78471,-64.75882,17.78471,-64.75882,AGRF,0,0,0,254.2372881,13.77322754,0.047403142,254.2372881,13.77322754,0.047403142
atlantic,STX,north,NA,Salt River,2019,4317,17.78479,-64.75723,17.78479,-64.75723,HARD,0,0,0,28.24858757,0.069314496,0,28.24858757,0.069314496,0
atlantic,STX,north,NA,Salt River,2019,4322,17.78541,-64.76117,17.78541,-64.76117,AGRF,28.24858757,6.928088883,0.151895725,338.9830508,10.75299327,0.032446152,367.2316384,17.68108215,0.184341878
atlantic,STX,north,NA,Salt River,2019,4323,17.78549,-64.75631,17.78549,-64.75631,AGRF,28.24858757,12.05936496,0.355614097,395.480226,7.608944937,0.026616431,423.7288136,19.6683099,0.382230528
atlantic,STX,north,NA,Salt River,2019,4346,17.78876,-64.75593,17.78876,-64.75593,AGRF,0,0,0,451.9774011,7.74414485,0.037164471,451.9774011,7.74414485,0.037164471
atlantic,STX,north,NA,Salt River,2019,4355,17.78903,-64.74952,17.78903,-64.74952,PVMT,28.24858757,9.777689454,0.151895725,0,0,0,28.24858757,9.777689454,0.151895725
atlantic,STX,north,NA,Salt River,2019,4356,17.78965,-64.74818,17.78965,-64.74818,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STX,north,NA,Salt River,2019,4361,17.79078,-64.75346,17.79078,-64.75346,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STX,north,NA,Salt River,2019,4362,17.79045,-64.75185,17.79045,-64.75185,PVMT,0,0,0,84.74576271,4.628439968,0.02078671,84.74576271,4.628439968,0.02078671
atlantic,STX,north,NA,Salt River,2019,4440,17.78372,-64.74928,17.78372,-64.74928,BDRK,0,0,0,0,0,0,0,0,0
atlantic,STX,north,NA,Salt River,2019,4441,17.78404,-64.74903,17.78404,-64.74903,BDRK,0,0,0,0,0,0,0,0,0
atlantic,STX,north,NA,Salt River,2021,4269,17.78502,-64.7593,17.78502,-64.7593,AGRF,56.49717514,1.556659925,0.023729915,56.49717514,5.113817373,0.01787185,112.9943503,6.670477297,0.041601765
atlantic,STX,north,NA,Salt River,2021,4278,17.78626,-64.75544,17.78626,-64.75544,PVMT,0,0,0,0,0,0,0,0,0
atlantic,STX,north,NA,Salt River,2021,4279,17.78684,-64.74844,17.78684,-64.74844,PVMT,0,0,0,0,0,0,0,0,0
